,country,total_costs,scrap_sum,unit_cost
0,Argentina,89560783.37519681,4551.000000000001,19.679363519050053
1,Australia,139430357.89540634,13000.0,10.725412145800487
2,Belgium,127992374.18337634,9000.000000000002,14.221374909264036
3,Brazil,718860431.1640315,2005920.0,0.35836944203359633
4,Canada,299033520.21771,133000.0,2.248372332463985
5,Czechia,52781421.13750053,999.9999999999998,52.781421137500544
6,Finland,114510071.91835682,6999.999999999999,16.358581702622406
7,France,337216722.9768511,100999.99999999999,3.338779435414368
8,Germany,444116665.7907488,198999.99999999994,2.231742039149492
9,Hungary,363772995.0751839,134999.69507825226,2.6946208646199072
10,India,603060970.3280967,613999.5039878369,0.9821847842079742
11,Italy,342669876.4728423,110000.0,3.1151806952076573
12,Japan,283451065.6481196,363999.1249785027,0.7787135907671752
13,Korea,443333201.63205546,2060999.228387643,0.21510595226126458
14,Netherlands,217046551.25475627,34000.0,6.383722095728126
15,Norway,434824612.7133799,198999.11843468912,2.185057984847747
16,Paraguay,48380319.345867574,741.0,65.29057941412628
17,Poland,295939684.56972647,80000.0,3.699246057121581
18,Romania,53028254.33130264,1000.0000000000001,53.02825433130264
19,Russian Federation,259990928.48537543,58999.351732939016,4.406674325206593
20,Serbia,50000440.42514177,999.4382696160236,50.028542977798466
21,Slovakia,52885345.74795187,999.9999999999999,52.885345747951874
22,Spain,361633674.0728293,128000.0,2.825263078693979
23,Sweden,475072364.0686569,234999.23019995302,2.0215911501685926
24,Switzerland,324506983.09200895,88999.94818094776,3.6461480003589064
25,Thailand,242542249.11849114,58999.774612724614,4.110901282429332
26,Turkey,122809378.62773794,9999.999999999998,12.280937862773797
27,USA,534394854.5435819,738000.0000000001,0.7241122690292436
28,United Kingdom,387872625.8880484,175000.00000000003,2.216415005074562
29,Uruguay,38434850.60126005,377.99999999999994,101.67949894513242
30,Viet Nam,100128222.05171181,6000.0,16.688037008618632
