,country,total_costs,scrap_sum,unit_cost
0,Angola,21233578.765435465,140.0,151.66841975311047
1,Argentina,67979406.04361577,4551.000000000001,14.937245889610143
2,Aruba,7314036.176823905,3.0,2438.0120589413013
3,Australia,97233597.7750297,13000.0,7.479507521156131
4,Belgium,91553268.40480831,9000.000000000002,10.172585378312032
5,Benin,4535765.250763235,1.9999999999999987,2267.8826253816187
6,Bermuda,5072368.493459645,2.0,2536.1842467298225
7,Bolivia (Plurinational State of),56183764.91962557,2323.0000000000005,24.185865225839674
8,Botswana,32580647.737904362,502.99999999999994,64.77265951869654
9,Brazil,335494038.11595416,1137900.0000000002,0.2948361350874014
10,Burkina Faso,41823518.04525947,1052.0,39.756195860512804
11,C?te d'Ivoire,28230392.120526966,328.0,86.06826866014319
12,Cabo Verde,8786414.020976381,10.000000000000002,878.641402097638
13,Cameroon,4063947.278643198,2.0,2031.973639321599
14,Canada,196447071.84891337,133000.0,1.4770456529993488
15,Chile,51290248.9587058,1682.9999999999998,30.475489577365305
16,Colombia,67341980.9580402,4377.0,15.38541945580082
17,Congo,5690865.535668609,4.000000000000001,1422.716383917152
18,Costa Rica,47643573.9237032,1314.0000000000002,36.258427643609735
19,Czechia,42784679.058975086,999.9999999999998,42.784679058975094
20,Dominican Rep.,55596369.66227294,2232.0000000000005,24.90876776983554
21,Ecuador,49675206.46933013,1513.0,32.832258076226125
22,El Salvador,11329334.176384585,14.000000000000002,809.2381554560417
23,Eswatini,11256475.99774665,21.000000000000004,536.0226665593642
24,Finland,84503484.21332484,6999.999999999999,12.071926316189264
25,France,222175560.78129125,100999.99999999999,2.1997580275375377
26,Germany,284525731.5913105,198999.99999999994,1.429777545684978
27,Ghana,10300255.690946497,28.0,367.8662746766606
28,Grenada,21836614.664868705,87.0,250.9955708605598
29,Guatemala,65878834.48142554,4028.0,16.35522206589512
30,Guinea,7259245.524035252,6.0,1209.8742540058752
31,Guyana,56335632.880960934,2328.0000000000005,24.199155017594897
32,Honduras,35842584.16973613,488.99999999999994,73.2977181385197
33,Hungary,228567699.05049086,134997.69507824938,1.693122974566381
34,India,201713430.285714,114850.5039878368,1.7563129745349344
35,Italy,221955780.46382126,110000.0,2.017779822398375
36,Jamaica,8995101.33260059,7.000000000000001,1285.0144760857984
37,Japan,167413256.9789324,363986.1249785066,0.45994406239748337
38,Korea,223852548.336806,2061041.2283875772,0.108611387901218
39,Lesotho,24880518.12478424,223.0,111.57183015598314
40,Mali,20919035.157640636,133.0,157.28597862887696
41,Mexico,76589127.71547669,6757.999999999999,11.333105610458228
42,Mozambique,21968994.55459454,154.00000000000003,142.6558087960684
43,Namibia,38938194.50345013,849.9999999999999,45.80964059229428
44,Netherlands,149789795.5411125,34000.0,4.4055822217974265
45,Nicaragua,47625933.27731305,1306.0,36.46702394893802
46,Niger,32718618.53907771,505.0,64.78934364173804
47,Nigeria,154674116.81268495,52039.00000000001,2.9722730416165746
48,Norway,106091656.41873053,15344.118434689095,6.914157816905574
49,Panama,11105704.646346139,13.0,854.2849727958569
50,Paraguay,40421346.41158942,741.0,54.54972525180759
51,Peru,72797237.97703756,5706.0,12.7580157688464
52,Poland,191808542.43287975,80000.0,2.397606780410997
53,Romania,43172641.80971016,1000.0000000000001,43.17264180971016
54,Russian Federation,112599008.7197181,19740.35173293901,5.704002149659467
55,Saint Lucia,15046010.290972717,24.0,626.9170954571966
56,Senegal,71941739.59083894,5292.0,13.594433029259058
57,Serbia,36946193.197660655,737.4382696160238,50.100726691195646
58,Slovakia,42945006.48390305,999.9999999999999,42.94500648390305
59,South Africa,28891228.043499332,350.0,82.54636583856951
60,Spain,231478643.79435366,128000.0,1.808426904643388
61,Sweden,293925761.8321228,234995.23019991737,1.2507733096628026
62,Switzerland,137599679.97509596,29319.948180947766,4.69303967134938
63,Thailand,114362740.5755259,21311.774612724617,5.366176334618486
64,Togo,31587607.79948254,456.0,69.27106973570733
65,Trinidad and Tobago,42244574.96091285,858.9999999999999,49.178783423647104
66,Turkey,88826682.38586909,9999.999999999998,8.88266823858691
67,USA,331395311.68296486,738000.0000000001,0.4490451377817951
68,United Kingdom,246344082.76084524,175000.00000000003,1.4076804729191152
69,Uruguay,33279022.472473375,377.99999999999994,88.03974199067031
70,Viet Nam,74601663.02586299,6000.0,12.433610504310497
71,Zambia,25391016.94441349,240.99999999999997,105.35691678179873
72,Zimbabwe,9340144.25089832,16.999999999999996,549.4202500528424
