,country,total_netprofits,scrap_sum,net_profit
0,Argentina,-32074994.831132784,4551.000000000001,-7.047900424331527
1,Australia,4015389.5153188705,13000.0,0.30887611656299
2,Belgium,-30314150.647790454,9000.000000000002,-3.368238960865605
3,Brazil,15319929181.947853,2005920.0,7.637358011260595
4,Canada,828409209.8829457,133000.0,6.228640675811622
5,Czechia,-36122564.58314364,999.9999999999998,-36.12256458314364
6,Finland,-37260052.41821168,6999.999999999999,-5.322864631173098
7,France,464971825.660917,100999.99999999999,4.603681442187297
8,Germany,1086004650.4420626,198999.99999999994,5.457309801216397
9,Hungary,684839821.6019799,134999.69507825226,5.07289902547568
10,India,4279114405.3547964,613999.5039878369,6.969247332550881
11,Italy,521859803.9398331,110000.0,4.744180035816664
12,Japan,2272401544.947522,363999.1249785027,6.242876394501573
13,Korea,13721744757.288654,2060999.228387643,6.657811690702778
14,Netherlands,81004896.49455264,34000.0,2.3824969557221367
15,Norway,1146141654.1292279,198999.11843468912,5.759531314232368
16,Paraguay,-34595268.259986006,741.0,-46.68727160591904
17,Poland,352600004.7121749,80000.0,4.407500058902187
18,Romania,-36516337.908984296,1000.0000000000001,-36.51633790898429
19,Russian Federation,251778886.4029983,58999.351732939016,4.26748564192158
20,Serbia,-33211967.471550617,999.4382696160236,-33.230634128419354
21,Slovakia,-36272020.84470379,999.9999999999999,-36.272020844703796
22,Spain,639290789.2706515,128000.0,4.994459291176964
23,Sweden,1249875970.808014,234999.23019995302,5.318638574877612
24,Switzerland,394140133.26306427,88999.94818094776,4.428543401640294
25,Thailand,297333968.60080177,58999.774612724614,5.039578041653655
26,Turkey,-11504613.757296946,9999.999999999998,-1.1504613757296946
27,USA,4352900491.243177,738000.0000000001,5.898239148025985
28,United Kingdom,1120071431.243623,175000.00000000003,6.400408178534987
29,Uruguay,-30445951.233380813,377.99999999999994,-80.54484453275349
30,Viet Nam,-27216112.277079012,6000.0,-4.536018712846502
