,country,total_netprofits,scrap_sum,net_profit
0,Angola,-7211759.455139342,140.0,-51.51256753670958
1,Argentina,-15426725.64553523,4551.000000000001,-3.3897441541496875
2,Aruba,-1085736.7420400025,3.0,-361.9122473466675
3,Australia,20491888.85037573,13000.0,1.5762991423365948
4,Belgium,-15682457.349008298,9000.000000000002,-1.7424952610009217
5,Benin,-759879.4942794894,1.9999999999999987,-379.93974713974495
6,Bermuda,-793255.7335187258,2.0,-396.6278667593629
7,Bolivia (Plurinational State of),-19901574.25815484,2323.0000000000005,-8.567186508030492
8,Botswana,-12629872.376047542,502.99999999999994,-25.109090210830104
9,Brazil,9758275750.802246,1137900.0000000002,8.575688330083702
10,Burkina Faso,-16537608.076929018,1052.0,-15.720159768943933
11,C?te d'Ivoire,-10581299.395462256,328.0,-32.260059132506875
12,Cabo Verde,-1927706.9226188122,10.000000000000002,-192.7706922618812
13,Cameroon,-694889.8549357116,2.0,-347.4449274678558
14,Canada,932453148.0370321,133000.0,7.010925925090467
15,Chile,-19105548.15220543,1682.9999999999998,-11.352078521809526
16,Colombia,-16091790.727508046,4377.0,-3.676442935231447
17,Congo,-1091544.5079137336,4.000000000000001,-272.88612697843337
18,Costa Rica,-17963136.462429203,1314.0000000000002,-13.670575694390564
19,Czechia,-19392298.250935286,999.9999999999998,-19.39229825093529
20,Dominican Rep.,-19883260.83497658,2232.0000000000005,-8.908270983412445
21,Ecuador,-18610006.585966066,1513.0,-12.300070446772018
22,El Salvador,-2339117.9243535823,14.000000000000002,-167.07985173954157
23,Eswatini,-2824992.5651856544,21.000000000000004,-134.52345548503115
24,Finland,-21742930.396111168,6999.999999999999,-3.106132913730167
25,France,521988984.74338645,100999.99999999999,5.1682077697365
26,Germany,1204889731.6924088,198999.99999999994,6.0547222698111005
27,Ghana,-2815613.6943039293,28.0,-100.55763193942605
28,Grenada,-6202322.096724231,87.0,-71.29105858303714
29,Guatemala,-17194596.41333719,4028.0,-4.2687677292296895
30,Guinea,-1443055.6500741756,6.0,-240.5092750123626
31,Guyana,-20030242.866709538,2328.0000000000005,-8.604056214222307
32,Honduras,-13042350.082550097,488.99999999999994,-26.671472561452145
33,Hungary,786224028.2744995,134997.69507824938,5.823981126631655
34,India,788475398.2113763,114850.5039878368,6.8652323745560535
35,Italy,582582841.245211,110000.0,5.296207647683737
36,Jamaica,-1600930.1853901863,7.000000000000001,-228.704312198598
37,Japan,2609211535.351663,363986.1249785066,7.168436806501174
38,Korea,16581073045.187433,2061041.2283875772,8.044998235265469
39,Lesotho,-8964519.601347342,223.0,-40.1996394679253
40,Mali,-7059081.054076738,133.0,-53.07579739907322
41,Mexico,-7618940.448281127,6757.999999999999,-1.1273957455284296
42,Mozambique,-7560453.746377638,154.00000000000003,-49.09385549595868
43,Namibia,-15415121.123133976,849.9999999999999,-18.135436615451738
44,Netherlands,103848325.12306139,34000.0,3.0543625036194526
45,Nicaragua,-17985489.324884117,1306.0,-13.771431336052157
46,Niger,-12705720.46567456,505.0,-25.15984250628626
47,Nigeria,293644875.69048774,52039.00000000001,5.642784751637958
48,Norway,32075300.42943691,15344.118434689095,2.090397083805279
49,Panama,-2260574.3266788465,13.0,-173.89033282144973
50,Paraguay,-15162168.815713076,741.0,-20.461766283013596
51,Peru,-11657938.474388057,5706.0,-2.0431017305271744
52,Poland,396913910.78953063,80000.0,4.9614238848691326
53,Romania,-19455502.44980685,1000.0000000000001,-19.45550244980685
54,Russian Federation,64454404.32630162,19740.35173293901,3.265109213771108
55,Saint Lucia,-3331345.656726229,24.0,-138.80606903025952
56,Senegal,-14236272.634681856,5292.0,-2.6901497797962692
57,Serbia,-14663651.701227268,737.4382696160238,-19.884581944550387
58,Slovakia,-19412353.033255797,999.9999999999999,-19.4123530332558
59,South Africa,-10907368.044926152,350.0,-31.163908699789005
60,Spain,712543506.9478308,128000.0,5.566746148029928
61,Sweden,1521426684.7680106,234995.23019991737,6.474287514149492
62,Switzerland,112395056.43906528,29319.948180947766,3.833398877290653
63,Thailand,75738887.91387026,21311.774612724617,3.553851769277292
64,Togo,-12176817.334788484,456.0,-26.70354678681685
65,Trinidad and Tobago,-15966136.272458145,858.9999999999999,-18.586887395178284
66,Turkey,5663817.260865334,9999.999999999998,0.5663817260865335
67,USA,5251952894.444505,738000.0000000001,7.116467336645669
68,United Kingdom,1263657937.207953,175000.00000000003,7.220902498331158
69,Uruguay,-11947877.53644501,377.99999999999994,-31.60814163080691
70,Viet Nam,-11272267.4527128,6000.0,-1.8787112421188001
71,Zambia,-9208009.207640957,240.99999999999997,-38.20750708564713
72,Zimbabwe,-2335412.3005026346,16.999999999999996,-137.37719414721383
