,country,total_netprofits,scrap_sum,net_profit
0,Argentina,-68675044.42924902,4551.000000000001,-15.09009985261459
1,Australia,-80652307.59620361,13000.0,-6.204023661246431
2,Belgium,-93146356.20621645,9000.000000000002,-10.349595134024048
3,Brazil,8424665911.116573,2005920.0,4.199901247864608
4,Canada,293611053.9255753,133000.0,2.207601909214852
5,Czechia,-48995407.55051346,999.9999999999998,-48.99540755051348
6,Finland,-87653892.77114655,6999.999999999999,-12.521984681592366
7,France,54422846.007855274,100999.99999999999,0.5388400594837157
8,Germany,337513047.08977324,198999.99999999994,1.69604546276268
9,Hungary,156678464.95733628,134999.69507825226,1.1605838432932605
10,India,2038645613.3908737,613999.5039878369,3.3202724108898605
11,Italy,80420524.3624836,110000.0,0.7310956760225782
12,Japan,1083633898.918882,363999.1249785027,2.977023362303082
13,Korea,7387309714.222597,2060999.228387643,3.584334051401768
14,Netherlands,-85905481.74338897,34000.0,-2.5266318159820282
15,Norway,368744391.80180854,198999.11843468912,1.8529951022010647
16,Paraguay,-44990152.66924526,741.0,-60.715455693988204
17,Poland,16227145.177073315,80000.0,0.20283931471341643
18,Romania,-49245748.06402438,1000.0000000000001,-49.245748064024376
19,Russian Federation,-17177645.948141046,58999.351732939016,-0.29114974052419734
20,Serbia,-45537839.24878151,999.4382696160236,-45.563433613840694
21,Slovakia,-49092773.1154358,999.9999999999999,-49.092773115435804
22,Spain,136643004.5757141,128000.0,1.0675234732477665
23,Sweden,393978661.7937275,234999.23019995302,1.676510435623573
24,Switzerland,21594733.741700657,88999.94818094776,0.24263759904439414
25,Thailand,22513863.685156826,58999.774612724614,0.3815923676478115
26,Turkey,-78098867.82092589,9999.999999999998,-7.80988678209259
27,USA,2173733897.104004,738000.0000000001,2.9454388849647746
28,United Kingdom,405397184.50554854,175000.00000000003,2.316555340031705
29,Uruguay,-36815575.02087558,377.99999999999994,-97.39570111342748
30,Viet Nam,-72552977.52686822,6000.0,-12.092162921144704
