,country,type,recycling_m,net_profit
18,Afghanistan,LFP,Direct,0.0
33,Afghanistan,NCA,Direct,-1132.2012013589515
21,Afghanistan,NMC111,Direct,-2147.327909957633
30,Afghanistan,NMC523,Direct,-1948.9046310046856
24,Afghanistan,NMC622,Direct,-2686.7646203013956
27,Afghanistan,NMC811,Direct,0.0
54,Albania,LFP,Direct,-13.941146573544792
69,Albania,NCA,Direct,-3.762335978577449
57,Albania,NMC111,Direct,-13.17708603662792
67,Albania,NMC523,Hydro,-17.33844722222302
60,Albania,NMC622,Direct,-15.577352925333766
63,Albania,NMC811,Direct,-19.65111439786835
774,Algeria,LFP,Direct,-51.16767116696211
789,Algeria,NCA,Direct,-6.174189145515619
777,Algeria,NMC111,Direct,-25.26121289508731
786,Algeria,NMC523,Direct,-28.48254280763061
780,Algeria,NMC622,Direct,-31.208805775862984
783,Algeria,NMC811,Direct,-34.160375161311215
72,Andorra,LFP,Direct,-500.85076021898567
87,Andorra,NCA,Direct,-140.4946045830451
75,Andorra,NMC111,Direct,-265.6576217877645
84,Andorra,NMC523,Direct,-258.0807184132832
78,Andorra,NMC622,Direct,-349.5346977682756
81,Andorra,NMC811,Direct,-389.8692510919662
36,Angola,LFP,Direct,-115.80452784290101
51,Angola,NCA,Direct,-27.85526376462619
39,Angola,NMC111,Direct,-65.41834372652885
48,Angola,NMC523,Direct,-65.85609957688514
42,Angola,NMC622,Direct,-83.02651647927657
45,Angola,NMC811,Direct,-92.71835332680143
108,Argentina,LFP,Direct,-22.524388899717163
123,Argentina,NCA,Direct,3.0757669644225163
111,Argentina,NMC111,Direct,-8.779885496175599
121,Argentina,NMC523,Hydro,-8.982081776288807
114,Argentina,NMC622,Direct,-9.814603124406261
117,Argentina,NMC811,Direct,-10.312564607371753
126,Armenia,LFP,Direct,0.0
141,Armenia,NCA,Direct,-184.21744293781353
129,Armenia,NMC111,Direct,-298.24783510639315
138,Armenia,NMC523,Direct,-328.28260315597544
132,Armenia,NMC622,Direct,-469.66215467035875
135,Armenia,NMC811,Direct,-644.8714020158903
0,Aruba,LFP,Direct,0.0
15,Aruba,NCA,Direct,-243.9327066731718
3,Aruba,NMC111,Direct,-374.25108226020444
12,Aruba,NMC523,Direct,-424.38339215560035
6,Aruba,NMC622,Direct,-642.8556393359324
9,Aruba,NMC811,Direct,-786.9651573113919
144,Australia,LFP,Direct,-20.310206195801193
160,Australia,NCA,Hydro,2.595510336241897
148,Australia,NMC111,Hydro,-6.381871453892063
157,Australia,NMC523,Hydro,-5.0451268635284565
150,Australia,NMC622,Direct,-10.266589185559766
153,Australia,NMC811,Direct,-10.530896156047538
162,Austria,LFP,Direct,-1.9784597843080785
177,Austria,NCA,Direct,6.38537584367017
166,Austria,NMC111,Hydro,3.648307680330251
175,Austria,NMC523,Hydro,3.374444440278411
168,Austria,NMC622,Direct,1.701986482094936
171,Austria,NMC811,Direct,1.8401312066094249
180,Azerbaijan,LFP,Direct,-41.35469700858877
195,Azerbaijan,NCA,Direct,-4.087673450097457
183,Azerbaijan,NMC111,Direct,-22.09464840418331
192,Azerbaijan,NMC523,Direct,-24.785537439301088
186,Azerbaijan,NMC622,Direct,-25.8209288823952
189,Azerbaijan,NMC811,Direct,-27.93272179140397
324,Bahamas,LFP,Direct,0.0
339,Bahamas,NCA,Direct,-2362.23325384908
327,Bahamas,NMC111,Direct,-4381.227748272084
336,Bahamas,NMC523,Direct,-4362.7794968498165
330,Bahamas,NMC622,Direct,0.0
333,Bahamas,NMC811,Direct,0.0
306,Bahrain,LFP,Direct,0.0
321,Bahrain,NCA,Direct,-212.04406972322104
309,Bahrain,NMC111,Direct,-274.40840513810747
318,Bahrain,NMC523,Direct,-355.3340974855284
312,Bahrain,NMC622,Direct,-579.4365669571438
315,Bahrain,NMC811,Direct,-1581.2999979764409
270,Bangladesh,LFP,Direct,-751.5705851616856
285,Bangladesh,NCA,Direct,-196.03030576762515
273,Bangladesh,NMC111,Direct,-349.8071369728894
282,Bangladesh,NMC523,Direct,-370.3280764471428
276,Bangladesh,NMC622,Direct,-510.15107361213336
279,Bangladesh,NMC811,Direct,-565.9634126890533
432,Barbados,LFP,Direct,0.0
447,Barbados,NCA,Direct,-501.6673034123408
435,Barbados,NMC111,Direct,-985.5981315676129
444,Barbados,NMC523,Direct,-893.3358402497372
438,Barbados,NMC622,Direct,-1243.9529215232421
441,Barbados,NMC811,Direct,-1407.902305089146
