,country,type,recycling_m,scrap_sum,unit_cost,net_profit
0,Argentina,LFP,Direct,179.04852562611302,25.816159355958572,-22.53869680242397
1,Argentina,LFP,Hydro,179.04852562611302,45.14808354799265,-43.57733629087631
2,Argentina,LFP,Pyro,179.04852562611302,55.5283494067364,-54.756290713007935
3,Argentina,NCA,Direct,2360.5818234354747,7.466712065603791,3.0716287427644686
4,Argentina,NCA,Hydro,2360.5818234354747,7.199845095161659,1.2382705649599814
5,Argentina,NCA,Pyro,2360.5818234354747,10.151964987947574,-5.1275148932399
6,Argentina,NMC111,Direct,628.1475431692569,14.115415275353353,-8.787708580378066
7,Argentina,NMC111,Hydro,628.1475431692569,18.476154811047067,-10.384001098290685
8,Argentina,NMC111,Pyro,628.1475431692569,24.286866160671146,-19.744626723474127
9,Argentina,NMC523,Direct,735.9249545168503,13.080165131303383,-12.978040888431456
10,Argentina,NMC523,Hydro,735.9249545168503,16.506528291945674,-8.995618568119935
11,Argentina,NMC523,Pyro,735.9249545168503,21.880631807397343,-17.689342879074374
12,Argentina,NMC622,Direct,362.054849557314,18.399029116343918,-9.824800284830737
13,Argentina,NMC622,Hydro,362.054849557314,27.34955998359045,-19.388642241144805
14,Argentina,NMC622,Pyro,362.054849557314,34.91647264488496,-30.341593240267304
15,Argentina,NMC811,Direct,285.2423036949913,20.635226077843097,-10.324001119014865
16,Argentina,NMC811,Hydro,285.2423036949913,32.40938145214859,-24.65636759022661
17,Argentina,NMC811,Pyro,285.2423036949913,40.85668072905275,-36.324220218885294
18,Brazil,LFP,Direct,97631.11171926954,1.2460406746333281,2.0392712394466725
19,Brazil,LFP,Hydro,97631.11171926954,0.508808399221003,1.0647334163509972
20,Brazil,LFP,Pyro,97631.11171926954,0.8738632069530771,-0.09652944380107709
21,Brazil,NCA,Direct,1032571.8239580716,0.40069243315212166,10.14619527732288
22,Brazil,NCA,Hydro,1032571.8239580716,0.09492368069323073,8.35103143052677
23,Brazil,NCA,Pyro,1032571.8239580716,0.1847324746740912,4.846031319889909
24,Brazil,NMC111,Direct,261887.23781848632,0.7751823908449841,4.561436626807016
25,Brazil,NMC111,Hydro,261887.23781848632,0.25206017076883175,7.848507384653169
26,Brazil,NMC111,Pyro,261887.23781848632,0.4561430537661862,4.091923687473814
27,Brazil,NMC523,Direct,324799.7361440781,0.698921132875415,-0.588098311495415
28,Brazil,NMC523,Hydro,324799.7361440781,0.21624420913575873,7.302882769717842
29,Brazil,NMC523,Pyro,324799.7361440781,0.3958183957739612,3.801487151580038
30,Brazil,NMC622,Direct,160913.23758019248,0.9798279815762251,7.603039464428777
31,Brazil,NMC622,Hydro,160913.23758019248,0.3565154938358995,7.6125500921129
32,Brazil,NMC622,Pyro,160913.23758019248,0.6287335543344527,3.952258621545547
33,Brazil,NMC811,Direct,128116.85277990188,1.0933609207364625,9.226219359163538
34,Brazil,NMC811,Hydro,128116.85277990188,0.4193166515332405,7.3415784109755595
35,Brazil,NMC811,Pyro,128116.85277990188,0.7306091097039223,3.808237810197078
36,Paraguay,LFP,Direct,32.91817964685501,58.30373949717741,-55.01842758309741
37,Paraguay,LFP,Hydro,32.91817964685501,150.7426990749909,-149.16915725941888
38,Paraguay,LFP,Pyro,32.91817964685501,169.4867037176886,-168.7093699545366
39,Paraguay,NCA,Direct,383.02013000064943,17.907517092352123,-7.360629381877121
40,Paraguay,NCA,Hydro,383.02013000064943,26.27528099590977,-17.82932588468977
41,Paraguay,NCA,Pyro,383.02013000064943,33.64517963947305,-28.614415844909047
42,Paraguay,NMC111,Direct,97.89701856232095,34.51555781851066,-29.17893880085866
43,Paraguay,NMC111,Hydro,97.89701856232095,69.38883448966436,-61.28826693424236
44,Paraguay,NMC111,Pyro,97.89701856232095,82.65534723592678,-78.10728049468678
45,Paraguay,NMC523,Direct,120.40456147183114,31.24526636236047,-31.13444354098047
46,Paraguay,NMC523,Hydro,120.40456147183114,59.88421697650582,-52.36508999765222
47,Paraguay,NMC523,Pyro,120.40456147183114,72.12007089851922,-67.92276535116521
48,Paraguay,NMC622,Direct,59.55013530107519,43.83894218296208,-35.256074736957075
49,Paraguay,NMC622,Hydro,59.55013530107519,98.84857985195487,-90.87951426600607
50,Paraguay,NMC622,Pyro,59.55013530107519,114.68640236061569,-110.10541018473569
51,Paraguay,NMC811,Direct,47.20997501726831,49.01964215952169,-38.700061879621686
52,Paraguay,NMC811,Hydro,47.20997501726831,116.61667712005004,-108.85578205754125
53,Paraguay,NMC811,Pyro,47.20997501726831,133.6466743134049,-129.1078273935039
54,Uruguay,LFP,Direct,16.45405866913612,81.3880811267912,-78.4793006924602
55,Uruguay,LFP,Hydro,16.45405866913612,246.95716663758796,-245.51767895603984
56,Uruguay,LFP,Pyro,16.45405866913612,267.6469651607589,-267.122674901512
57,Uruguay,NCA,Direct,195.43588967395556,24.751233121241647,-14.614337750767872
58,Uruguay,NCA,Hydro,195.43588967395556,42.41942628804426,-34.349527303360105
59,Uruguay,NCA,Pyro,195.43588967395556,52.41500587167086,-47.687108372500504
60,Uruguay,NMC111,Direct,50.28009416469137,47.55633751843635,-42.64723995632892
61,Uruguay,NMC111,Hydro,50.28009416469137,111.50197550913975,-103.80501747209037
62,Uruguay,NMC111,Pyro,50.28009416469137,128.21238776390325,-123.94385505623968
63,Uruguay,NMC523,Direct,61.461653984656714,43.17772903193992,-43.48417442220773
64,Uruguay,NMC523,Hydro,61.461653984656714,96.65018090333263,-89.52523319261435
65,Uruguay,NMC523,Pyro,61.461653984656714,112.32366617511148,-108.4149760447378
66,Uruguay,NMC622,Direct,30.355297889206486,60.62180153544903,-52.45332584515122
67,Uruguay,NMC622,Hydro,30.355297889206486,159.69622432356056,-152.11800835564907
68,Uruguay,NMC622,Pyro,30.355297889206486,178.78400924499167,-174.49624487989502
69,Uruguay,NMC811,Direct,24.013005618353706,67.85636343212926,-57.93758540723269
70,Uruguay,NMC811,Hydro,24.013005618353706,188.6919219650698,-181.30908573958243
71,Uruguay,NMC811,Pyro,24.013005618353706,208.63807786783968,-204.4055851144145
72,India,LFP,Direct,36644.417711340284,2.1751785491737685,0.9053001179198613
73,India,LFP,Hydro,36644.417711340284,1.2347839279990596,0.13392464058656986
74,India,LFP,Pyro,36644.417711340284,1.993915601110894,-1.4214150849452647
75,India,NCA,Direct,305087.17535904626,0.8177659621506416,9.524288501337988
76,India,NCA,Hydro,305087.17535904626,0.3016554734276251,7.939466390806007
77,India,NCA,Pyro,305087.17535904626,0.5413418290899533,4.284588718487677
78,India,NMC111,Direct,82386.74504807658,1.4965129735505915,3.6352727971150376
79,India,NMC111,Hydro,82386.74504807658,0.7204600062995555,7.175274302136075
80,India,NMC111,Pyro,82386.74504807658,1.211297407587967,3.1319360866656627
81,India,NMC523,Direct,100958.42486536589,1.3624728462805211,-1.4564832718868919
82,India,NMC523,Hydro,100958.42486536589,0.6293611264552297,6.684932605412
83,India,NMC523,Pyro,100958.42486536589,1.0689027185545497,2.923569581813079
84,India,NMC622,Direct,49997.45980467755,1.884544040988039,6.493490158030593
85,India,NMC622,Hydro,49997.45980467755,1.004281232476756,6.759951106485673
86,India,NMC622,Pyro,49997.45980467755,1.646995144481634,2.7291637844119947
87,India,NMC811,Direct,38925.28119933032,2.1153873005005552,7.999359732413073
88,India,NMC811,Hydro,38925.28119933032,1.1861837380133726,6.369878077509056
89,India,NMC811,Pyro,38925.28119933032,1.9212060461550056,2.4128076267596237
90,Japan,LFP,Direct,65483.38480123095,1.068342691393072,1.886567682357396
91,Japan,LFP,Hydro,65483.38480123095,0.4466941169244539,0.7992093765770438
92,Japan,LFP,Pyro,65483.38480123095,0.7919449232956055,-0.3436054587838081
93,Japan,NCA,Direct,189653.08429626774,0.5941706772210534,9.621934180353811
94,Japan,NCA,Hydro,189653.08429626774,0.19022943230477446,7.925329555605888
95,Japan,NCA,Pyro,189653.08429626774,0.36166079426039704,4.339540932139427
96,Japan,NMC111,Direct,32616.93098198737,1.5693112507835645,3.4363251560404424
97,Japan,NMC111,Hydro,32616.93098198737,0.7816146496763406,6.9882427900705855
98,Japan,NMC111,Pyro,32616.93098198737,1.3237102042343116,2.89506035814216
99,Japan,NMC523,Direct,38735.07457595517,1.4273059826590606,-1.647348928404954
100,Japan,NMC523,Hydro,38735.07457595517,0.6808609368641936,6.50766339136252
101,Japan,NMC523,Pyro,38735.07457595517,1.1661740626511041,2.701731816400533
102,Japan,NMC622,Direct,19157.877726580675,2.1047901382542995,6.147244320081185
103,Japan,NMC622,Hydro,19157.877726580675,1.198131514229318,6.44036936504946
104,Japan,NMC622,Pyro,19157.877726580675,1.959400978018775,2.292138967738144
105,Japan,NMC811,Direct,18352.772596480798,2.155241696687059,7.833660458490986
106,Japan,NMC811,Hydro,18352.772596480798,1.2401445707307182,6.190331546022525
107,Japan,NMC811,Pyro,18352.772596480798,2.022396244910852,2.1868488598177276
108,Korea,LFP,Direct,344286.5317858296,0.42010127800835745,2.5554314256859487
109,Korea,LFP,Hydro,344286.5317858296,0.11271648564007111,1.1601874789068436
110,Korea,LFP,Pyro,344286.5317858296,0.2273547743799189,0.24485525644982126
111,Korea,NCA,Direct,988884.7747256979,0.2340407881475487,10.001806242557201
112,Korea,NCA,Hydro,988884.7747256979,0.047955438268605696,8.08823838331014
113,Korea,NCA,Pyro,988884.7747256979,0.10402909870163385,4.619732651815837
114,Korea,NMC111,Direct,223875.20457625992,0.5333203792605304,4.491597113609177
115,Korea,NMC111,Hydro,223875.20457625992,0.15972850368681651,7.630039003377601
116,Korea,NMC111,Pyro,223875.20457625992,0.3127584306790247,3.929185889265714
117,Korea,NMC523,Direct,263456.9172679237,0.4872890817367056,-0.6877812393906022
118,Korea,NMC523,Hydro,263456.9172679237,0.13999564856774513,7.0686868009398385
119,Korea,NMC523,Pyro,263456.9172679237,0.27721519284737023,3.6136255664268004
120,Korea,NMC622,Direct,130401.77963494365,0.7196638124844816,7.551997096441724
121,Korea,NMC622,Hydro,130401.77963494365,0.24745763893765313,7.411288944971608
122,Korea,NMC622,Pyro,130401.77963494365,0.46681031719982047,3.8075431840496696
123,Korea,NMC811,Direct,110094.02039698823,0.7904830980674983,9.218402966880513
124,Korea,NMC811,Hydro,110094.02039698823,0.2838244293314069,7.167233841652901
125,Korea,NMC811,Pyro,110094.02039698823,0.5291992925220648,3.702514091118689
126,Thailand,LFP,Direct,2788.0450524699418,7.143198631897613,-3.929242072307105
127,Thailand,LFP,Hydro,2788.0450524699418,6.8475545469739565,-5.345368085891449
128,Thailand,LFP,Pyro,2788.0450524699418,9.725906784496901,-9.019928375834393
129,Thailand,NCA,Direct,30404.83946055195,2.3709081252656192,8.10462423071989
130,Thailand,NCA,Hydro,30404.83946055195,1.397975414178903,6.976624342551606
