,country,total_netprofits,scrap,net_profit
0,Australia,3014302.0875451984,8051.817614854113,0.3743629366348747
1,Belgium,-3943152.4810095653,8000.000000000001,-0.4928940601261956
2,Brazil,18528222.052476637,10000.0,1.8528222052476637
3,Canada,210909620.80386204,37629.061820181145,5.6049662309345
4,China,5451890881.455301,934742.9301190595,5.832502932930326
5,Czechia,-16847948.902664647,1000.0,-16.847948902664648
6,Finland,-8228811.184682028,7000.000000000001,-1.1755444549545753
7,France,479134701.5479882,78000.0,6.142752583948566
8,Germany,1115891439.3221867,159000.0,7.0181851529697274
9,Hungary,548910440.14915,85165.56607708019,6.445215659722752
10,India,22841426.782829236,8646.21871915612,2.6417822084725824
11,Italy,473439638.5582349,77000.0,6.148566734522531
12,Japan,160131020.98475355,29409.58281199967,5.444858637009195
13,Korea,1126121133.4445941,141635.56064869772,7.950836133855826
14,Netherlands,87148337.77118416,23999.999999999996,3.6311807404660073
15,Norway,54183985.23136918,17359.477262887867,3.1212912929819008
16,Poland,121490523.41080378,27894.659797899683,4.355332679839722
17,Romania,-16897114.09844375,1000.0,-16.89711409844375
18,Russian Federation,4149713.8867807076,6188.451444919341,0.6705577192800927
19,Serbia,-8153123.962631474,220.52487083437134,-36.97144876123748
20,Slovakia,-16867990.989547256,1000.0,-16.867990989547256
21,Spain,454606355.2650111,73678.17963739288,6.170162692704353
22,Sweden,133070177.08572552,31755.639195609576,4.190442405080712
23,Switzerland,33411459.374756232,14227.694153602446,2.3483397249087243
24,Thailand,3186690.421887183,6111.111545306379,0.5214583956227589
25,Turkey,13958077.561760291,10000.0,1.3958077561760291
26,USA,3448225155.8705964,409586.1417133443,8.418803286278894
27,United Kingdom,642667682.3053416,92391.91442199991,6.955886630619624
28,Viet Nam,-10409611.29267863,4000.0,-2.6024028231696574
