From Region,To Region,Amount Transported,Remaining Storage
Brazil,China,0.008,241.404055550165
Czechia,China,0.003,241.410055550165
Romania,Germany,0.001,7.158348152458752
Serbia,Germany,0.005,7.151348152458752
Slovakia,China,0.003,241.422055550165
Turkey,Germany,0.16600000000000012,6.987348152458751
Viet Nam,China,0.4010000000000003,241.011055550165
