,country,total_netprofits,scrap,net_profit
0,Argentina,-15349963.21199699,3164.0,-4.851442228823322
1,Australia,25210910.20278814,12000.0,2.1009091835656784
2,Belgium,741388.7669149875,9000.0,0.08237652965722082
3,Brazil,3514767715.2281785,410937.0,8.553057318343635
4,Canada,776990865.7983522,107000.0,7.261596876620114
5,China,20046308545.594055,3358860.848291039,5.968186671321455
6,Czechia,-16848443.79539316,1000.0,-16.848443795393163
7,Finland,-8223365.570438051,6999.999999999999,-1.1747665100625788
8,France,602477653.3761734,94000.0,6.409336738044398
9,Germany,1357777824.9074996,188999.99999999997,7.184009655595236
10,Hungary,789840681.7616966,115768.57242812666,6.822582892710873
11,India,387480565.0795673,50195.032307510846,7.719500262610396
12,Italy,627996529.0383931,97000.0,6.474191021014362
13,Japan,2150685410.429802,266885.24178483634,8.058465114244461
14,Korea,9778331586.500013,1119248.017262646,8.736519016057725
15,Netherlands,126592623.52259819,30000.0,4.2197541174199396
16,Norway,44361545.570671946,15783.51791701564,2.810624716486517
17,Paraguay,-11312218.935793065,439.00000000000006,-25.768152473332716
18,Poland,466519081.02784985,74000.0,6.304311905781755
19,Romania,-16897904.837917794,1000.0,-16.897904837917796
20,Russian Federation,70334863.33672772,14389.374620083225,4.887972215176154
21,Serbia,-11612037.756402932,517.9934446721854,-22.41734499893462
22,Slovakia,-16867285.04545183,1000.0000000000001,-16.86728504545183
23,Spain,695746624.3820825,104000.0,6.689871388289254
24,Sweden,1173459717.739743,170550.77173964476,6.880412828216893
25,Switzerland,118123961.19659719,27471.568829729367,4.2998622295194515
26,Thailand,72143920.31206605,14615.248142130542,4.93620906128175
27,Turkey,14031450.5294583,9999.999999999998,1.4031450529458303
28,USA,5472087598.067316,606000.0,9.029847521563228
29,United Kingdom,1067817280.5657701,143000.0,7.467253710250141
30,Uruguay,-8863098.243822632,230.99999999999997,-38.36839066589885
31,Viet Nam,-4079117.594391218,5000.0,-0.8158235188782436
