,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Pyro,0.0
11,Afghanistan,NCA,Pyro,-55684.83419806839
7,Afghanistan,NMC111,Pyro,-183021.03058824252
10,Afghanistan,NMC523,Pyro,-151846.95433840418
8,Afghanistan,NMC622,Pyro,-279224.65293332515
9,Afghanistan,NMC811,Pyro,0.0
18,Albania,LFP,Pyro,-2299.5516398147615
23,Albania,NCA,Pyro,-67.96997422088424
19,Albania,NMC111,Pyro,-98.23891991244356
22,Albania,NMC523,Pyro,-91.56720304796943
20,Albania,NMC622,Pyro,-141.83300631877623
21,Albania,NMC811,Pyro,-190.43333643866336
264,Algeria,LFP,Pyro,0.0
269,Algeria,NCA,Pyro,-55.506524425409346
265,Algeria,NMC111,Pyro,-131.58100635381447
268,Algeria,NMC523,Pyro,-123.54673769879409
266,Algeria,NMC622,Pyro,-200.74560689506947
267,Algeria,NMC811,Pyro,-237.97034771108858
24,Andorra,LFP,Pyro,0.0
29,Andorra,NCA,Pyro,-1023.5589405085931
25,Andorra,NMC111,Pyro,-2135.4516533233177
28,Andorra,NMC523,Pyro,-2090.923899349869
26,Andorra,NMC622,Pyro,-3265.615412870197
27,Andorra,NMC811,Pyro,-3836.856491729539
12,Angola,LFP,Pyro,0.0
17,Angola,NCA,Pyro,-266.7103516594894
13,Angola,NMC111,Pyro,-587.8613022002761
16,Angola,NMC523,Pyro,-580.3880394164295
14,Angola,NMC622,Pyro,-940.9142903119016
15,Angola,NMC811,Pyro,-1204.2161537869772
36,Argentina,LFP,Pyro,0.0
41,Argentina,NCA,Pyro,-14.659745063794164
37,Argentina,NMC111,Pyro,-41.615938088632866
40,Argentina,NMC523,Pyro,-38.157309330794256
38,Argentina,NMC622,Pyro,-63.10615675692773
39,Argentina,NMC811,Pyro,-75.13087070831568
42,Armenia,LFP,Pyro,0.0
47,Armenia,NCA,Pyro,-355.9747004790263
43,Armenia,NMC111,Pyro,-1376.9060737402592
46,Armenia,NMC523,Pyro,-729.2367828219832
44,Armenia,NMC622,Pyro,-1074.7946679063405
45,Armenia,NMC811,Pyro,0.0
0,Aruba,LFP,Pyro,0.0
5,Aruba,NCA,Pyro,-814.8202469959868
1,Aruba,NMC111,Pyro,-1841.3058814465994
4,Aruba,NMC523,Pyro,-1715.653779283515
2,Aruba,NMC622,Pyro,-895.1356349253742
3,Aruba,NMC811,Pyro,0.0
48,Australia,LFP,Pyro,0.0
53,Australia,NCA,Pyro,4.354715713768982
49,Australia,NMC111,Pyro,3.07713591303971
52,Australia,NMC523,Pyro,2.8968449664731253
50,Australia,NMC622,Pyro,2.6277760496409863
51,Australia,NMC811,Pyro,2.304778821138644
54,Austria,LFP,Pyro,-189.09822013787706
59,Austria,NCA,Pyro,-1.258178125466481
55,Austria,NMC111,Pyro,-4.1891668139771525
58,Austria,NMC523,Pyro,-3.972947025366805
56,Austria,NMC622,Pyro,-7.772715004957814
57,Austria,NMC811,Pyro,-11.834624517471596
60,Azerbaijan,LFP,Pyro,0.0
65,Azerbaijan,NCA,Pyro,-49.144135411894595
61,Azerbaijan,NMC111,Pyro,-119.87983568496331
64,Azerbaijan,NMC523,Pyro,-105.39778377543561
62,Azerbaijan,NMC622,Pyro,-163.93531293712763
63,Azerbaijan,NMC811,Pyro,-190.04712381590056
108,Bahamas,LFP,Pyro,0.0
113,Bahamas,NCA,Pyro,-53125.25343138392
109,Bahamas,NMC111,Pyro,0.0
112,Bahamas,NMC523,Pyro,0.0
110,Bahamas,NMC622,Pyro,0.0
111,Bahamas,NMC811,Pyro,0.0
102,Bahrain,LFP,Pyro,0.0
107,Bahrain,NCA,Pyro,-1010.6019222510699
103,Bahrain,NMC111,Pyro,-1409.7714183532537
