,HUN,IND,JPN,KOR,NOR,RUS,YUG,SWE,CHE,THA,Virtual_Demand
ABW,0.0,0.0,2.18277945277572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,0.0,207.43638861007832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,0.0,0.0,0.0,4017.825583778278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.835267714372484,0.0,0.0
ARE,0.0,332.67103812069695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5260.052364340501
ARM,0.0,3.3646333705561497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,0.0,0.0,0.0,17139.631899352007,0.0,16927.661073400002,0.0,0.0,0.0,0.0,0.0
AZE,0.0,1524.975042896512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDI,0.0,438.29358666951606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEN,0.0,3.208734373259552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFA,0.0,1464.0632035207834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD,0.0,0.0,0.0,3.3770909657838053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGR,0.0,0.0,0.0,16909.44325933887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHR,0.0,2.8837226211093467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIH,0.0,0.0,0.0,0.0,0.0,0.0,315.6229147090142,0.0,0.0,0.0,0.0
BLR,0.0,0.0,0.0,4581.9479899750695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMU,0.0,0.0,0.0,1.8029821734350067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOL,0.0,0.0,2970.032986191861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRN,0.0,0.0,0.0,34.0555691205938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWA,0.0,584.8771648740441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHL,0.0,0.0,2561.219924715411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIV,0.0,398.0113754211259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMR,0.0,2.0622759765027983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COG,0.0,3.443382265479077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL,0.0,0.0,5284.736610758961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM,0.0,5.900129596507538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPV,0.0,0.0,0.0,0.0,13.238218348495984,0.0,0.0,0.0,0.0,0.0,0.0
CRI,0.0,0.0,1617.8150255531743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP,0.0,2980.7669378738988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNK,0.0,0.0,0.0,19362.441208667948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOM,0.0,0.0,3066.038400203203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZA,1003.9612750446678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECU,0.0,0.0,1984.526736611849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGY,0.0,12504.899541905135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EST,0.0,0.0,0.0,3229.3249940664855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETH,0.0,1108.220484614482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FJI,0.0,0.0,4.970261606426914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEO,0.0,119.52991197409854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHA,0.0,25.775216968795494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIN,0.0,6.753526296961615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRC,0.0,44020.978669038755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRD,0.0,0.0,0.0,122.88147851133814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRL,0.0,0.0,0.0,1.148188521295541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTM,0.0,0.0,5304.4150997604675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUY,0.0,0.0,0.0,3248.194866896064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HND,0.0,0.0,610.5597269959181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRV,13276.935035641618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDN,0.0,0.0,0.0,58722.17287443195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRL,0.0,0.0,0.0,0.0,19984.50629256283,0.0,0.0,0.0,0.0,0.0,0.0
IRN,0.0,101.32374913900097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,0.0,0.0,0.0,1102.9258499530295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISR,0.0,36441.24408273551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAM,0.0,0.0,5.9621992331043385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOR,0.0,2589.968188171739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAZ,0.0,0.0,0.0,3499.6238815247584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEN,0.0,23421.18407600242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KGZ,0.0,0.0,0.0,2.955162176994844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHM,0.0,0.0,0.0,1932.661184044668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIR,0.0,0.0,3.686944539600618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWT,0.0,14.62274151483184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,0.0,0.0,0.0,15577.204432924955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBN,0.0,18281.904509625005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,0.0,0.0,0.0,30.508723964120605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKA,0.0,129020.34137592505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69904.20263600528,0.0
LSO,0.0,321.3960192864552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTU,0.0,0.0,0.0,6327.145426662051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUX,0.0,0.0,0.0,2767.070722054915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVA,0.0,0.0,0.0,3971.211827906442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3081.656937751403,0.0,0.0
MDA,0.0,0.0,0.0,633.0728358843073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDG,0.0,758.4771631620247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDV,0.0,187.70320866018795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX,0.0,0.0,73591.2499560508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKD,0.0,0.0,0.0,318.8377709011833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLI,0.0,185.1871587595039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLT,0.0,1379.261478505343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNG,0.0,0.0,0.0,542.4287786064061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,0.0,132.46332728142954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUS,0.0,1044.7761235125665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MWI,0.0,2837.19566192693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.23079690744764,0.0
NAM,0.0,1173.7969458879186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NER,0.0,731.760955399989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGA,0.0,83004.639854205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIC,0.0,0.0,1743.9579771851268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPL,0.0,0.0,0.0,541.1379981066066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,0.0,0.0,14712.710722107207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMN,0.0,1103.9667921829223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK,0.0,67586.23449080258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAL,0.0,50.645915447732946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAN,0.0,0.0,10.39551281567325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER,0.0,0.0,7320.108210747987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHL,0.0,0.0,0.0,339725.63386208424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLW,0.0,0.0,0.0,3.607847813347841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRT,0.0,0.0,0.0,0.0,39822.17403182949,0.0,0.0,0.0,0.0,0.0,0.0
PRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.2091768502655
PYF,0.0,0.0,659.2519430847332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QAT,0.0,13.025161579710565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RWA,0.0,7.104604494339244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAU,0.0,16496.402785256192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDN,0.0,10.15925218814701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEN,0.0,9023.003534391117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLB,0.0,0.0,3.6192541645452074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLV,0.0,0.0,11.214292579285301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVN,0.0,0.0,0.0,0.0,0.0,5480.992942818245,0.0,0.0,0.0,0.0,0.0
SYC,0.0,170.73865165730007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGO,0.0,599.8721730829956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJK,0.0,158.48229563947322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTO,0.0,0.0,0.0,1228.5947872918562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUN,0.0,0.0,0.0,298.36495097478684,0.0,0.0,16.297245221311886,0.0,0.0,0.0,0.0
TZA,0.0,5005.593480161135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGA,0.0,39771.57303683077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UKR,0.0,0.0,0.0,117.03526602836209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
URY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0937978840513
UZB,0.0,0.0,0.0,2539.589639676143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSM,0.0,0.0,3.927902290929251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YEM,0.0,1382.8518802304343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAF,0.0,445.22227552629914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZMB,0.0,210.6714271579718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZWE,0.0,13.084625755943865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMR,0.0,0.0,0.0,8081.737468943427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWZ,0.0,26.63971322448127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297475.9856984245
USA,0.0,0.0,0.0,591368.4394417534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
