,country,total_netprofits,scrap,net_profit
0,Angola,-29568508.592528746,816.702409872646,-36.204752471759654
1,Argentina,9458982.99338435,10680.4706549786,0.8856335361003154
2,Aruba,-1577458.9356087046,0.623632174201896,-2529.4700960986897
3,Australia,763616658.8038648,116655.39146521644,6.545918274437879
4,Belgium,224109807.5181245,47156.99191770066,4.752419490820056
5,Benin,-14993124.784718474,47.442999196655904,-316.02396641431744
6,Bermuda,-6736772.989243622,4.958935537118801,-1358.5119102309939
7,Bolivia (Plurinational State of),14072283.921109568,11414.668492146631,1.2328245827543212
8,Botswana,-30886114.451633863,1196.4018572063237,-25.81583626404171
9,Brazil,8065217468.725351,1024440.2329980573,7.872804297350011
10,Burkina Faso,4164413.2681959365,9938.446778964944,0.41902053316923293
11,C?te d'Ivoire,-30664040.867890805,1102.0495519641222,-27.82455726536069
12,Cabo Verde,-16405654.366889209,65.3758932099329,-250.94348331437578
13,Cameroon,-5973353.647970502,2.771931729097755,-2154.9425569419736
14,Canada,8843057828.585003,1145595.4605979312,7.719180227869849
15,Chile,112636646.14729038,26152.65027468256,4.306892225616226
16,China,96701649081.17352,19360870.81954222,4.9946952274257255
17,Colombia,34255550.81428469,14637.99676073305,2.3401802428441867
18,Congo,-8078111.135709884,9.14355997682463,-883.4754905293731
19,Costa Rica,-22307234.10567197,4824.099014508128,-4.624124429988808
20,Czechia,-9525311.452323167,9562.528779139444,-0.996108003680212
21,Dominican Rep.,50678096.80637902,17100.197491212075,2.963597165028234
22,Ecuador,83404.23095872998,9081.22035120608,0.009184253628164968
23,El Salvador,-1420998.349900954,0.4328983608261956,-3282.5219000343377
24,Eswatini,-18539567.84014471,102.09701499460424,-181.58775593120438
25,Finland,181990454.37260923,41615.97592561172,4.373091110440758
26,France,1737047152.4905782,254663.73861082748,6.820944206529152
27,Germany,2182870131.1924205,313785.00450354785,6.956578867259858
28,Ghana,-14595535.153047502,49.2950074506567,-296.0854639824801
29,Grenada,-28640721.862730358,567.0817937429924,-50.505451204294246
30,Guatemala,95364701.17387035,23645.59627237657,4.033085064777072
31,Guinea,-9300323.806752017,9.30892287645918,-999.0762551348547
32,Guyana,-19204656.321543943,5492.313158487994,-3.496642628955791
33,Honduras,-31453366.51685452,2051.818152757232,-15.329509817713381
34,Hungary,1086895145.5950232,164807.13419662407,6.5949520382916
35,India,47777564666.36419,5871392.670391617,8.137347874431546
36,Italy,1314539764.5933292,197854.5289553171,6.64397106062809
37,Jamaica,-11250810.369786378,14.695486177771881,-765.5963357513237
38,Japan,9534138667.995424,1240031.3216816755,7.6886272961763975
39,Korea,68426270345.15997,8637208.52670696,7.922266798767253
40,Lesotho,-30080686.649007842,2626.754987707384,-11.451653005239779
41,Mali,-30996847.131096505,1254.3461177802405,-24.711558230793763
42,Mexico,630172506.6538465,95234.2068582361,6.617081481992178
43,Mozambique,-24967509.135518514,396.8468867795596,-62.91471589491757
44,Namibia,-11274558.087785315,7158.182936243518,-1.575058668967462
45,Netherlands,388379049.25379425,72072.28753755771,5.388743198298033
46,Nicaragua,-3194521.5424814867,8511.40655112415,-0.37532240097960873
47,Niger,-15509903.38945221,6327.360923537756,-2.4512436664953685
48,Nigeria,8735970527.566525,1110292.876313545,7.868167682541718
49,Norway,61379054.81185509,21610.904015367058,2.840189136382714
50,Panama,-2372251.8308442463,2.621358488104794,-904.9703966889898
51,Paraguay,-27257723.935347293,3612.4089208261958,-7.545580949654273
52,Peru,129570076.50114498,28501.0591455399,4.546149525163217
53,Poland,926021498.7176026,141532.58522945666,6.542814838125865
54,Romania,-9099327.72606951,9562.528779139444,-0.951560819970508
55,Russian Federation,569665717.3665419,78846.44788795088,7.225001666227208
56,Saint Lucia,-19926642.699752986,111.87391321335528,-178.11697228960597
57,Senegal,1088420371.32617,155032.09753192443,7.020613077250283
58,Serbia,-29513398.6654886,2841.952462711016,-10.384902299644718
59,Slovakia,-9316483.464084305,9562.528779139446,-0.974269848411658
60,South Africa,-31351095.37038372,1721.013205841701,-18.21665008959112
61,Spain,1088436796.3026905,164730.86934169012,6.607363881781135
62,Sweden,1592665603.7008884,247200.15529329993,6.44281797400657
63,Switzerland,120633032.31426112,31695.778878448134,3.8059652288995105
64,Thailand,617966272.3843377,84874.9893145086,7.280899560345536
65,Togo,-29540418.69019751,2850.424235058876,-10.363516534438723
66,Trinidad and Tobago,-15570547.39167101,6227.061381930305,-2.500464735557874
67,Turkey,596026469.758936,95625.28779139445,6.232937787953762
68,USA,57172668150.91527,7057146.239004909,8.101386341538657
69,United Kingdom,1770329639.6598985,249487.60802103436,7.095862009750166
70,Uruguay,-32396206.159592412,1541.0638161991044,-21.02197574107914
71,Viet Nam,395756575.90564007,57375.172674836664,6.897697339379149
72,Zambia,-24732635.338113636,357.53886516112624,-69.17467651235
73,Zimbabwe,-12812464.24530543,45.817110099706326,-279.6436575205898
