,country,type,recycling_m,net_profit
18,Afghanistan,LFP,Direct,0.0
33,Afghanistan,NCA,Direct,-12398.093059161447
21,Afghanistan,NMC111,Direct,-30995.82334849875
30,Afghanistan,NMC523,Direct,-26851.621552208097
24,Afghanistan,NMC622,Direct,-42900.68919704682
27,Afghanistan,NMC811,Direct,0.0
54,Albania,LFP,Direct,-234.4372687190493
69,Albania,NCA,Direct,-7.100516325996616
57,Albania,NMC111,Direct,-17.498077203271517
66,Albania,NMC523,Direct,-21.537904894701562
60,Albania,NMC622,Direct,-21.21872883063176
63,Albania,NMC811,Direct,-26.65114173763554
792,Algeria,LFP,Direct,0.0
807,Algeria,NCA,Direct,-12.308539725122468
795,Algeria,NMC111,Direct,-37.99776256614053
804,Algeria,NMC523,Direct,-40.163546580189156
798,Algeria,NMC622,Direct,-48.4960529467086
801,Algeria,NMC811,Direct,-53.86322807373003
72,Andorra,LFP,Direct,0.0
87,Andorra,NCA,Direct,-191.78690833453314
75,Andorra,NMC111,Direct,-358.39481410996393
84,Andorra,NMC523,Direct,-345.600182117572
78,Andorra,NMC622,Direct,-470.7499889315088
81,Andorra,NMC811,Direct,-525.1223782294629
36,Angola,LFP,Direct,0.0
51,Angola,NCA,Direct,-44.48777956930962
39,Angola,NMC111,Direct,-99.72827367197466
48,Angola,NMC523,Direct,-97.31007620179855
42,Angola,NMC622,Direct,-129.19712599415752
45,Angola,NMC811,Direct,-145.57081567630183
108,Argentina,LFP,Direct,0.0
123,Argentina,NCA,Direct,0.38194060257826346
111,Argentina,NMC111,Direct,-13.894564064146667
120,Argentina,NMC523,Direct,-17.685907581525843
114,Argentina,NMC622,Direct,-16.442708014579203
117,Argentina,NMC811,Direct,-17.73883295103258
126,Armenia,LFP,Direct,0.0
141,Armenia,NCA,Direct,-279.3014448652787
129,Armenia,NMC111,Direct,-412.1561760983015
138,Armenia,NMC523,Direct,-485.6691952674117
132,Armenia,NMC622,Direct,-716.8484469804811
135,Armenia,NMC811,Direct,-874.4690518607005
0,Aruba,LFP,Direct,0.0
15,Aruba,NCA,Direct,-344.637199368514
3,Aruba,NMC111,Direct,-524.4642540617693
12,Aruba,NMC523,Direct,-592.3672922907532
6,Aruba,NMC622,Direct,-854.8272373980251
9,Aruba,NMC811,Direct,-1619.3898205149494
144,Australia,LFP,Direct,0.0
160,Australia,NCA,Hydro,8.403267968168453
148,Australia,NMC111,Hydro,8.064075278230684
157,Australia,NMC523,Hydro,7.481683236719322
151,Australia,NMC622,Hydro,7.940506771932956
