,country,type,recycling_m,scrap,unit_cost,net_profit,collection_scenario,recovery_efficiency_scenario
0,China,LFP,Direct,125455.81663653815,0.4010834969160227,2.8209767827170107,high_collection,baseline
1,China,LFP,Hydro,125455.81663653815,0.14075754665508938,1.3877692641617438,high_collection,baseline
2,China,LFP,Pyro,125455.81663653815,0.25005622549399825,0.47331338728555905,high_collection,baseline
3,China,NCA,Direct,6994.363746397561,2.750479999544726,7.730639497807621,high_collection,baseline
4,China,NCA,Hydro,6994.363746397561,2.0371798561501735,6.345559371758684,high_collection,baseline
5,China,NCA,Pyro,6994.363746397561,3.051898992376893,1.9211534984636127,high_collection,baseline
6,China,NMC111,Direct,51361.940512848225,0.7276254263043092,4.541907020058286,high_collection,baseline
7,China,NMC111,Hydro,51361.940512848225,0.3217318170886866,7.713547574817281,high_collection,baseline
8,China,NMC111,Pyro,51361.940512848225,0.5422006779549083,3.949909570170234,high_collection,baseline
9,China,NMC523,Direct,12413.542858090927,1.8760374993351137,-1.8315301066393168,high_collection,baseline
10,China,NMC523,Hydro,12413.542858090927,1.19784279888584,6.256705262014294,high_collection,baseline
11,China,NMC523,Pyro,12413.542858090927,1.8563126384850468,2.2843534083344514,high_collection,baseline
12,China,NMC622,Direct,55089.0717665097,0.6944113327112499,7.822357021775633,high_collection,baseline
13,China,NMC622,Hydro,55089.0717665097,0.3015305073815488,7.603206582341467,high_collection,baseline
14,China,NMC622,Pyro,55089.0717665097,0.5102624860081398,4.013743292939565,high_collection,baseline
15,China,NMC811,Direct,26164.787764522804,1.1409624429420375,9.113540806660819,high_collection,baseline
16,China,NMC811,Hydro,26164.787764522804,0.6006846222041267,7.096843933893478,high_collection,baseline
17,China,NMC811,Pyro,26164.787764522804,0.9727860255109841,3.508087269198311,high_collection,baseline
18,India,LFP,Direct,0.0,0.0,0.0,high_collection,baseline
19,India,LFP,Hydro,0.0,0.0,0.0,high_collection,baseline
20,India,LFP,Pyro,0.0,0.0,0.0,high_collection,baseline
21,India,NCA,Direct,1913.649597027921,6.525068393378718,3.9387083143712793,high_collection,baseline
