,country,total_netprofits,scrap,net_profit
0,Australia,-59187521.88911071,3852.389417992651,-15.363847074409032
1,Belgium,-75070902.02455933,8000.0,-9.383862753069916
2,Brazil,-57906502.39037428,11062.313190043904,-5.234574486870451
3,Canada,-56958940.51900979,13129.785444326832,-4.338147090105028
4,China,781629768.7728348,339513.5749725276,2.3022047611382894
5,Czechia,-37197251.76002094,623.8186947427774,-59.62830558542124
6,Finland,-63602276.35098126,3592.375718082401,-17.70479519467745
7,France,-4697583.407833688,49912.93910079655,-0.09411554383417825
8,Germany,263910122.62115562,134443.60488877632,1.9629801122893538
9,Hungary,-70822784.44741619,6319.488938625817,-11.207043027567464
10,India,-54691870.09550452,5507.624389790438,-9.930210599852748
11,Italy,-38110675.150299236,37234.915781637304,-1.0235198428753751
12,Japan,-57088147.66633178,5868.16354959481,-9.72845204191244
13,Korea,-38747202.67313303,14641.01878218353,-2.6464826833146344
14,Netherlands,-72072805.73090014,17996.89088630591,-4.004736495109905
15,Norway,-67538139.61375079,13824.27310329327,-4.88547492581448
16,Poland,-70978654.22636607,7194.102128256249,-9.866228329951486
17,Romania,-44584951.22605395,1048.6612451384217,-42.516066492157634
18,Russian Federation,-58356578.821036436,4032.9860564925802,-14.469819137383324
19,Serbia,-43933865.075383835,1011.0794758406663,-43.45243487299041
20,Slovakia,-45311778.80254142,1111.2984138313213,-40.773727595204754
21,Spain,-62106824.77290585,22330.842932667016,-2.781212736132407
22,Sweden,-74317204.78068852,18073.464106730306,-4.111951330515208
23,Switzerland,-65538219.31227306,5987.4271622501365,-10.945973543608524
24,Thailand,29680650.793401897,27527.208752617,1.078229582233984
25,Turkey,-65458697.435744785,11013.40317206698,-5.943548639149618
26,USA,298219929.6789048,113813.13324127614,2.620259377682703
27,United Kingdom,-18081655.760868147,36570.64667528947,-0.4944308456291476
28,Viet Nam,-57910241.57311735,4000.0,-14.477560393279338
