,country,type,recycling_m,net_profit
18,Afghanistan,LFP,Direct,0.0
33,Afghanistan,NCA,Direct,-2921.0891640803848
21,Afghanistan,NMC111,Direct,-7318.924427900475
30,Afghanistan,NMC523,Direct,-6343.816232900781
24,Afghanistan,NMC622,Direct,-10129.060700177886
27,Afghanistan,NMC811,Direct,-29802.217153729147
54,Albania,LFP,Direct,-2357.6220234239445
69,Albania,NCA,Direct,-165.04009280963263
57,Albania,NMC111,Direct,-220.40287703483034
66,Albania,NMC523,Direct,-214.108633196878
60,Albania,NMC622,Direct,-287.65000277439145
63,Albania,NMC811,Direct,-365.7320829594483
792,Algeria,LFP,Direct,0.0
807,Algeria,NCA,Direct,-51.253849886047306
795,Algeria,NMC111,Direct,-66.6508835687889
804,Algeria,NMC523,Direct,-99.66351889419333
798,Algeria,NMC622,Direct,-172.09480616479848
801,Algeria,NMC811,Direct,-308.4293178288323
72,Andorra,LFP,Direct,0.0
87,Andorra,NCA,Direct,-446.25471312678195
75,Andorra,NMC111,Direct,-545.5366310931743
84,Andorra,NMC523,Direct,-729.4105297955654
78,Andorra,NMC622,Direct,-1222.2429325475978
81,Andorra,NMC811,Direct,-2199.05870177027
36,Angola,LFP,Direct,0.0
51,Angola,NCA,Direct,-98.3832844444884
39,Angola,NMC111,Direct,-160.68958096236878
48,Angola,NMC523,Direct,-179.87620704008646
42,Angola,NMC622,Direct,-266.92739453670055
45,Angola,NMC811,Direct,-643.6078840079659
108,Argentina,LFP,Direct,0.0
123,Argentina,NCA,Direct,-15.08021005106666
111,Argentina,NMC111,Direct,-30.655438870230487
120,Argentina,NMC523,Direct,-38.89395997783225
114,Argentina,NMC622,Direct,-49.23892530544172
117,Argentina,NMC811,Direct,-66.7297110006703
126,Armenia,LFP,Direct,0.0
141,Armenia,NCA,Direct,-105.15062271179097
129,Armenia,NMC111,Direct,-191.86530426515995
138,Armenia,NMC523,Direct,-189.5269537208897
132,Armenia,NMC622,Direct,-262.98870272291344
135,Armenia,NMC811,Direct,-350.7125146085442
0,Aruba,LFP,Direct,0.0
15,Aruba,NCA,Direct,-147.18630818143063
3,Aruba,NMC111,Direct,-247.0441533282029
12,Aruba,NMC523,Direct,-257.00685306733243
6,Aruba,NMC622,Direct,-371.7910252427881
9,Aruba,NMC811,Direct,-440.11626498928945
144,Australia,LFP,Direct,0.0
159,Australia,NCA,Direct,-3.277374018082154
