,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Australia,173675607.67744485,28216.5170659619,6.155104376328321,high_collection,baseline
1,Belgium,161225206.3550979,19534.511814896694,8.253352214932253,high_collection,baseline
2,Brazil,137590625.0175721,21705.013127663,6.339117337008799,high_collection,baseline
3,Canada,354075185.7886575,288676.6745979178,1.2265458796829696,high_collection,baseline
4,China,282665746.9835239,20865289.232228193,0.013547176070146341,high_collection,baseline
5,Czechia,65556847.7916255,2170.501312766299,30.20355132062714,high_collection,baseline
6,Finland,143096179.62563998,15193.509189364097,9.418244188499356,high_collection,baseline
7,France,421512711.17612916,219220.63258939626,1.922778463857593,high_collection,baseline
8,Germany,464500657.96128815,278115.4866095425,1.6701718542319768,high_collection,baseline
9,Hungary,183719433.56458363,29801.11798698791,6.164850380606567,high_collection,baseline
10,India,173079638.0744413,1758339.8482075837,0.09843355267804187,high_collection,baseline
11,Italy,399845185.90052086,203408.48197759548,1.9657252343319782,high_collection,baseline
12,Japan,297612323.9204168,802708.3255973103,0.37076023062169916,high_collection,baseline
13,Korea,493283838.2110164,4643146.407963836,0.10623913072500696,high_collection,baseline
14,Netherlands,262488238.64102343,67939.24482546971,3.8635730985137378,high_collection,baseline
15,Norway,144436237.53859642,17948.48707410563,8.04726531780917,high_collection,baseline
16,Poland,366677118.06632406,173640.10502130399,2.1117075345084375,high_collection,baseline
17,Romania,65681473.22811192,2170.501312766299,30.260969132702815,high_collection,baseline
18,Russian Federation,124908610.05795145,157425.53599971213,0.7934456710897263,high_collection,baseline
19,Serbia,46495603.75886971,1061.5543049078278,43.79955273499343,high_collection,baseline
20,Slovakia,65586696.95894693,2170.5013127662987,30.217303520243828,high_collection,baseline
21,Spain,390171476.834641,194451.12684665676,2.006527208980015,high_collection,baseline
22,Sweden,212478856.47872743,40234.38120860487,5.2810270742596845,high_collection,baseline
23,Switzerland,181243071.8268527,30538.74855484806,5.934855893041503,high_collection,baseline
24,Thailand,125661040.78010604,159117.0040933753,0.7897398615321078,high_collection,baseline
25,Turkey,150829809.28287157,21705.013127663005,6.949077081673782,high_collection,baseline
26,USA,614833664.1277391,1601829.9688215288,0.3838320396640313,high_collection,baseline
27,United Kingdom,405027037.8064737,248178.6303208752,1.6319980381985588,high_collection,baseline
28,Viet Nam,98911552.80914533,26046.0157531956,3.7975694150845247,high_collection,baseline
