,country,type,recycling_m,scrap,unit_cost,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,LFP,Direct,0.0,0.0,0.0,high_collection,baseline
1,Afghanistan,LFP,Hydro,0.0,0.0,0.0,high_collection,baseline
2,Afghanistan,LFP,Pyro,0.0,0.0,0.0,high_collection,baseline
3,Afghanistan,NCA,Direct,0.0143042627988924,17220.465937595734,-17209.91904988526,high_collection,baseline
4,Afghanistan,NCA,Hydro,0.0143042627988924,380957.21542296966,-380948.7694678584,high_collection,baseline
5,Afghanistan,NCA,Pyro,0.0143042627988924,261915.07523313508,-261910.04446934053,high_collection,baseline
6,Afghanistan,NMC111,Direct,0.0036279233164211,43022.79875411761,-43017.46213509996,high_collection,baseline
7,Afghanistan,NMC111,Hydro,0.0036279233164211,1358577.8080266677,-1358569.7074591122,high_collection,baseline
8,Afghanistan,NMC111,Pyro,0.0036279233164211,860787.8334026583,-860783.2853359171,high_collection,baseline
9,Afghanistan,NMC523,Direct,0.0044994651472216,37264.304928615165,-37264.19410579379,high_collection,baseline
10,Afghanistan,NMC523,Hydro,0.0044994651472216,1112817.445373916,-1112809.9262469371,high_collection,baseline
11,Afghanistan,NMC523,Pyro,0.0044994651472216,714171.3457969454,-714167.1484913981,high_collection,baseline
12,Afghanistan,NMC622,Direct,0.0,0.0,0.0,high_collection,baseline
13,Afghanistan,NMC622,Hydro,0.0,0.0,0.0,high_collection,baseline
14,Afghanistan,NMC622,Pyro,0.0,0.0,0.0,high_collection,baseline
15,Afghanistan,NMC811,Direct,0.0,0.0,0.0,high_collection,baseline
16,Afghanistan,NMC811,Hydro,0.0,0.0,0.0,high_collection,baseline
17,Afghanistan,NMC811,Pyro,0.0,0.0,0.0,high_collection,baseline
18,Albania,LFP,Direct,2.9794774326345936,163.1485127474234,-159.89273200161796,high_collection,baseline
19,Albania,LFP,Hydro,2.9794774326345936,610.7277413246593,-609.1647133051514,high_collection,baseline
20,Albania,LFP,Pyro,2.9794774326345936,618.4955356586077,-617.7380479659611,high_collection,baseline
21,Albania,NCA,Direct,902.5244641272384,12.07637463813772,-1.5616424138173624,high_collection,baseline
22,Albania,NCA,Hydro,902.5244641272384,14.554019973372867,-6.137558748721957,high_collection,baseline
23,Albania,NCA,Pyro,902.5244641272384,19.556262280942512,-14.54925213252763,high_collection,baseline
24,Albania,NMC111,Direct,512.278178298979,15.631780541660262,-10.328691809585148,high_collection,baseline
25,Albania,NMC111,Hydro,512.278178298979,21.07873055177348,-13.00981788112292,high_collection,baseline
26,Albania,NMC111,Pyro,512.278178298979,27.5406243288198,-23.014481296560295,high_collection,baseline
27,Albania,NMC523,Direct,575.9531932912797,14.819163190022241,-14.74106649762888,high_collection,baseline
28,Albania,NMC523,Hydro,575.9531932912797,19.52389105932616,-12.035679355618763,high_collection,baseline
29,Albania,NMC523,Pyro,575.9531932912797,25.657485875701155,-21.482816285508452,high_collection,baseline
30,Albania,NMC622,Direct,285.33973515938106,20.408562815122934,-11.858195899160034,high_collection,baseline
31,Albania,NMC622,Hydro,285.33973515938106,30.90742190898218,-22.969010455452807,high_collection,baseline
32,Albania,NMC622,Pyro,285.33973515938106,39.2295350230554,-34.67154055198562,high_collection,baseline
33,Albania,NMC811,Direct,177.70135708375514,25.32383237532239,-15.035686807986714,high_collection,baseline
34,Albania,NMC811,Hydro,177.70135708375514,42.128767662880136,-34.39752355848301,high_collection,baseline
35,Albania,NMC811,Pyro,177.70135708375514,52.23352483487412,-47.71870511303858,high_collection,baseline
36,Algeria,LFP,Direct,0.0,0.0,0.0,high_collection,baseline
37,Algeria,LFP,Hydro,0.0,0.0,0.0,high_collection,baseline
38,Algeria,LFP,Pyro,0.0,0.0,0.0,high_collection,baseline
39,Algeria,NCA,Direct,208.39902020637263,24.121861172069185,-13.574973461594183,high_collection,baseline
40,Algeria,NCA,Hydro,208.39902020637263,39.92482940135923,-31.47887429013923,high_collection,baseline
41,Algeria,NCA,Pyro,208.39902020637263,49.63238619234996,-44.60162239778596,high_collection,baseline
42,Algeria,NMC111,Direct,55.97229312286946,45.78959462468693,-40.45297560703493,high_collection,baseline
43,Algeria,NMC111,Hydro,55.97229312286946,100.06261421963588,-91.96204666421387,high_collection,baseline
44,Algeria,NMC111,Pyro,55.97229312286946,116.27240302690254,-111.72433628566253,high_collection,baseline
45,Algeria,NMC523,Direct,65.2925673744968,42.47701107622318,-42.36618825484318,high_collection,baseline
46,Algeria,NMC523,Hydro,65.2925673744968,89.85053862554287,-82.33141164668926,high_collection,baseline
47,Algeria,NMC523,Pyro,65.2925673744968,105.23504005961728,-101.03773451226327,high_collection,baseline
48,Algeria,NMC622,Direct,31.94730691829337,60.18736192889103,-51.604494482886025,high_collection,baseline
49,Algeria,NMC622,Hydro,31.94730691829337,148.07639481729598,-140.10732923134717,high_collection,baseline
50,Algeria,NMC622,Pyro,31.94730691829337,167.18016180103362,-162.59916962515362,high_collection,baseline
51,Algeria,NMC811,Direct,25.119013532392632,67.67393999956472,-57.35435971966473,high_collection,baseline
52,Algeria,NMC811,Hydro,25.119013532392632,175.17621543874796,-167.41532037623915,high_collection,baseline
53,Algeria,NMC811,Pyro,25.119013532392632,195.34909662391988,-190.81024970401887,high_collection,baseline
54,Andorra,LFP,Direct,0.0,0.0,0.0,high_collection,baseline
55,Andorra,LFP,Hydro,0.0,0.0,0.0,high_collection,baseline
56,Andorra,LFP,Pyro,0.0,0.0,0.0,high_collection,baseline
57,Andorra,NCA,Direct,1.548229223418962,219.85202407866413,-209.30513636818912,high_collection,baseline
58,Andorra,NCA,Hydro,1.548229223418962,937.1139938206758,-928.6680387094558,high_collection,baseline
59,Andorra,NCA,Pyro,1.548229223418962,918.7758098309779,-913.7450460364139,high_collection,baseline
60,Andorra,NMC111,Direct,0.4219828358779104,397.5309791018488,-392.1943600841968,high_collection,baseline
61,Andorra,NMC111,Hydro,0.4219828358779104,2192.9088470726406,-2184.8082795172186,high_collection,baseline
62,Andorra,NMC111,Pyro,0.4219828358779104,2016.0232237079565,-2011.4751569667164,high_collection,baseline
63,Andorra,NMC523,Direct,0.4814822199830743,374.34158888640616,-374.23076606502616,high_collection,baseline
64,Andorra,NMC523,Hydro,0.4814822199830743,2011.6572536469168,-2004.1381266680633,high_collection,baseline
65,Andorra,NMC523,Pyro,0.4814822199830743,1861.5054321134983,-1857.3081265661442,high_collection,baseline
66,Andorra,NMC622,Direct,0.2351809937688951,518.8723913789505,-510.2895239329455,high_collection,baseline
67,Andorra,NMC622,Hydro,0.2351809937688951,3214.2135027665754,-3206.2444371806264,high_collection,baseline
68,Andorra,NMC622,Pyro,0.2351809937688951,2870.6691920533517,-2866.0881998774717,high_collection,baseline
69,Andorra,NMC811,Direct,0.1845749663333796,579.4417373347801,-569.1221570548801,high_collection,baseline
70,Andorra,NMC811,Hydro,0.1845749663333796,3766.155496514839,-3758.39460145233,high_collection,baseline
71,Andorra,NMC811,Pyro,0.1845749663333796,3323.520011032748,-3318.9811641128467,high_collection,baseline
72,Angola,LFP,Direct,0.0,0.0,0.0,high_collection,baseline
73,Angola,LFP,Hydro,0.0,0.0,0.0,high_collection,baseline
74,Angola,LFP,Pyro,0.0,0.0,0.0,high_collection,baseline
