policy_scenario,source_iso3,destination_iso3,current_policy,comparison_policy,delta_scrap_t
critical_route_policy,BGD,CHN,0.0,1.057355941410688,1.057355941410688
critical_route_policy,BGD,THA,1.057355941410688,0.0,-1.057355941410688
critical_route_policy,BHR,CHN,0.0,3.9431108908774446,3.9431108908774446
critical_route_policy,BHR,IND,3.9431108908774446,0.0,-3.9431108908774446
critical_route_policy,BLR,CHN,0.0,737.0331505967692,737.0331505967692
critical_route_policy,BLR,RUS,737.0331505967692,0.0,-737.0331505967692
critical_route_policy,BRA,CAN,0.0,13175.65791210439,13175.65791210439
critical_route_policy,BRA,CHN,242752.9522530881,0.0,-242752.9522530881
critical_route_policy,BRA,IND,189086.6187336621,224888.475948976,35801.85721531391
critical_route_policy,BRA,JPN,0.0,126303.7057886508,126303.7057886508
critical_route_policy,BRA,ROM,0.0,1000.0,1000.0
critical_route_policy,BRA,RUS,35014.0537512584,48000.0,12985.946248741602
critical_route_policy,BRA,THA,0.0,42485.785088277386,42485.785088277386
critical_route_policy,BRA,YUG,0.0,1000.0,1000.0
critical_route_policy,BRN,CHN,0.0,9.648582455127254,9.648582455127254
critical_route_policy,BRN,THA,9.648582455127254,0.0,-9.648582455127254
critical_route_policy,BWA,CHN,0.0,149.2848677641601,149.2848677641601
critical_route_policy,BWA,THA,149.2848677641601,0.0,-149.2848677641601
critical_route_policy,CHL,CHN,0.0,247.74467141147056,247.74467141147056
critical_route_policy,CHL,THA,247.74467141147056,0.0,-247.74467141147056
critical_route_policy,CIV,CHN,0.0,83.84733796275725,83.84733796275725
critical_route_policy,CIV,IND,83.84733796275725,0.0,-83.84733796275725
critical_route_policy,CMR,CHN,0.0,1.89455515029836,1.89455515029836
critical_route_policy,CMR,IND,1.89455515029836,0.0,-1.89455515029836
critical_route_policy,COG,CHN,0.0,3.5458555319440253,3.5458555319440253
critical_route_policy,COG,IND,3.5458555319440253,0.0,-3.5458555319440253
critical_route_policy,COM,CHN,0.0,0.632384953677305,0.632384953677305
critical_route_policy,COM,THA,0.632384953677305,0.0,-0.632384953677305
critical_route_policy,CPV,CHN,0.0,2.0859611473101696,2.0859611473101696
critical_route_policy,CPV,RUS,2.0859611473101696,0.0,-2.0859611473101696
critical_route_policy,CYP,CHN,0.0,356.8651134868235,356.8651134868235
critical_route_policy,CYP,IND,356.8651134868235,0.0,-356.8651134868235
critical_route_policy,DEU,KOR,295158.5013197676,225111.11664580708,-70047.38467396054
critical_route_policy,DZA,CHN,0.0,234.28676272905244,234.28676272905244
critical_route_policy,DZA,RUS,234.28676272905244,0.0,-234.28676272905244
critical_route_policy,ETH,CHN,0.0,220.68817122200392,220.68817122200392
critical_route_policy,ETH,IND,220.68817122200392,0.0,-220.68817122200392
critical_route_policy,FRA,JPN,3600.4504823180323,0.0,-3600.4504823180323
critical_route_policy,FRA,KOR,192162.1154311204,106762.56591343843,-85399.54951768195
critical_route_policy,GBR,JPN,24124.61684664984,1138.033297295653,-22986.583549354185
critical_route_policy,GBR,KOR,0.0,18726.64504719109,18726.64504719109
critical_route_policy,GHA,CHN,0.0,28.977287655250336,28.977287655250336
critical_route_policy,GHA,IND,28.977287655250336,0.0,-28.977287655250336
critical_route_policy,GIN,CHN,0.0,1.7305286119958816,1.7305286119958816
critical_route_policy,GIN,IND,1.7305286119958816,0.0,-1.7305286119958816
critical_route_policy,HRV,CHN,0.0,559.1047819980948,559.1047819980948
critical_route_policy,HRV,RUS,559.1047819980948,0.0,-559.1047819980948
critical_route_policy,IDN,CHN,0.0,15502.243124160615,15502.243124160615
critical_route_policy,IDN,THA,15502.243124160615,0.0,-15502.243124160615
critical_route_policy,IRN,CHN,0.0,79.80538365867403,79.80538365867403
critical_route_policy,IRN,IND,79.80538365867403,0.0,-79.80538365867403
critical_route_policy,ISR,CHN,0.0,21799.260556010428,21799.260556010428
critical_route_policy,ISR,IND,21799.260556010428,0.0,-21799.260556010428
critical_route_policy,JOR,CHN,0.0,420.19991180623344,420.19991180623344
critical_route_policy,JOR,IND,420.19991180623344,0.0,-420.19991180623344
critical_route_policy,KEN,IND,2081.179561413513,0.0,-2081.179561413513
critical_route_policy,KEN,THA,0.0,2081.179561413513,2081.179561413513
critical_route_policy,KHM,CHN,0.0,260.4821757065232,260.4821757065232
critical_route_policy,KHM,THA,260.4821757065232,0.0,-260.4821757065232
critical_route_policy,KWT,CHN,0.0,20.616943193814933,20.616943193814933
critical_route_policy,KWT,IND,20.616943193814933,0.0,-20.616943193814933
critical_route_policy,LAO,CHN,0.0,754.9139779050738,754.9139779050738
critical_route_policy,LAO,THA,754.9139779050738,0.0,-754.9139779050738
critical_route_policy,LBN,CHN,0.0,991.3807006660692,991.3807006660692
critical_route_policy,LBN,IND,991.3807006660692,0.0,-991.3807006660692
