year,policy_scenario,method,strategy,transported_scrap_t,cross_border_scrap_t,cross_border_share,total_base_cost,total_policy_adjusted_cost,policy_cost_delta,used_forbidden_flow_t,forbidden_route_count,penalized_route_count,source_scrap_on_forbidden_routes_t
2030,reference_policy,Direct,Strategy 3,4553741.048207438,1590504.9759000274,0.3492743568556942,10858981.23027969,11075003.842257861,216022.61197817163,0.0,393,4640,4553741.048207438
2030,current_policy,Direct,Strategy 3,4553741.048207438,1590504.9759000274,0.3492743568556942,10858981.23027969,11232985.35992778,374004.12964809156,0.0,393,4640,4553741.048207438
2030,strict_policy,Direct,Strategy 3,4553741.048207438,1288677.8562854999,0.28299322307595487,11306065.167405821,11529155.73724665,223090.5698408281,0.0,554,4480,4553741.048207438
2030,critical_route_policy,Direct,Strategy 3,4553741.048207438,1440038.291654347,0.3162319236885928,11116932.63577915,11295491.236903816,178558.60112466413,0.0,405,4640,4553741.048207438
2030,domestic_processing_policy,Direct,Strategy 3,3379038.8408503635,0.0,0.0,8356330.25986515,8356330.25986515,0.0,0.0,4669,0,4553741.048207438
