source_iso3,destination_iso3,scrap_t,year,policy_scenario,method,strategy,cross_border
UKR,CHN,165.28615627816023,2030,current_policy,Direct,Strategy 3,True
URY,THA,92.75769516840472,2030,current_policy,Direct,Strategy 3,True
USA,CAN,13175.65791210439,2030,current_policy,Direct,Strategy 3,True
USA,JPN,698.94214008993,2030,current_policy,Direct,Strategy 3,True
USA,USA,539000.0,2030,current_policy,Direct,Strategy 3,False
UZB,CHN,272.6668183322979,2030,current_policy,Direct,Strategy 3,True
VNM,CHN,15694.069486701454,2030,current_policy,Direct,Strategy 3,True
VNM,THA,12578.080736087803,2030,current_policy,Direct,Strategy 3,True
VNM,VNM,5000.0,2030,current_policy,Direct,Strategy 3,False
WSM,CHN,0.6812078462028469,2030,current_policy,Direct,Strategy 3,True
YEM,IND,167.4401024001709,2030,current_policy,Direct,Strategy 3,True
YUG,CHN,322.0265151822132,2030,current_policy,Direct,Strategy 3,True
ZAF,THA,83.03897314622753,2030,current_policy,Direct,Strategy 3,True
ZMB,IND,13.043347256883504,2030,current_policy,Direct,Strategy 3,True
ZWE,THA,35.28171121910675,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,AUS,11000.0,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,BEL,9000.0,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,BRA,10000.0,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,CHE,65000.0,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,CHN,6583733.293717712,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,DEU,185000.0,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,FIN,7000.0,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,FRA,89000.0,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,GBR,4259.938502163102,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,HUN,102265.71957268755,2030,current_policy,Direct,Strategy 3,True
Virtual_Supply,NLD,28000.0,2030,current_policy,Direct,Strategy 3,True
