,country,total_netprofits,scrap_sum,net_profit
0,Angola,-17455924.098122004,89.0,-196.13397863058432
1,Argentina,-34306797.866338775,3850.9999999999995,-8.90854268146943
2,Aruba,-8467371.527985698,5.000000000000001,-1693.4743055971394
3,Australia,-1177916.7676111832,12000.0,-0.09815973063426528
4,Barbados,-5341195.764146802,0.9999999999999158,-5341.195764147252
5,Belgium,-30329509.912627313,8999.999999999998,-3.36994554584748
6,Benin,-5699670.269617202,3.9999999999999987,-1424.9175674043008
7,Bermuda,-5747474.039339386,2.9999999999999996,-1915.8246797797956
8,Bolivia (Plurinational State of),-38016786.646285884,1796.0,-21.16747586096096
9,Botswana,-27425772.74035817,425.00000000000006,-64.53122997731333
10,Brazil,5955837635.132313,799400.0,7.450384832539796
11,Burkina Faso,-31472495.54819993,754.0,-41.740710276127224
12,C?te d'Ivoire,-24181453.38277206,265.0,-91.25076748215871
13,Cabo Verde,-7739832.970817224,7.000000000000002,-1105.6904244024602
14,Cameroon,-4084157.226414656,1.9999999999999993,-2042.0786132073285
15,Canada,734727667.8851762,119999.99999999997,6.122730565709803
16,Chile,-36753648.25886337,1100.0,-33.412407508057605
17,Colombia,-35300610.344371855,3587.0,-9.841262989788643
18,Congo,-6507408.36383778,6.0,-1084.5680606396302
19,Costa Rica,-36369467.77055544,1048.9999999999998,-34.67060797955714
20,Czechia,-36125501.16305049,1000.0,-36.12550116305049
21,Dominican Rep.,-37945779.260250315,1606.9999999999998,-23.612806011356767
22,Ecuador,-36816351.44361547,1143.0000000000002,-32.210281228010025
23,El Salvador,-13106705.715805242,24.0,-546.1127381585518
24,Eswatini,-10146335.10716185,15.999999999999998,-634.1459441976157
25,Finland,-37048196.15982045,7000.0,-5.292599451402921
26,France,446588496.5555055,98000.00000000001,4.557025475056178
27,Germany,1052406733.3488028,194000.00000000003,5.424776976024756
28,Ghana,-11040682.28936159,36.0,-306.6856191489331
29,Grenada,-19145549.33245408,60.0,-319.0924888742347
30,Guatemala,-36879408.06815763,3021.9999999999995,-12.203642643334756
31,Guinea,-6781576.035651126,4.999999999999998,-1356.3152071302256
32,Guyana,-37963430.90381916,1546.9999999999998,-24.540032904860478
33,Honduras,-30410630.55552118,385.0,-78.9886507935615
34,Hungary,636839432.1583954,124991.63724927441,5.095056326755111
35,India,345785074.8110997,65468.56251612287,5.28169645890642
36,Italy,476959705.7822997,103000.0,4.630676755167959
37,Jamaica,-9950724.266729852,9.999999999999998,-995.0724266729854
38,Japan,1891228652.9303012,306990.89219904266,6.160536683622821
39,Korea,10364026053.004124,1515991.7409366425,6.836466039452694
40,Lesotho,-20765992.472284738,154.0,-134.8441069628879
41,Mali,-17939326.347850278,94.99999999999999,-188.8350141878977
42,Mozambique,-18811234.260689776,111.0,-169.47057892513314
43,Namibia,-30033592.176525667,608.9999999999999,-49.316243311208005
44,Netherlands,71236411.11432207,32000.000000000004,2.2261378473225646
45,Nicaragua,-36068627.497160606,968.0000000000001,-37.26097881938078
46,Niger,-26105976.739292484,346.00000000000006,-75.45079982454473
47,Nigeria,47975931.411630444,20583.0,2.3308522281314894
48,Norway,8577763.584672429,14506.86330267243,0.5912900263623666
49,Panama,-12960227.762156542,23.0,-563.4881635720236
50,Paraguay,-33031479.36961195,575.0,-57.44605107758599
51,Peru,-32958474.59859318,4388.0,-7.511047082632903
52,Poland,333910780.14671004,77000.0,4.336503638268962
53,Romania,-36517622.71341986,999.9999999999998,-36.51762271341987
54,Russian Federation,21069188.37561411,15948.418904031016,1.3210832059527107
55,Saint Lucia,-13912870.78518068,19.0,-732.2563571147726
56,Senegal,-35873604.01797892,3082.9999999999995,-11.635940323703837
57,Serbia,-29753011.41272668,596.1888564475104,-49.90534641994972
58,Slovakia,-36275987.45004019,1000.0000000000002,-36.27598745004018
59,South Africa,-24405413.336851455,272.0,-89.72578432665976
60,Spain,564700562.494528,116000.0,4.8681082973666205
61,Sweden,1124684265.2907624,199993.75374731387,5.62359695849185
62,Switzerland,77161078.0722701,28068.153024730014,2.749061472063579
63,Thailand,28245788.220062517,17053.77738231719,1.6562775264880707
64,Togo,-25989822.97316497,342.0,-75.99363442445897
65,Trinidad and Tobago,-33277946.824723247,589.9999999999999,-56.40329970292077
66,Turkey,-11375924.7437833,10000.0,-1.13759247437833
67,USA,3956143516.2716603,672000.0000000002,5.887118327785207
68,United Kingdom,1003378083.6511024,159000.0,6.31055398522706
69,Uruguay,-28870818.91125782,300.0000000000001,-96.23606303752602
70,Viet Nam,-30600039.195730537,5000.0,-6.1200078391461075
