,country,total_costs,scrap_sum,unit_cost
0,Angola,18159359.482964884,89.0,204.03774699960545
1,Argentina,64725353.77677831,3850.9999999999995,16.807414639516573
2,Aruba,8508120.580088824,5.000000000000001,1701.6241160177644
3,Australia,94649983.60833037,12000.0,7.887498634027531
4,Barbados,5349350.949793579,0.9999999999999158,5349.350949794029
5,Belgium,91550348.45011151,8999.999999999998,10.172260938901282
6,Benin,5732320.619395904,3.9999999999999987,1433.0801548489765
7,Bermuda,5771875.554990626,2.9999999999999996,1923.958518330209
8,Bolivia (Plurinational State of),52145227.920238495,1796.0,29.034091269620543
9,Botswana,30776222.91259566,425.00000000000006,72.4146421472839
10,Brazil,303143622.9748017,799400.0,0.3792139391728818
11,Burkina Faso,37394237.35911753,754.0,49.594479256124046
12,C?te d'Ivoire,26270189.265960768,265.0,99.13278968287082
13,Cabo Verde,7794841.383302681,7.000000000000002,1113.54876904324
14,Cameroon,4100539.448910568,1.9999999999999993,2050.2697244552846
15,Canada,190193676.98489517,119999.99999999997,1.58494730820746
16,Chile,45368177.26226207,1100.0,41.243797511147335
17,Colombia,63536013.02981709,3587.0,17.712855597941758
18,Congo,6556390.843056973,6.0,1092.7318071761622
19,Costa Rica,44630404.70121204,1048.9999999999998,42.545667017361346
20,Czechia,42783753.19664188,1000.0,42.783753196641875
21,Dominican Rep.,50564218.734162405,1606.9999999999998,31.464977432583954
22,Ecuador,45802000.48874013,1143.0000000000002,40.07174145996511
23,El Salvador,13302494.939149596,24.0,554.2706224645665
24,Eswatini,10272237.126690445,15.999999999999998,642.0148204181529
25,Finland,84500966.59060512,7000.0,12.071566655800732
26,France,219759942.03639072,98000.00000000001,2.2424483881264354
27,Germany,281915746.68663305,194000.00000000003,1.4531739519929536
28,Ghana,11335732.07924984,36.0,314.8814466458289
29,Grenada,19616336.825292896,60.0,326.93894708821495
30,Guatemala,60628818.99430575,3021.9999999999995,20.062481467341417
31,Guinea,6821477.988704482,4.999999999999998,1364.295597740897
32,Guyana,50083075.15569786,1546.9999999999998,32.37432136761336
33,Honduras,33441256.136287965,385.0,86.86040554879992
34,Hungary,222900149.2193329,124991.63724927441,1.7833205014732043
35,India,167086580.04501697,65468.56251612287,2.5521650945653307
36,Italy,216863701.0896591,103000.0,2.105472826113195
37,Jamaica,10032523.798470497,9.999999999999998,1003.25237984705
38,Japan,162260198.10672328,306990.89219904266,0.5285505278166989
39,Korea,211917761.6361138,1515991.7409366425,0.1397882032689586
40,Lesotho,21974423.521586325,154.0,142.69106182848265
41,Mali,18685146.74800084,94.99999999999999,196.68575524211417
42,Mozambique,19682899.40467978,111.0,177.3234180601782
43,Namibia,34815449.3459546,608.9999999999999,57.168225527019054
44,Netherlands,146527887.3353376,32000.000000000004,4.5789964792293
45,Nicaragua,43674482.94908715,968.0000000000001,45.11826750938754
46,Niger,28820836.563328043,346.00000000000006,83.2972155009481
47,Nigeria,113355751.9357591,20583.0,5.5072512236194475
48,Norway,103467201.81544,14506.86330267243,7.1322931537088
49,Panama,13147757.644595454,23.0,571.6416367215414
50,Paraguay,37555304.77367061,575.0,65.31357351942714
51,Peru,67468018.93905148,4388.0,15.375574051743728
52,Poland,189315649.08131015,77000.0,2.4586447932637685
53,Romania,43172161.40148849,999.9999999999998,43.172161401488495
54,Russian Federation,104608888.16764973,15948.418904031016,6.559201184589495
55,Saint Lucia,14062322.833108112,19.0,740.1222543741112
56,Senegal,60027907.26544854,3082.9999999999995,19.47061539586395
57,Serbia,34370140.7466724,596.1888564475104,57.64975372312819
58,Slovakia,42943759.51252749,1000.0000000000002,42.943759512527485
59,South Africa,26539448.86806891,272.0,97.57150319142981
60,Spain,223654071.92040402,116000.0,1.928052344141414
61,Sweden,276574579.86513364,199993.75374731387,1.3829160895423631
62,Switzerland,135355993.01876855,28068.153024730014,4.822404698289567
63,Thailand,106079285.61453977,17053.77738231719,6.2202808935768
64,Togo,28677875.552136224,342.0,83.85343728694802
65,Trinidad and Tobago,37906558.56757964,589.9999999999999,64.24840435182992
66,Turkey,88767432.24599937,10000.0,8.876743224599936
67,USA,321684878.97913617,672000.0000000002,0.4786977365760953
68,United Kingdom,238172816.46730286,159000.0,1.4979422419327224
69,Uruguay,31120682.204933617,300.0000000000001,103.73560734977869
70,Viet Nam,70123907.49674591,5000.0,14.024781499349183
