,country,total_netprofits,scrap_sum,net_profit
0,Argentina,-34306797.866338775,3850.9999999999995,-8.90854268146943
1,Australia,-1177916.7676111832,12000.0,-0.09815973063426528
2,Belgium,-30329509.912627313,8999.999999999998,-3.36994554584748
3,Brazil,8536077704.516036,1133043.0,7.533763241568093
4,Canada,734727667.8851762,119999.99999999997,6.122730565709803
5,Czechia,-36125501.16305049,1000.0,-36.12550116305049
6,Finland,-37048196.15982045,7000.0,-5.292599451402921
7,France,446588496.5555055,98000.00000000001,4.557025475056178
8,Germany,1052406733.3488028,194000.00000000003,5.424776976024756
9,Hungary,620781716.683734,124999.63724927232,4.966268145608942
10,India,3122013409.3985305,460999.56251612294,6.772269787760029
11,Italy,476959705.7822997,103000.0,4.630676755167959
12,Japan,1872997458.13849,306999.89219904365,6.100971061332264
13,Korea,10344128164.181343,1515999.7409367168,6.823304704385925
14,Netherlands,71236411.11432207,32000.000000000004,2.2261378473225646
15,Norway,1035367597.8099293,181999.86330267243,5.688837227795468
16,Paraguay,-33031479.36961195,575.0,-57.44605107758599
17,Poland,333910780.14671004,77000.0,4.336503638268962
18,Romania,-36517622.71341986,999.9999999999998,-36.51762271341987
19,Russian Federation,223028391.9501076,54999.41890403102,4.05510451554537
20,Serbia,-33254792.51691011,999.1888564475104,-33.2817888253311
21,Slovakia,-36275987.45004019,1000.0000000000002,-36.27598745004018
22,Spain,564700562.494528,116000.0,4.8681082973666205
23,Sweden,1038155942.5196036,199999.75374733793,5.190786103822499
24,Switzerland,347381471.23727745,80999.15302473001,4.288704983510355
25,Thailand,269869519.7543744,54999.77738231719,4.906738401474681
26,Turkey,-11375924.7437833,10000.0,-1.13759247437833
27,USA,3956143516.2716603,672000.0000000002,5.887118327785207
28,United Kingdom,1003378083.6511024,159000.0,6.31055398522706
29,Uruguay,-28870818.91125782,300.0000000000001,-96.23606303752602
30,Viet Nam,-30600039.195730537,5000.0,-6.1200078391461075
