,country,total_netprofits,scrap_sum,net_profit
0,Argentina,-17391562.84517142,3850.9999999999995,-4.516116033542306
1,Australia,15075765.843037024,12000.0,1.2563138202530855
2,Belgium,-15699615.925703913,8999.999999999998,-1.7444017695226572
3,Brazil,9709613397.488947,1133043.0,8.569501243544108
4,Canada,827546670.5969824,119999.99999999997,6.896222254974855
5,Czechia,-19393951.818308927,1000.0,-19.393951818308928
6,Finland,-21528982.743036784,7000.0,-3.0755689632909693
7,France,501852334.59752667,98000.00000000001,5.1209421897706795
8,Germany,1167965219.6018045,194000.00000000003,6.02043927629796
9,Hungary,690353123.8302454,124999.63724927232,5.522841017958748
10,India,3535766973.1225963,460999.56251612294,7.6697837929053065
11,Italy,533633527.61342376,103000.0,5.180908035081784
12,Japan,2227601078.3641696,306999.89219904365,7.2560321191249875
13,Korea,12107185408.152952,1515999.7409367168,7.986271422890928
14,Netherlands,93405204.18833017,32000.000000000004,2.9189126308853175
15,Norway,1170592724.9070158,181999.86330267243,6.431832989678005
16,Paraguay,-13854782.19169138,575.0,-24.095273376854575
17,Poland,376572316.0955179,77000.0,4.89054955968205
18,Romania,-19456247.950873367,999.9999999999998,-19.45624795087337
19,Russian Federation,258400243.16486973,54999.41890403101,4.698235878014542
20,Serbia,-16360169.291373976,999.1888564475104,-16.373450510187322
21,Slovakia,-19414646.153374854,1000.0000000000002,-19.41464615337485
22,Spain,630509971.3810561,116000.0,5.435430787767725
23,Sweden,1152234637.3074613,199999.75374733793,5.76118028006721
24,Switzerland,398451811.0765206,80999.15302473001,4.919209599078999
25,Thailand,312472648.2481502,54999.77738231719,5.68134387301379
26,Turkey,5789262.165084692,10000.0,0.5789262165084692
27,USA,4765449923.319067,672000.0000000002,7.091443338272418
28,United Kingdom,1132533786.038384,159000.0,7.122854000241408
29,Uruguay,-10847861.700331135,300.0000000000001,-36.15953900110377
30,Viet Nam,-14543509.481567085,5000.0,-2.908701896313417
