,country,type,recycling_m,net_profit
18,Afghanistan,LFP,Direct,0.0
33,Afghanistan,NCA,Direct,-928.5858853480273
21,Afghanistan,NMC111,Direct,-1763.7652748280104
30,Afghanistan,NMC523,Direct,-1601.628270329136
24,Afghanistan,NMC622,Direct,-2206.5065164144294
27,Afghanistan,NMC811,Direct,0.0
54,Albania,LFP,Direct,-20.035624578871097
69,Albania,NCA,Direct,-8.831314647858932
57,Albania,NMC111,Direct,-19.73787774979588
66,Albania,NMC523,Direct,-23.661620375986704
60,Albania,NMC622,Direct,-24.143796990854426
63,Albania,NMC811,Direct,-30.282590189727618
774,Algeria,LFP,Direct,-56.58125703959257
789,Algeria,NCA,Direct,-7.703138526275559
777,Algeria,NMC111,Direct,-27.772564739366622
786,Algeria,NMC523,Direct,-31.050494562932016
780,Algeria,NMC622,Direct,-34.893021156692534
783,Algeria,NMC811,Direct,-38.388734767397644
72,Andorra,LFP,Direct,-548.1040149184638
87,Andorra,NCA,Direct,-152.13988272117527
75,Andorra,NMC111,Direct,-283.1638335669325
84,Andorra,NMC523,Direct,-278.0590046814344
78,Andorra,NMC622,Direct,-378.3472078175861
81,Andorra,NMC811,Direct,-423.5771767314815
36,Angola,LFP,Direct,-153.60659294945518
51,Angola,NCA,Direct,-36.779799083146045
39,Angola,NMC111,Direct,-80.30522718033532
48,Angola,NMC523,Direct,-81.36809371482921
42,Angola,NMC622,Direct,-105.06677842661301
45,Angola,NMC811,Direct,-119.76016519198772
108,Argentina,LFP,Direct,-25.174976546130218
123,Argentina,NCA,Direct,2.455450264420858
111,Argentina,NMC111,Direct,-9.856317606543433
121,Argentina,NMC523,Hydro,-11.051742038502725
114,Argentina,NMC622,Direct,-11.362909158252325
117,Argentina,NMC811,Direct,-12.105071012595124
126,Armenia,LFP,Direct,0.0
141,Armenia,NCA,Direct,-145.4307145751011
129,Armenia,NMC111,Direct,-252.3961538315339
138,Armenia,NMC523,Direct,-261.7980776547795
132,Armenia,NMC622,Direct,-366.58802815267916
135,Armenia,NMC811,Direct,-472.8491622546726
0,Aruba,LFP,Direct,0.0
15,Aruba,NCA,Direct,-173.01195354366436
3,Aruba,NMC111,Direct,-302.92956312271315
12,Aruba,NMC523,Direct,-311.38228762293147
6,Aruba,NMC622,Direct,-448.3886032731507
9,Aruba,NMC811,Direct,-523.9817803297132
144,Australia,LFP,Direct,-22.635271421481914
160,Australia,NCA,Hydro,1.790441022294244
148,Australia,NMC111,Hydro,-8.378877198427439
157,Australia,NMC523,Hydro,-6.78068820899106
150,Australia,NMC622,Direct,-12.094372471611567
153,Australia,NMC811,Direct,-12.560113594095535
162,Austria,LFP,Direct,-1.9565459854534457
177,Austria,NCA,Direct,6.393471867710634
166,Austria,NMC111,Hydro,3.662443319644613
175,Austria,NMC523,Hydro,3.387267383559123
168,Austria,NMC622,Direct,1.715873960583292
171,Austria,NMC811,Direct,1.8522659541278184
180,Azerbaijan,LFP,Direct,-48.160871725414445
195,Azerbaijan,NCA,Direct,-6.225151558140794
183,Azerbaijan,NMC111,Direct,-26.063679525792054
192,Azerbaijan,NMC523,Direct,-28.41377133271845
186,Azerbaijan,NMC622,Direct,-30.84915907150981
189,Azerbaijan,NMC811,Direct,-33.57170862954626
324,Bahamas,LFP,Direct,0.0
339,Bahamas,NCA,Direct,-2558.293427078914
327,Bahamas,NMC111,Direct,-4726.610390537482
336,Bahamas,NMC523,Direct,-4735.007468276733
330,Bahamas,NMC622,Direct,0.0
333,Bahamas,NMC811,Direct,0.0
306,Bahrain,LFP,Direct,0.0
321,Bahrain,NCA,Direct,-186.66932447035015
309,Bahrain,NMC111,Direct,-247.836109087339
318,Bahrain,NMC523,Direct,-310.3677210131705
312,Bahrain,NMC622,Direct,-497.3028728830285
315,Bahrain,NMC811,Direct,-1306.9358052085388
270,Bangladesh,LFP,Direct,-826.7485797420994
285,Bangladesh,NCA,Direct,-212.0619096445155
273,Bangladesh,NMC111,Direct,-375.34974665338876
282,Bangladesh,NMC523,Direct,-400.56934853045635
276,Bangladesh,NMC622,Direct,-552.7838778244982
279,Bangladesh,NMC811,Direct,-613.3259584288691
432,Barbados,LFP,Direct,0.0
447,Barbados,NCA,Direct,-357.816693633253
435,Barbados,NMC111,Direct,-707.3032881119791
444,Barbados,NMC523,Direct,-642.4196229455417
438,Barbados,NMC622,Direct,-892.1898502355467
441,Barbados,NMC811,Direct,-1005.7208265536991
360,Belarus,LFP,Direct,-27.60938722023446
375,Belarus,NCA,Direct,0.43502282006936355
363,Belarus,NMC111,Direct,-13.543070178776988
373,Belarus,NMC523,Hydro,-16.615690711691762
366,Belarus,NMC622,Direct,-15.09190578689737
369,Belarus,NMC811,Direct,-16.009120387567798
216,Belgium,LFP,Direct,-11.702883950891517
231,Belgium,NCA,Direct,-1.2127314014138189
220,Belgium,NMC111,Hydro,-6.340527097055361
229,Belgium,NMC523,Hydro,-5.8998847501143015
222,Belgium,NMC622,Direct,-10.817268517586635
225,Belgium,NMC811,Direct,-13.575557668845427
234,Benin,LFP,Direct,0.0
249,Benin,NCA,Direct,-173.96346903896725
237,Benin,NMC111,Direct,-334.3379451093376
246,Benin,NMC523,Direct,-313.1828176212754
240,Benin,NMC622,Direct,-427.57051707701214
243,Benin,NMC811,Direct,-579.0317023555133
378,Bermuda,LFP,Direct,0.0
393,Bermuda,NCA,Direct,-238.16975555477097
381,Bermuda,NMC111,Direct,-308.51219488482263
390,Bermuda,NMC523,Direct,-372.44520470832526
384,Bermuda,NMC622,Direct,-615.6460368699616
387,Bermuda,NMC811,Direct,-1502.16108855076
396,Bolivia (Plurinational State of),LFP,Direct,-35.04771154422269
411,Bolivia (Plurinational State of),NCA,Direct,-1.1433841088661616
399,Bolivia (Plurinational State of),NMC111,Direct,-17.194322685078255
408,Bolivia (Plurinational State of),NMC523,Direct,-20.29317379010245
402,Bolivia (Plurinational State of),NMC622,Direct,-20.044613483703166
405,Bolivia (Plurinational State of),NMC811,Direct,-21.73542801393107
342,Bosnia Herzegovina,LFP,Direct,-98.37148328909046
357,Bosnia Herzegovina,NCA,Direct,-22.190618504725318
345,Bosnia Herzegovina,NMC111,Direct,-55.5469843644695
354,Bosnia Herzegovina,NMC523,Direct,-55.40470178789133
348,Bosnia Herzegovina,NMC622,Direct,-67.9407798888008
351,Bosnia Herzegovina,NMC811,Direct,-74.82594418354772
468,Botswana,LFP,Direct,-70.85120588131457
483,Botswana,NCA,Direct,-12.49523005486531
471,Botswana,NMC111,Direct,-37.7526501480735
480,Botswana,NMC523,Direct,-39.123385131948936
474,Botswana,NMC622,Direct,-45.79169025516234
477,Botswana,NMC811,Direct,-50.449270439655834
414,Brazil,LFP,Direct,-14.3436058079423
429,Brazil,NCA,Direct,4.836073884775108
418,Brazil,NMC111,Hydro,-3.3134762775282702
427,Brazil,NMC523,Hydro,-2.273073833138268
420,Brazil,NMC622,Direct,-5.381998285801625
423,Brazil,NMC811,Direct,-5.263430269261663
450,Brunei Darussalam,LFP,Direct,-273.2400330140939
465,Brunei Darussalam,NCA,Direct,-72.91745078392474
453,Brunei Darussalam,NMC111,Direct,-149.72070808894455
462,Brunei Darussalam,NMC523,Direct,-142.47478223051056
456,Brunei Darussalam,NMC622,Direct,-189.18747321623272
459,Brunei Darussalam,NMC811,Direct,-210.40271626498156
288,Bulgaria,LFP,Direct,-8.469245545041643
303,Bulgaria,NCA,Direct,0.7921736599862204
291,Bulgaria,NMC111,Direct,-7.301339345364333
301,Bulgaria,NMC523,Hydro,-6.8701687029713785
294,Bulgaria,NMC622,Direct,-7.933484951227166
297,Bulgaria,NMC811,Direct,-10.191833863964726
252,Burkina Faso,LFP,Direct,-50.96943231405241
267,Burkina Faso,NCA,Direct,-7.1749828397618
255,Burkina Faso,NMC111,Direct,-27.955662854414733
264,Burkina Faso,NMC523,Direct,-30.10184572953809
258,Burkina Faso,NMC622,Direct,-33.23101802341206
261,Burkina Faso,NMC811,Direct,-36.17914313167247
198,Burundi,LFP,Direct,-86.06744733943617
213,Burundi,NCA,Direct,-18.153781326573263
201,Burundi,NMC111,Direct,-47.78237413778075
210,Burundi,NMC523,Direct,-48.51976719773798
204,Burundi,NMC622,Direct,-59.08194410502603
207,Burundi,NMC811,Direct,-65.21790836613597
540,C?te d'Ivoire,LFP,Direct,-88.48208349208551
555,C?te d'Ivoire,NCA,Direct,-18.11200333806714
543,C?te d'Ivoire,NMC111,Direct,-47.565920096316816
552,C?te d'Ivoire,NMC523,Direct,-48.867029623228404
546,C?te d'Ivoire,NMC622,Direct,-59.44913826262805
549,C?te d'Ivoire,NMC811,Direct,-65.76391332444838
630,Cabo Verde,LFP,Direct,-454.1129787138244
645,Cabo Verde,NCA,Direct,-137.80414733868295
633,Cabo Verde,NMC111,Direct,-272.1689826968933
642,Cabo Verde,NMC523,Direct,-252.507606323111
636,Cabo Verde,NMC622,Direct,-341.5468615325318
639,Cabo Verde,NMC811,Direct,-380.4024404006021
1386,Cambodia,LFP,Direct,-44.074426406420535
1401,Cambodia,NCA,Direct,-4.966237495372567
1389,Cambodia,NMC111,Direct,-23.806786169282326
1398,Cambodia,NMC523,Direct,-26.3301570372518
1392,Cambodia,NMC622,Direct,-28.014833661911005
1395,Cambodia,NMC811,Direct,-30.460078028127917
558,Cameroon,LFP,Direct,0.0
573,Cameroon,NCA,Direct,-253.55984696675762
561,Cameroon,NMC111,Direct,-301.08798958985557
570,Cameroon,NMC523,Direct,-496.0076802341689
564,Cameroon,NMC622,Direct,-869.5529366412268
567,Cameroon,NMC811,Direct,-3826.959980043456
486,Canada,LFP,Direct,-9.145973233017223
501,Canada,NCA,Direct,6.38863487913985
490,Canada,NMC111,Hydro,2.398063900355724
499,Canada,NMC523,Hydro,2.5778645042828874
493,Canada,NMC622,Hydro,0.04679471914794253
495,Canada,NMC811,Direct,-0.5748808460271505
666,Cayman Isds,LFP,Direct,0.0
681,Cayman Isds,NCA,Direct,-1626.434851705073
669,Cayman Isds,NMC111,Direct,-3161.5847970218488
678,Cayman Isds,NMC523,Direct,-2855.2490988047175
672,Cayman Isds,NMC622,Direct,-3994.3874715572338
675,Cayman Isds,NMC811,Direct,-4456.467821292075
522,Chile,LFP,Direct,-43.4298270986618
537,Chile,NCA,Direct,-4.288521760518742
525,Chile,NMC111,Direct,-23.3329824984824
534,Chile,NMC523,Direct,-25.753626683686246
528,Chile,NMC622,Direct,-27.67948033708932
531,Chile,NMC811,Direct,-30.168919764801714
594,Colombia,LFP,Direct,-25.15710856749505
609,Colombia,NCA,Direct,2.159254727683914
597,Colombia,NMC111,Direct,-10.718400742681583
607,Colombia,NMC523,Hydro,-11.974647076422173
600,Colombia,NMC622,Direct,-11.980206835417883
603,Colombia,NMC811,Direct,-12.714570016963185
612,Comoros,LFP,Direct,-711.5574630353168
627,Comoros,NCA,Direct,-226.3077085055348
615,Comoros,NMC111,Direct,-440.8306110885125
624,Comoros,NMC523,Direct,-403.89081830836375
618,Comoros,NMC622,Direct,-550.1221966311396
621,Comoros,NMC811,Direct,-611.9188650725506
576,Congo,LFP,Direct,0.0
591,Congo,NCA,Direct,-153.1181883844264
579,Congo,NMC111,Direct,-240.01173630379114
588,Congo,NMC523,Direct,-281.4446006440135
582,Congo,NMC622,Direct,-408.0989302152875
585,Congo,NMC811,Direct,-522.7672200457854
648,Costa Rica,LFP,Direct,-47.07996920778953
663,Costa Rica,NCA,Direct,-4.599420859914451
651,Costa Rica,NMC111,Direct,-23.59170068494143
660,Costa Rica,NMC523,Direct,-26.308090241933506
654,Costa Rica,NMC622,Direct,-28.552263830648457
657,Costa Rica,NMC811,Direct,-31.372257095680794
1116,Croatia,LFP,Direct,-9.644192691890893
1131,Croatia,NCA,Direct,-0.18837343366956105
1119,Croatia,NMC111,Direct,-8.55877781647644
1129,Croatia,NMC523,Hydro,-8.969342053784361
1122,Croatia,NMC622,Direct,-9.559364146497222
1125,Croatia,NMC811,Direct,-12.193469439528814
684,Cyprus,LFP,Direct,-18.533326387642585
699,Cyprus,NCA,Direct,-7.581568596265267
687,Cyprus,NMC111,Direct,-18.18078841522884
696,Cyprus,NMC523,Direct,-22.174491146757276
690,Cyprus,NMC622,Direct,-22.19483872386597
693,Cyprus,NMC811,Direct,-27.946931168995512
702,Czechia,LFP,Direct,-26.05119856298704
717,Czechia,NCA,Direct,-13.802124493210384
705,Czechia,NMC111,Direct,-26.147133476796032
714,Czechia,NMC523,Direct,-29.74042127777193
708,Czechia,NMC622,Direct,-32.477784383282966
