,country,total_costs,scrap,unit_cost
0,Argentina,116959895.49550493,13473.322793960207,8.680850097938384
1,Australia,309600175.8527368,116632.53856271712,2.6544923026454974
2,Belgium,237407731.63258594,49747.50659277257,4.772253885525934
3,Brazil,631620994.4085983,1891356.4645403111,0.33395132342866524
4,Canada,600631940.0117716,1278160.9800818,0.46991885167182323
5,China,278638927.95682687,19267897.88975265,0.014461303954959037
6,Czechia,137214166.33841956,14154.669121657389,9.693915495945763
7,Finland,231272958.3744666,49989.53609892806,4.626427377057133
8,France,457162234.67081386,267957.41964381095,1.7061003023484407
9,Germany,499780578.9669186,332889.1000976434,1.501342575711618
10,Hungary,404554568.8434311,223223.1961150782,1.812332122665564
11,India,243500054.9230815,16246208.58853224,0.0149881157561255
12,Italy,405707985.7200518,210847.603710033,1.9241764126378191
13,Japan,410372544.7975147,2546422.965944979,0.16115647332972638
14,Korea,597491375.605328,10626310.179149894,0.05622754893581766
15,Netherlands,272849614.53675514,74751.74246516352,3.65007698200361
16,Norway,403496889.76058733,207711.96681117523,1.9425789277099972
17,Paraguay,86256757.51077914,5521.72321492601,15.621347567298331
18,Poland,340602872.16540456,144168.86069499678,2.3625273205562953
19,Romania,136605875.08118105,14154.669121657389,9.650940894984743
20,Russian Federation,136546243.14510277,155831.06172401254,0.8762453495114825
21,Serbia,91134445.94016847,5956.177522015123,15.300827687441965
22,Slovakia,137044999.20005044,14154.669121657385,9.681964164769095
23,Spain,368398511.6767341,168484.3255681893,2.186544715268692
24,Sweden,442243307.47349656,245946.5786258198,1.798127503722344
25,Switzerland,334726530.1405493,124056.3354609541,2.6981816680043904
26,Thailand,134021858.18832979,258846.85435078086,0.5177650643059687
27,Turkey,313254449.7620775,141546.69121657388,2.213082107887508
28,USA,1146214863.3904345,9133861.20991735,0.12549072479291662
29,United Kingdom,414366235.51090956,262785.68381932256,1.5768219542576212
30,Uruguay,63456887.918504775,2245.3307861774706,28.261710171682985
31,Viet Nam,115679774.77846244,84928.0147299443,1.3620920628640993
