,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Pyro,0.0
11,Afghanistan,NCA,Pyro,-162049.56267777403
7,Afghanistan,NMC111,Pyro,-532590.310237427
10,Afghanistan,NMC523,Pyro,-441874.7093886353
8,Afghanistan,NMC622,Pyro,-812537.880940271
9,Afghanistan,NMC811,Pyro,0.0
18,Albania,LFP,Pyro,-164.63651903728433
23,Albania,NCA,Pyro,0.5498744703338043
19,Albania,NMC111,Pyro,-1.7507573405523507
22,Albania,NMC523,Pyro,-1.6730199869883056
20,Albania,NMC622,Pyro,-4.382933613465841
21,Albania,NMC811,Pyro,-7.389840428650108
264,Algeria,LFP,Pyro,0.0
269,Algeria,NCA,Pyro,-7.432402148811992
265,Algeria,NMC111,Pyro,-25.628139993521298
268,Algeria,NMC523,Pyro,-22.164945879869343
266,Algeria,NMC622,Pyro,-36.99970411714606
267,Algeria,NMC811,Pyro,-43.697202603405515
24,Andorra,LFP,Pyro,0.0
29,Andorra,NCA,Pyro,-363.57583747618014
25,Andorra,NMC111,Pyro,-833.0531923804281
28,Andorra,NMC523,Pyro,-738.1963283440816
26,Andorra,NMC622,Pyro,-1132.4590580910722
27,Andorra,NMC811,Pyro,-1302.7901185774738
12,Angola,LFP,Pyro,0.0
17,Angola,NCA,Pyro,-16.007244088265395
13,Angola,NMC111,Pyro,-46.553363777398545
16,Angola,NMC523,Pyro,-40.300131992969064
14,Angola,NMC622,Pyro,-65.55427436494358
15,Angola,NMC811,Pyro,-76.78751517401204
36,Argentina,LFP,Pyro,0.0
41,Argentina,NCA,Pyro,0.3319770754301742
37,Argentina,NMC111,Pyro,-7.012700518756117
40,Argentina,NMC523,Pyro,-5.860822781457729
38,Argentina,NMC622,Pyro,-11.397091964945847
39,Argentina,NMC811,Pyro,-14.035795003197398
42,Armenia,LFP,Pyro,0.0
47,Armenia,NCA,Pyro,-1292.3590397708792
43,Armenia,NMC111,Pyro,-2386.347441831463
46,Armenia,NMC523,Pyro,-2526.8791520204477
44,Armenia,NMC622,Pyro,-4162.062500435943
45,Armenia,NMC811,Pyro,-6400.94692366895
0,Aruba,LFP,Pyro,0.0
5,Aruba,NCA,Pyro,-2405.127354999352
1,Aruba,NMC111,Pyro,-3894.9774475812555
4,Aruba,NMC523,Pyro,-4592.847031103639
2,Aruba,NMC622,Pyro,-8398.53748440761
3,Aruba,NMC811,Pyro,-11276.791062424743
48,Australia,LFP,Pyro,0.0
53,Australia,NCA,Pyro,2.7393657618011966
49,Australia,NMC111,Pyro,-0.5654028667955071
52,Australia,NMC523,Pyro,-0.3093685485519344
50,Australia,NMC622,Pyro,-2.23340051061055
51,Australia,NMC811,Pyro,-3.257481732766794
54,Austria,LFP,Pyro,-192.20179703793337
59,Austria,NCA,Pyro,-1.0226126014070165
55,Austria,NMC111,Pyro,-3.8720493343562086
58,Austria,NMC523,Pyro,-3.669098447864754
56,Austria,NMC622,Pyro,-7.303658930285498
57,Austria,NMC811,Pyro,-11.177700329335554
60,Azerbaijan,LFP,Pyro,0.0
65,Azerbaijan,NCA,Pyro,1.9735092935682004
61,Azerbaijan,NMC111,Pyro,-2.51324034374397
64,Azerbaijan,NMC523,Pyro,-1.9947700914597846
62,Azerbaijan,NMC622,Pyro,-4.9242770377265535
63,Azerbaijan,NMC811,Pyro,-6.384843373842373
108,Bahamas,LFP,Pyro,0.0
113,Bahamas,NCA,Pyro,-22789.781193122788
109,Bahamas,NMC111,Pyro,-55285.47212089282
112,Bahamas,NMC523,Pyro,-49699.41386611195
110,Bahamas,NMC622,Pyro,0.0
111,Bahamas,NMC811,Pyro,0.0
102,Bahrain,LFP,Pyro,0.0
107,Bahrain,NCA,Pyro,-1483.6876797862983
103,Bahrain,NMC111,Pyro,-1992.1714571446294
106,Bahrain,NMC523,Pyro,-2592.1096597188266
104,Bahrain,NMC622,Pyro,-5043.107824249782
105,Bahrain,NMC811,Pyro,-18657.117130549123
90,Bangladesh,LFP,Pyro,0.0
95,Bangladesh,NCA,Pyro,-3450.4706136030345
91,Bangladesh,NMC111,Pyro,-10728.203498777933
94,Bangladesh,NMC523,Pyro,-9678.755368128115
92,Bangladesh,NMC622,Pyro,-17931.80584060728
93,Bangladesh,NMC811,Pyro,-21852.046165174554
144,Barbados,LFP,Pyro,0.0
149,Barbados,NCA,Pyro,-5683.135360971068
145,Barbados,NMC111,Pyro,-14040.752608175006
148,Barbados,NMC523,Pyro,-12183.593435405064
146,Barbados,NMC622,Pyro,-19354.977288777583
147,Barbados,NMC811,Pyro,-23035.236017589243
120,Belarus,LFP,Pyro,0.0
125,Belarus,NCA,Pyro,3.124337955289601
121,Belarus,NMC111,Pyro,-0.031802062611400395
124,Belarus,NMC523,Pyro,0.2059030282738914
122,Belarus,NMC622,Pyro,-1.6707346259863165
123,Belarus,NMC811,Pyro,-2.6929340733638423
72,Belgium,LFP,Pyro,-160.6928903771289
77,Belgium,NCA,Pyro,-0.24831252274440557
73,Belgium,NMC111,Pyro,-2.7543309104776417
76,Belgium,NMC523,Pyro,-2.6329175352237404
74,Belgium,NMC622,Pyro,-5.679260798826439
75,Belgium,NMC811,Pyro,-8.982061019630951
78,Benin,LFP,Pyro,0.0
83,Benin,NCA,Pyro,4.267168221081359
79,Benin,NMC111,Pyro,2.6915901968412728
82,Benin,NMC523,Pyro,2.5824263516626136
80,Benin,NMC622,Pyro,2.0361331903076754
81,Benin,NMC811,Pyro,1.589249399155757
126,Bermuda,LFP,Pyro,0.0
131,Bermuda,NCA,Pyro,-2311.57764873807
127,Bermuda,NMC111,Pyro,-3087.0063247116477
130,Bermuda,NMC523,Pyro,-3956.4001293714155
128,Bermuda,NMC622,Pyro,-8130.651110457524
129,Bermuda,NMC811,Pyro,-27967.54784649983
132,Bolivia (Plurinational State of),LFP,Pyro,0.0
137,Bolivia (Plurinational State of),NCA,Pyro,2.0628100229177826
133,Bolivia (Plurinational State of),NMC111,Pyro,-2.780121500680761
136,Bolivia (Plurinational State of),NMC523,Pyro,-2.1619421564727057
134,Bolivia (Plurinational State of),NMC622,Pyro,-5.520414366608207
135,Bolivia (Plurinational State of),NMC811,Pyro,-7.19975858657723
114,Bosnia Herzegovina,LFP,Pyro,0.0
119,Bosnia Herzegovina,NCA,Pyro,-6.665297647274924
115,Bosnia Herzegovina,NMC111,Pyro,-22.255996285575556
118,Bosnia Herzegovina,NMC523,Pyro,-19.33718354927776
116,Bosnia Herzegovina,NMC622,Pyro,-31.40296845007041
117,Bosnia Herzegovina,NMC811,Pyro,-36.762163955856124
156,Botswana,LFP,Pyro,0.0
161,Botswana,NCA,Pyro,-16.868426388790816
157,Botswana,NMC111,Pyro,-48.65663820799847
160,Botswana,NMC523,Pyro,-42.10893820253375
158,Botswana,NMC622,Pyro,-68.40553710176864
159,Botswana,NMC811,Pyro,-80.08721280475348
138,Brazil,LFP,Pyro,0.0
143,Brazil,NCA,Pyro,4.998368387793276
139,Brazil,NMC111,Pyro,4.468075568457719
142,Brazil,NMC523,Pyro,4.127893301402327
140,Brazil,NMC622,Pyro,4.470735066165364
141,Brazil,NMC811,Pyro,4.410724781605664
150,Brunei Darussalam,LFP,Pyro,0.0
155,Brunei Darussalam,NCA,Pyro,-319.59162913820313
151,Brunei Darussalam,NMC111,Pyro,-1060.3802731634617
154,Brunei Darussalam,NMC523,Pyro,-881.2212693039139
152,Brunei Darussalam,NMC622,Pyro,-1624.6631070714902
153,Brunei Darussalam,NMC811,Pyro,-1982.2465683730054
96,Bulgaria,LFP,Pyro,-111.1375492145466
101,Bulgaria,NCA,Pyro,2.564978788540859
97,Bulgaria,NMC111,Pyro,1.007366226058621
100,Bulgaria,NMC523,Pyro,0.9119582910442623
98,Bulgaria,NMC622,Pyro,-0.5648018386819436
99,Bulgaria,NMC811,Pyro,-2.4249879124253004
84,Burkina Faso,LFP,Pyro,0.0
89,Burkina Faso,NCA,Pyro,3.349775849916047
85,Burkina Faso,NMC111,Pyro,0.46124346259880333
88,Burkina Faso,NMC523,Pyro,0.6422984408570107
86,Burkina Faso,NMC622,Pyro,-1.0212923908920608
87,Burkina Faso,NMC811,Pyro,-1.954446404359281
66,Burundi,LFP,Pyro,0.0
71,Burundi,NCA,Pyro,-3.4674172120030367
67,Burundi,NMC111,Pyro,-16.10596572313455
70,Burundi,NMC523,Pyro,-13.772930159428634
68,Burundi,NMC622,Pyro,-23.74098293114162
69,Burundi,NMC811,Pyro,-28.289578432531375
186,C?te d'Ivoire,LFP,Pyro,0.0
191,C?te d'Ivoire,NCA,Pyro,-10.328888122573979
187,C?te d'Ivoire,NMC111,Pyro,-32.76014239123885
190,C?te d'Ivoire,NMC523,Pyro,-28.28838297458877
188,C?te d'Ivoire,NMC622,Pyro,-46.621236736391296
189,C?te d'Ivoire,NMC811,Pyro,-54.818908241481054
216,Cabo Verde,LFP,Pyro,0.0
221,Cabo Verde,NCA,Pyro,-49.561662473874705
217,Cabo Verde,NMC111,Pyro,-128.1724623066814
220,Cabo Verde,NMC523,Pyro,-111.25543125808062
218,Cabo Verde,NMC622,Pyro,-177.36158268555334
219,Cabo Verde,NMC811,Pyro,-206.3454317406105
468,Cambodia,LFP,Pyro,0.0
473,Cambodia,NCA,Pyro,4.32757285297224
469,Cambodia,NMC111,Pyro,2.2360371561475474
472,Cambodia,NMC523,Pyro,2.2791922888939173
470,Cambodia,NMC622,Pyro,1.053088624538982
471,Cambodia,NMC811,Pyro,0.2395149233354772
192,Cameroon,LFP,Pyro,0.0
197,Cameroon,NCA,Pyro,-2975.8370614621554
193,Cameroon,NMC111,Pyro,-3546.1922327914644
196,Cameroon,NMC523,Pyro,-6043.944112862649
194,Cameroon,NMC622,Pyro,-13494.117863570309
195,Cameroon,NMC811,Pyro,0.0
162,Canada,LFP,Pyro,0.0
167,Canada,NCA,Pyro,4.529439197637687
163,Canada,NMC111,Pyro,3.4939583242254058
166,Canada,NMC523,Pyro,3.263825795503674
164,Canada,NMC622,Pyro,3.1694332251793114
165,Canada,NMC811,Pyro,2.9155144098669514
228,Cayman Isds,LFP,Pyro,0.0
233,Cayman Isds,NCA,Pyro,-46895.73123533463
229,Cayman Isds,NMC111,Pyro,0.0
232,Cayman Isds,NMC523,Pyro,0.0
230,Cayman Isds,NMC622,Pyro,0.0
231,Cayman Isds,NMC811,Pyro,0.0
174,Chile,LFP,Pyro,0.0
179,Chile,NCA,Pyro,3.4295449033335883
175,Chile,NMC111,Pyro,0.6083310222485381
178,Chile,NMC523,Pyro,0.7772214863018456
176,Chile,NMC622,Pyro,-0.8466645382874063
177,Chile,NMC811,Pyro,-1.7672364416134718
180,China,LFP,Pyro,0.7485090992133502
185,China,NCA,Pyro,4.921048935430557
181,China,NMC111,Pyro,4.5052164703650215
184,China,NMC523,Pyro,4.11194999003592
182,China,NMC622,Pyro,4.539687864835343
183,China,NMC811,Pyro,4.482768223896536
204,Colombia,LFP,Pyro,0.0
209,Colombia,NCA,Pyro,2.127673657262669
205,Colombia,NMC111,Pyro,-2.599899719754177
208,Colombia,NMC523,Pyro,-2.0083622852044543
206,Colombia,NMC622,Pyro,-5.270301547305641
207,Colombia,NMC811,Pyro,-6.908422582294968
210,Comoros,LFP,Pyro,0.0
215,Comoros,NCA,Pyro,-26.288906252960217
211,Comoros,NMC111,Pyro,-71.59726335207019
214,Comoros,NMC523,Pyro,-62.03866076530162
212,Comoros,NMC622,Pyro,-99.79906894788559
213,Comoros,NMC811,Pyro,-116.44212968871352
198,Congo,LFP,Pyro,0.0
203,Congo,NCA,Pyro,-1549.8466047944146
199,Congo,NMC111,Pyro,-2636.7936272904058
202,Congo,NMC523,Pyro,-3224.9586089284758
200,Congo,NMC622,Pyro,-5599.720070223868
201,Congo,NMC811,Pyro,-7979.029193400164
222,Costa Rica,LFP,Pyro,0.0
227,Costa Rica,NCA,Pyro,-1.2980594131468628
223,Costa Rica,NMC111,Pyro,-11.072144251564396
226,Costa Rica,NMC523,Pyro,-9.36295716287395
224,Costa Rica,NMC622,Pyro,-16.96053774933458
225,Costa Rica,NMC811,Pyro,-20.497399550645685
378,Croatia,LFP,Pyro,-133.60213934275336
383,Croatia,NCA,Pyro,1.3870588222552769
379,Croatia,NMC111,Pyro,-0.583292804667285
382,Croatia,NMC523,Pyro,-0.5831754961002469
380,Croatia,NMC622,Pyro,-2.7282100363793607
