"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AltQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20170101","2017","52","2017","20","AND","Andorra","M","Import","0","W00","World","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3.515","true","8","kg","3950","false","3950","false","0","false","119504.496",,"119504.496","2","false","true",
"C","A","20170101","2017","52","2017","20","AND","Andorra","M","Import","251","FRA","France","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2.466","true","8","kg","2350","false","2350","false","0","false","83839.647",,"83839.647","2","true","false",
"C","A","20170101","2017","52","2017","20","AND","Andorra","M","Import","724","ESP","Spain","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1.049","true","8","kg","1600","false","1600","false","0","false","35664.849",,"35664.849","2","true","false",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","0","W00","World","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","165","false","5","u","165","false","474705.55","true","0","false","9608271.076","9444460.321","9608271.076","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","56","BEL","Belgium","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","31","false","5","u","31","false","69413.125","true","0","false","1404955.398","1381067.07","1404955.398","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","156","CHN","China","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3","false","5","u","3","false","6593.757","true","5975","false","133460.855","131202.562","133460.855","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","251","FRA","France","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","5","u","1","false","19031.465","true","3140","false","385206.099","373907.259","385206.099","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","57","false","5","u","57","false","211042.823","true","0","false","4271609.318","4208141.034","4271609.318","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","392","JPN","Japan","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","5","u","1","false","450.618","true","2200","false","9120.737","7912.402","9120.737","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","410","KOR","Rep. of Korea","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","5","u","1","false","1174.195","true","0","false","23766.281","22825.972","23766.281","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","752","SWE","Sweden","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","54","false","5","u","54","false","130063.998","true","0","false","2632558.54","2589117.825","2632558.54","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","M","Import","842","USA","USA","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","17","false","5","u","17","false","36935.568","true","0","false","747593.848","730286.198","747593.848","4","false","true",
"C","A","20170101","2017","52","2017","40","AUT","Austria","M","Import","0","W00","World","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","8","kg","2669300","false","2669300","false",,"false","64132194.993",,"64132194.993","0","false","true",
"C","A","20170101","2017","52","2017","40","AUT","Austria","M","Import","276","DEU","Germany","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","8","kg","1470200","false","1470200","false",,"false","38055861.82",,"38055861.82","0","true","false",
"C","A","20170101","2017","52","2017","40","AUT","Austria","M","Import","348","HUN","Hungary","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","8","kg","220800","false","220800","false",,"false","3778281.52",,"3778281.52","0","true","false",
