"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AltQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20170101","2017","52","2017","36","AUS","Australia","X","Export","0","W00","World","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","9","false","5","u","9","false","8078.788","true","30408","false",,"194921.415","194921.415","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","X","Export","56","BEL","Belgium","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","5","u","1","false","953.399","true","5713","false",,"23003.196","23003.196","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","X","Export","520","NRU","Nauru","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2","false","5","u","2","false","492.59","true","3500","false",,"11884.985","11884.985","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","X","Export","528","NLD","Netherlands","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","5","u","1","false","953.399","true","7635","false",,"23003.196","23003.196","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","X","Export","554","NZL","New Zealand","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","5","u","1","false","190.68","true","1300","false",,"4600.639","4600.639","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","X","Export","586","PAK","Pakistan","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","5","u","1","false","762.719","true","2810","false",,"18402.557","18402.557","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","X","Export","702","SGP","Singapore","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","5","u","1","false","1230.203","true","1650","false",,"29681.791","29681.791","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","X","Export","826","GBR","United Kingdom","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","5","u","1","false","1588.999","true","3300","false",,"38338.66","38338.66","4","false","true",
"C","A","20170101","2017","52","2017","36","AUS","Australia","X","Export","842","USA","USA","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","5","u","1","false","1906.799","true","4500","false",,"46006.392","46006.392","4","false","true",
"C","A","20170101","2017","52","2017","40","AUT","Austria","X","Export","0","W00","World","0","W00","World","H5","HS","true","870360","Vehicles; with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","8","kg","2221300","false","2221300","false",,"false",,"59303576.059","59303576.059","0","false","true",
