,country,total_costs,scrap_sum,unit_cost
0,Afghanistan,398058.180518387,0.6065550182925492,656.2606334358914
1,Albania,1527980.0996542182,5.869199998283708,260.3387344273556
2,Algeria,7543275.648326377,143.59628577710848,52.53113343081256
3,Andorra,591734.8788938496,1.3650926782010724,433.47597444712795
4,Angola,3663255.3342848564,37.34424508048912,98.09423985916271
5,Argentina,19083210.92794185,688.2055879686319,27.728939232053513
6,Armenia,2751655.768997441,21.28451084006613,129.27972785814288
7,Aruba,2316794.2848628517,12.295784817288034,188.42183067529035
8,Australia,23848053.745295383,1079.038387983514,22.101209753864424
9,Austria,49282779.8825665,3549.801291965152,13.883250308719056
10,Azerbaijan,5106584.344696498,62.60277264326581,81.57121688197006
11,Bahamas,18324.20667158097,0.004216986433054408,4345.332137648958
12,Bahrain,2571302.697992918,19.63547348568749,130.95190700989048
13,Bangladesh,420251.9672735902,0.9842206845895729,426.9895703816043
14,Barbados,1105542.424144994,2.982262008680074,370.7060013262545
15,Belarus,9256200.266052485,189.25401064963506,48.9088724422778
16,Belgium,63068009.800467804,5512.149134855618,11.441637056164259
17,Benin,2421074.0381550766,16.68306387821328,145.1216668490254
18,Bermuda,2473954.3406643225,16.591417335340953,149.11048831220802
19,Bolivia (Plurinational State of),9229324.041016217,168.886716250244,54.6480164096558
20,Bosnia Herzegovina,2782827.271585909,21.139861273930936,131.63886155760213
21,Botswana,5197049.59126569,64.91393213532255,80.06061904294569
22,Brazil,33533888.71573121,1861.4671680371089,18.014762382885444
23,Brunei Darussalam,1413839.0199616011,5.713121294524656,247.47225677084728
24,Bulgaria,3530814.8911547344,26.97709512775605,130.88195279861574
25,Burkina Faso,4172107.8833262883,41.58886674215477,100.31790260582912
26,Burundi,3293231.1362565095,28.280670469607628,116.44812805253837
27,C?te d'Ivoire,3656278.401107319,35.19029937328233,103.90017891928734
28,Cabo Verde,439876.5531559182,0.6721729349927066,654.4097958372737
29,Cambodia,5129772.550223251,62.92230171014156,81.52550702696966
30,Cameroon,1571542.0513242777,8.09974041358869,194.0237552166177
31,Canada,61759981.56717577,6308.2489015642295,9.790352684381464
