,country,total_netprofits,scrap_sum,net_profit
0,Australia,-32165601.876527388,1079.0383879835142,-29.80950653353291
1,Belgium,-32873542.640585914,5512.14913485562,-5.963834039379084
2,Brazil,-37901423.84009691,1861.4671680371093,-20.361048795753636
3,Canada,-22761048.16748988,6308.248901564229,-3.6081404717315326
4,Czechia,-23583114.994714234,222.33053322667286,-106.07231787939139
5,Finland,-35919152.61466659,1913.4063874664864,-18.772359520669635
6,France,49410986.30850384,23199.221124206557,2.129855396608439
7,Germany,184192392.00193697,45627.704674550594,4.036854216439963
8,Hungary,-16173279.338933267,63.55842714076023,-254.46317768554863
9,India,-30717702.785987675,786.2571619051346,-39.068264525002704
10,Italy,-11905798.119931921,12557.194825869348,-0.9481256192190735
11,Japan,-30079582.35770467,4268.63145942847,-7.046657141427722
12,Korea,284152665.9935825,50336.622612785366,5.645048301699298
13,Netherlands,-17143745.6208946,9477.41173604191,-1.8089058593601224
14,Norway,-9633367.121384254,9100.748300588191,-1.0585247282096175
15,Poland,-39582488.89724183,1947.7355507918169,-20.322311661431797
16,Romania,-18922938.339271925,100.46370142327694,-188.35597406017507
17,Russian Federation,-32590194.107084963,2068.272307055331,-15.757206628891492
18,Serbia,-15644015.935072193,75.76950068688785,-206.46851032739403
19,Slovakia,-24102953.641899936,231.54558526701362,-104.09593261778195
20,Spain,-31967068.66136264,6347.150574615338,-5.036444036669159
21,Sweden,-17339526.003144152,9674.246898383131,-1.7923385856569496
22,Switzerland,-33063044.17151596,2963.8821197371703,-11.155316856679816
23,Thailand,-32856627.762418613,2211.6062975995146,-14.856454242367331
24,Turkey,-31998588.37172094,3264.0519565898157,-9.803333034303813
25,USA,336918179.9010526,61030.40268848374,5.520497408820606
26,United Kingdom,30869632.52991514,16874.473113453503,1.82936867553534
27,Viet Nam,-30965493.851472113,3000.0,-10.321831283824038
