,country,total_costs,scrap_sum,unit_cost
0,Australia,23848053.745295383,1079.0383879835142,22.10120975386442
1,Belgium,63068009.80046781,5512.14913485562,11.441637056164256
2,Brazil,33533888.715731222,1861.4671680371093,18.014762382885447
3,Canada,61759981.56717577,6308.248901564229,9.790352684381464
4,Czechia,11056126.535653232,222.33053322667286,49.72833184536632
5,Finland,34472021.40668428,1913.4063874664864,18.016048045249907
6,France,138543524.10154486,23199.221124206557,5.971904115219869
7,Germany,201537081.9609083,45627.704674550594,4.416989269971278
8,Hungary,5632342.381918553,63.55842714076023,88.6167678354412
9,India,20565946.13055816,786.2571619051346,26.15676794692209
10,Italy,100107770.0710674,12557.194825869348,7.972144372948106
11,Japan,47797394.38188269,4268.63145942847,11.197357943916366
12,Korea,148890534.30207938,50336.622612785366,2.9578967871448247
13,Netherlands,83103425.24625966,9477.41173604191,8.768578126686567
14,Norway,75277232.90251666,9100.748300588191,8.271543219984604
15,Poland,36231049.666599676,1947.7355507918169,18.60162672076843
16,Romania,7244050.837776381,100.46370142327694,72.10615112870975
17,Russian Federation,33763412.81215289,2068.272307055331,16.324452392936113
18,Serbia,5638766.219549921,75.76950068688785,74.41999971534361
19,Slovakia,11344346.972939735,231.54558526701362,48.994011092276565
20,Spain,68146246.98568083,6347.150574615338,10.736510215816136
21,Sweden,83890607.8342798,9674.246898383131,8.671538851081065
22,Switzerland,41667681.005323656,2963.8821197371703,14.058481181774747
23,Thailand,35062019.55468842,2211.6062975995146,15.85364429136635
24,Turkey,43330661.551857576,3264.0519565898157,13.275113916117977
25,USA,192747507.72105214,61030.40268848374,3.1582211361915697
26,United Kingdom,107804673.22045687,16874.473113453503,6.388624551157541
27,Viet Nam,40762797.55615379,3000.0,13.587599185384597
