,country,total_netprofits,scrap_sum,net_profit
0,Australia,-52434932.74333176,1879.0383879835142,-27.905195060757745
1,Belgium,-77331341.29693574,5539.149134855619,-13.960870056796443
2,Brazil,-65945379.12013464,3886.4671680371093,-16.96794962336987
3,Canada,-68438864.83000328,6308.248901564229,-10.849106605960458
4,Czechia,-27909861.441264123,222.33053322667286,-125.53319166832185
5,Finland,-56716408.798451714,1937.4063874664862,-29.27439961247305
6,France,-80043853.21948533,23199.221124206557,-3.450281920713531
7,Germany,-31849629.06095721,49324.704674550594,-0.6457135277566138
8,Hungary,-65589803.16440071,2886.5584271407606,-22.722492830110408
9,India,-60317344.53528969,3163.257161905134,-19.06811284952956
10,Italy,-92813589.1577332,12652.19482586935,-7.335769835598928
11,Japan,-63497417.997746736,4268.63145942847,-14.875357266436032
12,Korea,-64833061.691169046,7140.622612785358,-9.079469005277604
13,Netherlands,-81911974.14020652,9477.41173604191,-8.642863307151805
14,Norway,-70843180.4048375,9552.74830058819,-7.415999896121569
15,Poland,-66161205.51767906,2941.7355507918173,-22.490534711684287
16,Romania,-48907165.25479191,999.4637014232769,-48.933408171948734
17,Russian Federation,-55765127.27825019,2451.272307055331,-22.74946243946264
18,Serbia,-29269277.55593685,257.76950068688785,-113.54825717527454
19,Slovakia,-47448392.898986705,999.5455852670136,-47.469963949979906
20,Spain,-84841663.04058339,10429.150574615338,-8.135050159031062
21,Sweden,-82773938.14074072,9674.246898383131,-8.556111810065012
22,Switzerland,-60041300.12823505,2963.8821197371703,-20.257654556639167
23,Thailand,-58191333.68607119,19848.606297599516,-2.9317591781297425
24,Turkey,-71666950.77623463,7830.051956589816,-9.152806542480132
25,USA,70710915.561889,62237.40268848374,1.136148240565527
26,United Kingdom,-69210545.82365595,17035.473113453503,-4.062731064921113
27,Viet Nam,-57675419.70622489,3000.0,-19.225139902074964
