,country,total_netprofits,scrap_sum,net_profit
0,Australia,-18351601.539501302,1879.0383879835142,-9.766485696545711
1,Belgium,-28405491.10849746,5539.149134855619,-5.128132573602906
2,Brazil,-19867067.06929288,3886.4671680371093,-5.111857687280271
3,Canada,-14833921.565229114,6308.248901564229,-2.351511773980702
4,Czechia,-9677378.20969229,222.33053322667286,-43.52698691108658
5,Finland,-22482634.938773666,1937.4063874664862,-11.604501298343415
6,France,8055821.332730599,23199.221124206557,0.34724533593608387
7,Germany,103013998.71369371,49324.704674550594,2.088486882859016
8,Hungary,-25671350.34109108,2886.5584271407606,-8.893410956008076
9,India,-19562862.560033053,3163.257161905134,-6.184404731814764
10,Italy,-23545763.81309525,12652.19482586935,-1.8610023112315919
11,Japan,-17211411.65461452,4268.63145942847,-4.032067846147338
12,Korea,-7730112.976078622,7140.622612785358,-1.0825544767255695
13,Netherlands,-23535573.952634178,9477.41173604191,-2.4833334889450986
14,Norway,-9067760.721718233,9552.74830058819,-0.9492305707625422
15,Poland,-24998423.124293495,2941.7355507918173,-8.497848529438599
16,Romania,-19215131.824027956,999.4637014232769,-19.22544240142471
17,Russian Federation,-19320063.53568351,2451.272307055331,-7.881647208299086
18,Serbia,-10131123.483685138,257.76950068688785,-39.30303413199917
19,Slovakia,-18548971.456109438,999.5455852670136,-18.55740421399026
20,Spain,-21428944.55513908,10429.150574615338,-2.0547161920643235
21,Sweden,-24400331.536378115,9674.246898383131,-2.522194419129015
22,Switzerland,-19946477.385398284,2963.8821197371703,-6.729848414877946
23,Thailand,31531077.639593873,19848.606297599516,1.588578924224379
24,Turkey,-13120707.116221352,7830.051956589816,-1.6756858305619402
25,USA,335170115.59650147,62237.40268848374,5.385348698982912
26,United Kingdom,20261270.430650577,17035.473113453503,1.1893576594975546
27,Viet Nam,-18949553.82843533,3000.0,-6.316517942811777
