,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Hydro,0.0
11,Afghanistan,NCA,Hydro,-2704.893946891807
7,Afghanistan,NMC111,Hydro,-6748.341762246128
10,Afghanistan,NMC523,Hydro,-5847.636035001822
8,Afghanistan,NMC622,Hydro,-9332.745359453627
9,Afghanistan,NMC811,Hydro,-27354.10603969502
18,Albania,LFP,Hydro,-1867.9825606291633
23,Albania,NCA,Hydro,-800.3000961355863
19,Albania,NMC111,Hydro,-1122.4340531200871
22,Albania,NMC523,Hydro,-1053.050831522862
20,Albania,NMC622,Hydro,-1708.0434550686907
21,Albania,NMC811,Hydro,-2549.0358475650087
258,Algeria,LFP,Hydro,-2215.466975264499
263,Algeria,NCA,Hydro,-79.24370796161432
259,Algeria,NMC111,Hydro,-88.38429764010603
262,Algeria,NMC523,Hydro,-154.5419938658776
260,Algeria,NMC622,Hydro,-393.90422082363915
261,Algeria,NMC811,Hydro,-1793.0540802680616
24,Andorra,LFP,Hydro,-49393.97701536587
29,Andorra,NCA,Hydro,-1725.1222128031682
25,Andorra,NMC111,Hydro,-2077.540722969392
28,Andorra,NMC523,Hydro,-3272.526859108537
26,Andorra,NMC622,Hydro,-7425.950430808644
27,Andorra,NMC811,Hydro,-28985.828270438116
12,Angola,LFP,Hydro,0.0
17,Angola,NCA,Hydro,-182.35174962894112
13,Angola,NMC111,Hydro,-305.51488408090717
16,Angola,NMC523,Hydro,-371.1498503191375
14,Angola,NMC622,Hydro,-687.7113874472539
15,Angola,NMC811,Hydro,-2444.8549264731373
36,Argentina,LFP,Hydro,-951.60258815707
41,Argentina,NCA,Hydro,-23.442600662146987
37,Argentina,NMC111,Hydro,-35.63380559263571
40,Argentina,NMC523,Hydro,-47.68460910743481
38,Argentina,NMC622,Hydro,-101.41860590313621
39,Argentina,NMC811,Hydro,-208.13654518375168
42,Armenia,LFP,Hydro,0.0
47,Armenia,NCA,Hydro,-263.45950181628314
43,Armenia,NMC111,Hydro,-506.89482331618126
46,Armenia,NMC523,Hydro,-540.7276696783268
44,Armenia,NMC622,Hydro,-950.7166646891554
45,Armenia,NMC811,Hydro,-1651.1585057650227
0,Aruba,LFP,Hydro,0.0
5,Aruba,NCA,Hydro,-523.9320930618625
1,Aruba,NMC111,Hydro,-825.68013720259
4,Aruba,NMC523,Hydro,-986.044235586668
2,Aruba,NMC622,Hydro,-1971.5177486199502
3,Aruba,NMC811,Hydro,-2909.737858739496
48,Australia,LFP,Hydro,-217.53604360200598
53,Australia,NCA,Hydro,-11.384757340683363
49,Australia,NMC111,Hydro,-36.42897109296454
52,Australia,NMC523,Hydro,-33.77057306511179
50,Australia,NMC622,Hydro,-60.1626528627789
51,Australia,NMC811,Hydro,-84.3762794373049
54,Austria,LFP,Hydro,-40.05546382227266
59,Austria,NCA,Hydro,-3.7861025646302546
55,Austria,NMC111,Hydro,-8.227692781030026
58,Austria,NMC523,Hydro,-8.139592375219484
56,Austria,NMC622,Hydro,-17.5894714643175
57,Austria,NMC811,Hydro,-31.80881508518995
60,Azerbaijan,LFP,Hydro,-2274.6051771075013
65,Azerbaijan,NCA,Hydro,-127.0870274214312
61,Azerbaijan,NMC111,Hydro,-240.6958127791399
64,Azerbaijan,NMC523,Hydro,-256.03113060943355
62,Azerbaijan,NMC622,Hydro,-462.9942803118441
63,Azerbaijan,NMC811,Hydro,-779.9376471516199
108,Bahamas,LFP,Hydro,0.0
113,Bahamas,NCA,Hydro,-88931.96505152463
109,Bahamas,NMC111,Hydro,0.0
112,Bahamas,NMC523,Hydro,0.0
110,Bahamas,NMC622,Hydro,0.0
111,Bahamas,NMC811,Hydro,0.0
102,Bahrain,LFP,Hydro,0.0
107,Bahrain,NCA,Hydro,-303.10152761603695
103,Bahrain,NMC111,Hydro,-426.5400776484601
106,Bahrain,NMC523,Hydro,-536.9605634201286
104,Bahrain,NMC622,Hydro,-1101.8080891117588
105,Bahrain,NMC811,Hydro,-4416.6604757551195
90,Bangladesh,LFP,Hydro,0.0
95,Bangladesh,NCA,Hydro,-1955.3323748678797
91,Bangladesh,NMC111,Hydro,-2544.9622461199033
94,Bangladesh,NMC523,Hydro,-10766.95925814289
92,Bangladesh,NMC622,Hydro,0.0
93,Bangladesh,NMC811,Hydro,0.0
144,Barbados,LFP,Hydro,0.0
149,Barbados,NCA,Hydro,-1278.2261876292878
145,Barbados,NMC111,Hydro,-3408.5344099503222
148,Barbados,NMC523,Hydro,-2923.629261452118
146,Barbados,NMC622,Hydro,-4824.526914480654
147,Barbados,NMC811,Hydro,-5884.989419900208
120,Belarus,LFP,Hydro,-1050.5712550091978
125,Belarus,NCA,Hydro,-55.04787666590076
121,Belarus,NMC111,Hydro,-116.4240046490312
124,Belarus,NMC523,Hydro,-117.13063359247892
122,Belarus,NMC622,Hydro,-207.37392062891414
123,Belarus,NMC811,Hydro,-322.7027014539816
72,Belgium,LFP,Hydro,-33.13628014221689
77,Belgium,NCA,Hydro,-0.6421069284827016
73,Belgium,NMC111,Hydro,-4.094649974191498
76,Belgium,NMC523,Hydro,-4.226574534497205
74,Belgium,NMC622,Hydro,-11.435172207913146
75,Belgium,NMC811,Hydro,-22.501321434202787
78,Benin,LFP,Hydro,0.0
83,Benin,NCA,Hydro,-297.61064909346567
79,Benin,NMC111,Hydro,-717.1895856921423
82,Benin,NMC523,Hydro,-645.3601484337523
80,Benin,NMC622,Hydro,-1049.672064610359
81,Benin,NMC811,Hydro,-1867.6013473877222
126,Bermuda,LFP,Hydro,0.0
131,Bermuda,NCA,Hydro,-375.0086455052236
127,Bermuda,NMC111,Hydro,-517.6678472992763
130,Bermuda,NMC523,Hydro,-670.1648828838149
128,Bermuda,NMC622,Hydro,-1443.759179220498
129,Bermuda,NMC811,Hydro,-5562.093961159559
132,Bolivia (Plurinational State of),LFP,Hydro,-1778.625520346616
137,Bolivia (Plurinational State of),NCA,Hydro,-66.84888064528697
133,Bolivia (Plurinational State of),NMC111,Hydro,-158.99266672820914
136,Bolivia (Plurinational State of),NMC523,Hydro,-149.04877065692136
134,Bolivia (Plurinational State of),NMC622,Hydro,-267.4391125735662
135,Bolivia (Plurinational State of),NMC811,Hydro,-457.23196728752595
114,Bosnia Herzegovina,LFP,Hydro,-5209.032405030153
119,Bosnia Herzegovina,NCA,Hydro,-252.62212455036357
115,Bosnia Herzegovina,NMC111,Hydro,-521.8541942203263
118,Bosnia Herzegovina,NMC523,Hydro,-515.3666080876402
116,Bosnia Herzegovina,NMC622,Hydro,-874.2521732027813
117,Bosnia Herzegovina,NMC811,Hydro,-1305.5433286319826
156,Botswana,LFP,Hydro,-2925.155763467177
161,Botswana,NCA,Hydro,-124.56496063293741
157,Botswana,NMC111,Hydro,-228.83967992626953
160,Botswana,NMC523,Hydro,-249.12350509679635
158,Botswana,NMC622,Hydro,-454.93508266723967
159,Botswana,NMC811,Hydro,-848.391758397027
138,Brazil,LFP,Hydro,-81.86861147370358
143,Brazil,NCA,Hydro,-5.157075663563262
139,Brazil,NMC111,Hydro,-27.768151191124154
