,country,total_netprofits,scrap,net_profit
0,Argentina,107598268.6484991,30708.71353185335,3.5038351097609546
1,Australia,690310637.9238307,130768.35266470698,5.278881501962504
2,Belgium,114495594.69086649,48137.79819259898,2.3784967113113575
3,Brazil,15510500784.741322,2122861.497150943,7.306412031853093
4,Canada,9811717740.508133,1403175.3700929824,6.992509952521439
5,China,104863523394.35269,19162771.079519797,5.472252575538281
6,Czechia,30199865.664659075,24977.97422199713,1.2090598459367146
7,Finland,317640012.84970796,90148.18117351356,3.5235321302636975
8,France,1249896252.472497,263787.20255883527,4.738274792514695
9,Germany,1441228888.7403636,297977.1738769626,4.836709033744509
10,Hungary,974487466.3723975,209452.19227111273,4.652553195103497
11,India,321550352066.5104,41699852.03632045,7.711066979001291
12,Italy,857632516.614281,192569.09975238584,4.45363517676026
13,Japan,28692169063.45099,3697958.791483941,7.758920713104325
14,Korea,113320909369.1708,14252359.820422497,7.951027815533465
15,Netherlands,235189828.29873803,73452.42901524386,3.201933978928433
16,Norway,1165252057.1413782,226283.66590824942,5.149519089079322
17,Paraguay,67581172.83150859,23322.09796700338,2.8977312815992766
18,Poland,614699600.7225617,141941.6146583191,4.330651037063813
19,Romania,31054004.148383025,24977.97422199713,1.2432555127322924
20,Russian Federation,3310995596.0509577,457012.00752237823,7.244876593070326
21,Serbia,62410658.16548646,24272.26233632792,2.5712748692600194
22,Slovakia,16885442.688293584,21178.412629423565,0.7972950090147135
23,Spain,743496204.1753341,167539.59702030307,4.437734227600145
24,Sweden,1056082902.0148622,240569.14826156324,4.3899349091372954
25,Switzerland,2692383710.1795864,455769.57613000995,5.907335309743391
26,Thailand,4279465657.0858946,577596.5665957562,7.4090912318060465
27,Turkey,1489317422.7758257,249779.7422199713,5.962522859296739
28,USA,100430453782.30841,11515432.659504289,8.721379105058455
29,United Kingdom,1716162587.3012183,281317.5411254553,6.1004464223433725
30,Uruguay,-6364650.143478079,8177.425319579969,-0.7783195681700211
31,Viet Nam,1034451980.2893178,149867.84533198277,6.902427788948528
