source_iso3,battery_type,destination_iso3,technology,scrap_t,unit_cost,transport_unit_cost,recycling_unit_cost,carbon_unit_cost,policy_unit_cost,transport_cost,recycling_cost,carbon_cost,policy_cost,is_unprocessed,domestic_priority_reserved,li_content,contained_lithium_t,li_recovery_efficiency,recovered_lithium_t,battery_embedded_secondary_li_t,CO2_new_g_per_kg,recycling_CO2_t,year,policy_scenario,strategy
ABW,NCA,CHN,Hydro,2.659617083163304,1.6675654857160498,0.4246605,1.0011359999999998,0.011768985716050055,0.22999999999999998,1.1294343203446704,2.662638408169777,0.03130099546191164,0.6117119291275599,False,False,0.025,0.0664904270790826,0.8821,0.058651205726458766,0.058651205726458766,930.4787808,2.4747172609366435,2030,reference_policy,Strategy 3
ABW,NMC111,CHN,Hydro,0.7182619752066727,1.6675654857160498,0.4246605,1.0011359999999998,0.011768985716050055,0.22999999999999998,0.3050174895222532,0.7190779208105074,0.00845321492658923,0.1652002542975347,False,False,0.0375,0.026934824070250225,0.8821,0.023759208312367722,0.023759208312367722,939.1747405,0.6745735041757442,2030,reference_policy,Strategy 3
ABW,NMC523,CHN,Hydro,0.8502186858718813,1.6675654857160498,0.4246605,1.0011359999999998,0.011768985716050055,0.22999999999999998,0.36105429225169605,0.8511845342990316,0.01000621156954502,0.19555029775053268,False,False,0.035,0.02975765400551585,0.8821,0.02624922659826553,0.02624922659826553,939.3492076,0.798652248860465,2030,reference_policy,Strategy 3
ABW,NMC811,CHN,Hydro,15.633166360536904,1.6675654857160498,0.4246605,1.0011359999999998,0.011768985716050055,0.22999999999999998,6.638788243248782,15.650925637522471,0.18398651159379306,3.595628262923488,False,False,0.0275,0.42991207491476485,0.8821,0.37922544128231406,0.37922544128231406,1063.116435,16.619876088975918,2030,reference_policy,Strategy 3
ABW,TLB,CHN,Hydro,4.958075285350548,1.6675654857160498,0.4246605,1.0011359999999998,0.011768985716050055,0.22999999999999998,2.1054987297146064,4.963707658874705,0.058351517212391395,1.140357315630626,False,False,0.0,0.0,0.8821,0.0,0.0,0.0,0.0,2030,reference_policy,Strategy 3
AGO,NCA,IND,Hydro,5.341864530784914,1.3528830399999998,0.24077903999999997,0.9971039999999998,0.0,0.11499999999999999,1.286209013532442,5.32639449110376,0.0,0.614314421040265,False,False,0.025,0.13354661326962286,0.8821,0.11780146756513432,0.11780146756513432,930.4787808,4.9704915958035105,2030,reference_policy,Strategy 3
AGO,NMC111,IND,Hydro,1.8362186310254047,1.3528830399999998,0.24077903999999997,0.9971039999999998,0.0,0.11499999999999999,0.4421229592084111,1.8309009418699547,0.0,0.21116514256792152,False,False,0.0375,0.06885819866345268,0.8821,0.0607398170410316,0.0607398170410316,939.1747405,1.7245301562945496,2030,reference_policy,Strategy 3
AGO,NMC523,IND,Hydro,1.61600573949616,1.3528830399999998,0.24077903999999997,0.9971039999999998,0.0,0.11499999999999999,0.3891003105903754,1.6113257868745787,0.0,0.18584066004205838,False,False,0.035,0.0565602008823656,0.8821,0.0498917531983347,0.0498917531983347,939.3492076,1.51799371087277,2030,reference_policy,Strategy 3
AGO,NMC622,IND,Hydro,0.7383713979363656,1.3528830399999998,0.24077903999999997,0.9971039999999998,0.0,0.11499999999999999,0.1777843563585761,0.7362330743679417,0.0,0.08491271076268204,False,False,0.0325,0.023997070432931884,0.8821,0.021167815828889214,0.021167815828889214,970.9704299,0.716936793680137,2030,reference_policy,Strategy 3
AGO,NMC811,IND,Hydro,0.4128092349247139,1.3528830399999998,0.24077903999999997,0.9971039999999998,0.0,0.11499999999999999,0.09939581128830707,0.4116137393803718,0.0,0.04747306201634209,False,False,0.0275,0.011352253960429631,0.8821,0.010013823218494977,0.010013823218494977,1063.116435,0.4388642821682393,2030,reference_policy,Strategy 3
AGO,TLB,IND,Hydro,9.942936027006754,1.3528830399999998,0.24077903999999997,0.9971039999999998,0.0,0.11499999999999999,2.3940505913641,9.91414128427254,0.0,1.1434376431057767,False,False,0.0,0.0,0.8821,0.0,0.0,0.0,0.0,2030,reference_policy,Strategy 3
ALB,LFP,CHN,Hydro,0.0903579687343035,1.47348735571605,0.23058236999999998,1.0011359999999998,0.011768985716050055,0.22999999999999998,0.020834954579141602,0.09046061538678565,0.0010634216433653154,0.020782332808889803,False,False,0.025,0.0022589492183575878,0.8821,0.001992619105513228,0.001992619105513228,773.1888943,0.0698637779368701,2030,reference_policy,Strategy 3
ALB,NCA,CHN,Hydro,27.27853655626183,1.47348735571605,0.23058236999999998,1.0011359999999998,0.011768985716050055,0.22999999999999998,6.28994960927449,27.30952497378974,0.3210407070853947,6.27406340794022,False,False,0.025,0.6819634139065458,0.8821,0.6015599274069641,0.6015599274069641,930.4787808,25.38209943687874,2030,reference_policy,Strategy 3
