year,policy_scenario,target_region,target_share_of_max,scope,technology,recovered_lithium_t,technology_share_pct
2050,critical_route_policy,China,0.9,global,Hydro,1684102.4335815099,100.0
2050,critical_route_policy,China,0.9,global,Pyro,0.0,0.0
2050,critical_route_policy,China,0.9,target_region,Direct,0.0,0.0
2050,critical_route_policy,China,0.9,target_region,Hydro,449131.627076687,100.0
2050,critical_route_policy,China,0.9,target_region,Pyro,0.0,0.0
2050,critical_route_policy,China,0.95,global,Direct,0.0,0.0
2050,critical_route_policy,China,0.95,global,Hydro,1684102.4335815099,100.0
2050,critical_route_policy,China,0.95,global,Pyro,0.0,0.0
2050,critical_route_policy,China,0.95,target_region,Direct,0.0,0.0
2050,critical_route_policy,China,0.95,target_region,Hydro,449131.627076687,100.0
2050,critical_route_policy,China,0.95,target_region,Pyro,0.0,0.0
2050,critical_route_policy,China,0.99,global,Direct,236150.3012660667,13.981899611337017
2050,critical_route_policy,China,0.99,global,Hydro,1452821.210692063,86.01810038866297
2050,critical_route_policy,China,0.99,global,Pyro,0.0,0.0
2050,critical_route_policy,China,0.99,target_region,Direct,236150.3012660667,52.01540403561208
2050,critical_route_policy,China,0.99,target_region,Hydro,217850.40418724023,47.98459596438793
2050,critical_route_policy,China,0.99,target_region,Pyro,0.0,0.0
2050,critical_route_policy,China,1.0,global,Direct,458564.7882810529,27.077015182798664
2050,critical_route_policy,China,1.0,global,Hydro,1234992.589388726,72.92298481720134
2050,critical_route_policy,China,1.0,global,Pyro,0.0,0.0
2050,critical_route_policy,China,1.0,target_region,Direct,458564.7882810529,99.99524999525218
2050,critical_route_policy,China,1.0,target_region,Hydro,21.78288390325584,0.004750004747832099
2050,critical_route_policy,China,1.0,target_region,Pyro,0.0,0.0
