year,policy_scenario,target_region,target_share_of_max,target_constraint_li_t,max_target_recovered_lithium_t,global_recovered_lithium_t,target_recovered_lithium_t,target_max_attainment_pct,route_modeled_cost,processed_scrap_t,solver_target_constraint_li_t
2040,critical_route_policy,European Union,0.95,136843.41658887532,144045.70167250035,683402.2233655027,136843.2797454588,94.99990500000004,66984588.410133004,43973946.62217538,136843.2797454587
2040,critical_route_policy,European Union,0.99,142605.24465577534,144045.70167250035,684931.4971351784,142605.1020505305,98.99990099999987,69414392.21774541,43973946.62217538,142605.1020505307
2040,critical_route_policy,European Union,1.0,144045.70167250035,144045.70167250035,686371.9527114466,144045.55762679852,99.99989999999988,72303569.02908581,43973946.62217538,144045.55762679866
2050,reference_policy,United States,0.0,0.0,153066.19790286312,1684102.4335815096,149910.19382239174,97.93814432989693,162841428.4423679,116468553.8076376,0.0
2050,reference_policy,United States,0.75,114799.64842714733,153066.19790286312,1684102.4335815096,149910.19382239174,97.93814432989693,162841428.4423679,116468553.8076376,114799.5336274989
2050,reference_policy,United States,0.9,137759.5781125768,153066.19790286312,1684102.4335815096,149910.19382239174,97.93814432989693,162841428.4423679,116468553.8076376,137759.44035299867
2050,reference_policy,United States,0.95,145412.88800771994,153066.19790286312,1684102.4335815096,149910.19382239174,97.93814432989693,162841428.4423679,116468553.8076376,145412.74259483194
2050,reference_policy,United States,0.99,151535.53592383448,153066.19790286312,1685727.6241474166,151535.38438829855,98.999901,165667138.50661677,116468553.8076376,151535.38438829855
2050,reference_policy,United States,1.0,153066.19790286312,153066.19790286312,1687258.2845957833,153066.0448366652,99.9999,168875637.91583818,116468553.8076376,153066.0448366652
2050,reference_policy,European Union,0.0,0.0,784871.4787222748,1684102.4335815096,21209.658389614466,2.702309736638992,162841428.4423679,116468553.8076376,0.0
2050,reference_policy,European Union,0.75,588653.6090417061,784871.4787222748,1684102.4335815096,588653.0203880968,74.99992499999996,184714430.36325824,116468553.8076376,588653.020388097
2050,reference_policy,European Union,0.9,706384.3308500473,784871.4787222748,1684102.4335815096,706383.6244657164,89.99991,191039246.79536837,116468553.8076376,706383.6244657164
2050,reference_policy,European Union,0.95,745627.904786161,784871.4787222748,1684102.4335815096,745627.1591582564,94.99990500000001,193339550.00741595,116468553.8076376,745627.1591582563
2050,reference_policy,European Union,0.99,777022.763935052,784871.4787222748,1692435.0901692493,777021.9869122878,98.99990099999995,205892433.8243065,116468553.80763762,777021.986912288
2050,reference_policy,European Union,1.0,784871.4787222748,784871.4787222748,1700283.797107758,784870.6938507964,99.99990000000005,219800596.80704528,116468553.8076376,784870.693850796
2050,current_policy,United States,0.0,0.0,153066.19790286312,1684102.4335815096,149910.19382239174,97.93814432989693,178824526.0419748,116468553.8076376,0.0
2050,current_policy,United States,0.75,114799.64842714733,153066.19790286312,1684102.4335815096,149910.19382239174,97.93814432989693,178824526.0419748,116468553.8076376,114799.5336274989
2050,current_policy,United States,0.9,137759.5781125768,153066.19790286312,1684102.4335815096,149910.19382239174,97.93814432989693,178824526.0419748,116468553.8076376,137759.44035299867
2050,current_policy,United States,0.95,145412.88800771994,153066.19790286312,1684102.4335815096,149910.19382239174,97.93814432989693,178824526.0419748,116468553.8076376,145412.74259483194
2050,current_policy,United States,0.99,151535.53592383448,153066.19790286312,1685727.6241474166,151535.38438829855,98.999901,181650236.1062237,116468553.8076376,151535.38438829855
2050,current_policy,United States,1.0,153066.19790286312,153066.19790286312,1687258.2845957833,153066.0448366652,99.9999,184858735.51544508,116468553.8076376,153066.0448366652
2050,current_policy,European Union,0.0,0.0,784871.4787222748,1684102.4335815096,21155.055142585825,2.6953527699879,178824526.0419748,116468553.8076376,0.0
2050,current_policy,European Union,0.75,588653.6090417061,784871.4787222748,1684102.4335815096,588653.0203880967,74.99992499999996,197184227.64175844,116468553.8076376,588653.020388097
2050,current_policy,European Union,0.9,706384.3308500473,784871.4787222748,1684102.4335815096,706383.6244657165,89.99991000000001,202504675.44573915,116468553.8076376,706383.6244657164
2050,current_policy,European Union,0.95,745627.904786161,784871.4787222748,1684102.4335815096,745627.1591582561,94.99990499999998,204485850.93708986,116468553.8076376,745627.1591582563
2050,current_policy,European Union,0.99,777022.763935052,784871.4787222748,1692435.0901692493,777021.9869122878,98.99990099999995,216849518.0958324,116468553.80763762,777021.986912288
2050,current_policy,European Union,1.0,784871.4787222748,784871.4787222748,1700283.797107758,784870.6938507963,99.99990000000003,230757681.07857108,116468553.8076376,784870.693850796
2050,strict_policy,United States,0.0,0.0,153066.19790286312,1684102.4335815096,149910.1938223917,97.9381443298969,187785740.7335122,116468553.8076376,0.0
2050,strict_policy,United States,0.75,114799.64842714733,153066.19790286312,1684102.4335815096,149910.1938223917,97.9381443298969,187785740.73351222,116468553.8076376,114799.5336274989
2050,strict_policy,United States,0.9,137759.5781125768,153066.19790286312,1684102.4335815096,149910.1938223917,97.9381443298969,187785740.73351222,116468553.8076376,137759.44035299867
2050,strict_policy,United States,0.95,145412.88800771994,153066.19790286312,1684102.4335815096,149910.1938223917,97.9381443298969,187785740.73351222,116468553.8076376,145412.74259483194
2050,strict_policy,United States,0.99,151535.53592383448,153066.19790286312,1685727.6241474166,151535.38438829855,98.999901,190611450.79776108,116468553.8076376,151535.38438829855
2050,strict_policy,United States,1.0,153066.19790286312,153066.19790286312,1687258.2845957833,153066.0448366652,99.9999,193819950.2069825,116468553.80763762,153066.0448366652
