year,policy_scenario,target_region,target_share_of_max,scope,technology,recovered_lithium_t,technology_share_pct
2030,strict_policy,European Union,0.95,target_region,Pyro,0.0,0.0
2030,strict_policy,European Union,0.99,global,Direct,10882.83764101436,15.1500344989225
2030,strict_policy,European Union,0.99,global,Hydro,60950.91060416863,84.84996550107749
2030,strict_policy,European Union,0.99,global,Pyro,0.0,0.0
2030,strict_policy,European Union,0.99,target_region,Direct,10882.83764101436,52.01540403560664
2030,strict_policy,European Union,0.99,target_region,Hydro,10039.498429978414,47.98459596439334
2030,strict_policy,European Union,0.99,target_region,Pyro,0.0,0.0
2030,strict_policy,European Union,1.0,global,Direct,21132.668948521485,29.332561626362963
2030,strict_policy,European Union,1.0,global,Hydro,50912.41602465135,70.66743837363704
2030,strict_policy,European Union,1.0,global,Pyro,0.0,0.0
2030,strict_policy,European Union,1.0,target_region,Direct,21132.668948521485,99.9952499952532
2030,strict_policy,European Union,1.0,target_region,Hydro,1.00385046112471,0.0047500047467993
2030,strict_policy,European Union,1.0,target_region,Pyro,0.0,0.0
2030,critical_route_policy,United States,0.0,global,Direct,0.0,0.0
2030,critical_route_policy,United States,0.0,global,Hydro,71609.35984021363,99.99999999999996
2030,critical_route_policy,United States,0.0,global,Pyro,0.0,0.0
2030,critical_route_policy,United States,0.0,target_region,Direct,0.0,0.0
2030,critical_route_policy,United States,0.0,target_region,Hydro,7195.273777116253,100.0
2030,critical_route_policy,United States,0.0,target_region,Pyro,0.0,0.0
2030,critical_route_policy,United States,0.75,global,Direct,0.0,0.0
2030,critical_route_policy,United States,0.75,global,Hydro,71609.35984021364,100.00000000000004
2030,critical_route_policy,United States,0.75,global,Pyro,0.0,0.0
2030,critical_route_policy,United States,0.75,target_region,Direct,0.0,0.0
2030,critical_route_policy,United States,0.75,target_region,Hydro,7195.273777116255,100.0
2030,critical_route_policy,United States,0.75,target_region,Pyro,0.0,0.0
2030,critical_route_policy,United States,0.9,global,Direct,0.0,0.0
2030,critical_route_policy,United States,0.9,global,Hydro,71609.35984021364,100.00000000000004
2030,critical_route_policy,United States,0.9,global,Pyro,0.0,0.0
2030,critical_route_policy,United States,0.9,target_region,Direct,0.0,0.0
2030,critical_route_policy,United States,0.9,target_region,Hydro,7195.273777116254,100.0
2030,critical_route_policy,United States,0.9,target_region,Pyro,0.0,0.0
2030,critical_route_policy,United States,0.95,global,Direct,0.0,0.0
2030,critical_route_policy,United States,0.95,global,Hydro,71609.35984021364,100.00000000000004
2030,critical_route_policy,United States,0.95,global,Pyro,0.0,0.0
2030,critical_route_policy,United States,0.95,target_region,Direct,0.0,0.0
2030,critical_route_policy,United States,0.95,target_region,Hydro,7195.273777116255,100.0
2030,critical_route_policy,United States,0.95,target_region,Pyro,0.0,0.0
2030,critical_route_policy,United States,0.99,global,Direct,3783.5779109036266,5.277886213748807
2030,critical_route_policy,United States,0.99,global,Hydro,67903.79384499874,94.7221137862512
2030,critical_route_policy,United States,0.99,global,Pyro,0.0,0.0
2030,critical_route_policy,United States,0.99,target_region,Direct,3783.5779109036266,52.02020202020232
2030,critical_route_policy,United States,0.99,target_region,Hydro,3489.7077819013616,47.97979797979768
2030,critical_route_policy,United States,0.99,target_region,Pyro,0.0,0.0
2030,critical_route_policy,United States,1.0,global,Direct,7346.753225055583,10.237830685835448
2030,critical_route_policy,United States,1.0,global,Hydro,64414.08606309738,89.76216931416457
2030,critical_route_policy,United States,1.0,global,Pyro,0.0,0.0
2030,critical_route_policy,United States,1.0,target_region,Direct,7346.753225055583,100.0
2030,critical_route_policy,United States,1.0,target_region,Hydro,0.0,0.0
2030,critical_route_policy,United States,1.0,target_region,Pyro,0.0,0.0
2030,critical_route_policy,European Union,0.0,global,Direct,0.0,0.0
2030,critical_route_policy,European Union,0.0,global,Hydro,71609.35984021363,99.99999999999996
2030,critical_route_policy,European Union,0.0,global,Pyro,0.0,0.0
2030,critical_route_policy,European Union,0.0,target_region,Direct,0.0,0.0
2030,critical_route_policy,European Union,0.0,target_region,Hydro,6502.60773309294,100.0
2030,critical_route_policy,European Union,0.0,target_region,Pyro,0.0,0.0
2030,critical_route_policy,European Union,0.75,global,Direct,0.0,0.0
2030,critical_route_policy,European Union,0.75,global,Hydro,71609.35984021363,100.0
2030,critical_route_policy,European Union,0.75,global,Pyro,0.0,0.0
2030,critical_route_policy,European Union,0.75,target_region,Direct,0.0,0.0
2030,critical_route_policy,European Union,0.75,target_region,Hydro,15850.254599236958,100.00000000000004
2030,critical_route_policy,European Union,0.75,target_region,Pyro,0.0,0.0
2030,critical_route_policy,European Union,0.9,global,Direct,0.0,0.0
2030,critical_route_policy,European Union,0.9,global,Hydro,71609.35984021363,100.0
2030,critical_route_policy,European Union,0.9,global,Pyro,0.0,0.0
2030,critical_route_policy,European Union,0.9,target_region,Direct,0.0,0.0
2030,critical_route_policy,European Union,0.9,target_region,Hydro,19020.305519084348,100.0
2030,critical_route_policy,European Union,0.9,target_region,Pyro,0.0,0.0
2030,critical_route_policy,European Union,0.95,global,Direct,0.0,0.0
2030,critical_route_policy,European Union,0.95,global,Hydro,71609.35984021363,99.99999999999996
2030,critical_route_policy,European Union,0.95,global,Pyro,0.0,0.0
2030,critical_route_policy,European Union,0.95,target_region,Direct,0.0,0.0
2030,critical_route_policy,European Union,0.95,target_region,Hydro,20076.989159033463,100.0
2030,critical_route_policy,European Union,0.95,target_region,Pyro,0.0,0.0
2030,critical_route_policy,European Union,0.99,global,Direct,10882.83764101428,15.150034498922391
2030,critical_route_policy,European Union,0.99,global,Hydro,60950.91060416872,84.84996550107763
2030,critical_route_policy,European Union,0.99,global,Pyro,0.0,0.0
2030,critical_route_policy,European Union,0.99,target_region,Direct,10882.83764101428,52.01540403560626
2030,critical_route_policy,European Union,0.99,target_region,Hydro,10039.498429978496,47.98459596439375
2030,critical_route_policy,European Union,0.99,target_region,Pyro,0.0,0.0
2030,critical_route_policy,European Union,1.0,global,Direct,21132.668948521823,29.33256162636343
2030,critical_route_policy,European Union,1.0,global,Hydro,50912.416024651015,70.66743837363657
2030,critical_route_policy,European Union,1.0,global,Pyro,0.0,0.0
2030,critical_route_policy,European Union,1.0,target_region,Direct,21132.668948521823,99.99524999525477
2030,critical_route_policy,European Union,1.0,target_region,Hydro,1.003850460794965,0.004750004745239
2030,critical_route_policy,European Union,1.0,target_region,Pyro,0.0,0.0
2040,reference_policy,United States,0.0,global,Direct,0.0,0.0
2040,reference_policy,United States,0.0,global,Hydro,683402.2233655025,100.0
2040,reference_policy,United States,0.0,global,Pyro,0.0,0.0
2040,reference_policy,United States,0.0,target_region,Direct,0.0,0.0
2040,reference_policy,United States,0.0,target_region,Hydro,95317.88670152126,100.0
2040,reference_policy,United States,0.0,target_region,Pyro,0.0,0.0
2040,reference_policy,United States,0.75,global,Direct,0.0,0.0
2040,reference_policy,United States,0.75,global,Hydro,683402.2233655025,99.99999999999996
2040,reference_policy,United States,0.75,global,Pyro,0.0,0.0
2040,reference_policy,United States,0.75,target_region,Direct,0.0,0.0
2040,reference_policy,United States,0.75,target_region,Hydro,95317.88670152127,100.0
2040,reference_policy,United States,0.75,target_region,Pyro,0.0,0.0
2040,reference_policy,United States,0.9,global,Direct,0.0,0.0
2040,reference_policy,United States,0.9,global,Hydro,683402.2233655025,99.99999999999996
2040,reference_policy,United States,0.9,global,Pyro,0.0,0.0
2040,reference_policy,United States,0.9,target_region,Direct,0.0,0.0
2040,reference_policy,United States,0.9,target_region,Hydro,95317.88670152127,100.0
2040,reference_policy,United States,0.9,target_region,Pyro,0.0,0.0
2040,reference_policy,United States,0.95,global,Direct,0.0,0.0
2040,reference_policy,United States,0.95,global,Hydro,683402.2233655025,99.99999999999996
2040,reference_policy,United States,0.95,global,Pyro,0.0,0.0
2040,reference_policy,United States,0.95,target_region,Direct,0.0,0.0
2040,reference_policy,United States,0.95,target_region,Hydro,95317.88670152127,100.0
2040,reference_policy,United States,0.95,target_region,Pyro,0.0,0.0
2040,reference_policy,United States,0.99,global,Direct,50122.158212366456,7.323136477931218
2040,reference_policy,United States,0.99,global,Hydro,634313.5117142159,92.67686352206876
2040,reference_policy,United States,0.99,global,Pyro,0.0,0.0
2040,reference_policy,United States,0.99,target_region,Direct,50122.158212366456,52.02020202020549
2040,reference_policy,United States,0.99,target_region,Hydro,46229.175050234495,47.97979797979452
2040,reference_policy,United States,0.99,target_region,Pyro,0.0,0.0
2040,reference_policy,United States,1.0,global,Direct,97319.8588110504,14.19880459654594
2040,reference_policy,United States,1.0,global,Hydro,588088.9595814841,85.80119540345406
2040,reference_policy,United States,1.0,global,Pyro,0.0,0.0
2040,reference_policy,United States,1.0,target_region,Direct,97319.8588110504,99.99524999525228
2040,reference_policy,United States,1.0,target_region,Hydro,4.6229175027972165,0.004750004747716974
2040,reference_policy,United States,1.0,target_region,Pyro,0.0,0.0
2040,reference_policy,European Union,0.0,global,Direct,0.0,0.0
2040,reference_policy,European Union,0.0,global,Hydro,683402.2233655025,100.0
2040,reference_policy,European Union,0.0,global,Pyro,0.0,0.0
2040,reference_policy,European Union,0.0,target_region,Direct,0.0,0.0
2040,reference_policy,European Union,0.0,target_region,Hydro,19738.91250975166,100.0
2040,reference_policy,European Union,0.0,target_region,Pyro,0.0,0.0
2040,reference_policy,European Union,0.75,global,Direct,0.0,0.0
2040,reference_policy,European Union,0.75,global,Hydro,683402.2233655025,100.00000000000003
2040,reference_policy,European Union,0.75,global,Pyro,0.0,0.0
2040,reference_policy,European Union,0.75,target_region,Direct,0.0,0.0
2040,reference_policy,European Union,0.75,target_region,Hydro,108034.16822009906,100.0
2040,reference_policy,European Union,0.75,target_region,Pyro,0.0,0.0
2040,reference_policy,European Union,0.9,global,Direct,0.0,0.0
2040,reference_policy,European Union,0.9,global,Hydro,683402.2233655027,100.0
2040,reference_policy,European Union,0.9,global,Pyro,0.0,0.0
2040,reference_policy,European Union,0.9,target_region,Direct,0.0,0.0
2040,reference_policy,European Union,0.9,target_region,Hydro,129641.00186411897,100.0
2040,reference_policy,European Union,0.9,target_region,Pyro,0.0,0.0
2040,reference_policy,European Union,0.95,global,Direct,0.0,0.0
2040,reference_policy,European Union,0.95,global,Hydro,683402.2233655027,100.0
2040,reference_policy,European Union,0.95,global,Pyro,0.0,0.0
2040,reference_policy,European Union,0.95,target_region,Direct,0.0,0.0
2040,reference_policy,European Union,0.95,target_region,Hydro,136843.2797454588,100.0
2040,reference_policy,European Union,0.95,target_region,Pyro,0.0,0.0
2040,reference_policy,European Union,0.99,global,Direct,74169.77782928135,10.828787716655867
2040,reference_policy,European Union,0.99,global,Hydro,610761.7193058971,89.17121228334412
2040,reference_policy,European Union,0.99,global,Pyro,0.0,0.0
2040,reference_policy,European Union,0.99,target_region,Direct,74169.77782928135,52.010606046198916
2040,reference_policy,European Union,0.99,target_region,Hydro,68435.32422124912,47.98939395380106
2040,reference_policy,European Union,0.99,target_region,Pyro,0.0,0.0
2040,reference_policy,European Union,1.0,global,Direct,144031.8732782807,20.984521979561748
2040,reference_policy,European Union,1.0,global,Hydro,542340.0794331658,79.01547802043824
2040,reference_policy,European Union,1.0,global,Pyro,0.0,0.0
2040,reference_policy,European Union,1.0,target_region,Direct,144031.8732782807,99.99049998573835
2040,reference_policy,European Union,1.0,target_region,Hydro,13.684348517820968,0.009500014261651278
2040,reference_policy,European Union,1.0,target_region,Pyro,0.0,0.0
2040,current_policy,United States,0.0,global,Direct,0.0,0.0
2040,current_policy,United States,0.0,global,Hydro,683402.2233655025,99.99999999999997
2040,current_policy,United States,0.0,global,Pyro,0.0,0.0
2040,current_policy,United States,0.0,target_region,Direct,0.0,0.0
2040,current_policy,United States,0.0,target_region,Hydro,95317.88670152126,100.0
2040,current_policy,United States,0.0,target_region,Pyro,0.0,0.0
2040,current_policy,United States,0.75,global,Direct,0.0,0.0
2040,current_policy,United States,0.75,global,Hydro,683402.2233655025,99.99999999999997
2040,current_policy,United States,0.75,global,Pyro,0.0,0.0
2040,current_policy,United States,0.75,target_region,Direct,0.0,0.0
2040,current_policy,United States,0.75,target_region,Hydro,95317.88670152129,100.0
2040,current_policy,United States,0.75,target_region,Pyro,0.0,0.0
2040,current_policy,United States,0.9,global,Direct,0.0,0.0
2040,current_policy,United States,0.9,global,Hydro,683402.2233655025,99.99999999999997
2040,current_policy,United States,0.9,global,Pyro,0.0,0.0
2040,current_policy,United States,0.9,target_region,Direct,0.0,0.0
2040,current_policy,United States,0.9,target_region,Hydro,95317.88670152129,100.0
2040,current_policy,United States,0.9,target_region,Pyro,0.0,0.0
2040,current_policy,United States,0.95,global,Direct,0.0,0.0
2040,current_policy,United States,0.95,global,Hydro,683402.2233655025,99.99999999999997
2040,current_policy,United States,0.95,global,Pyro,0.0,0.0
2040,current_policy,United States,0.95,target_region,Direct,0.0,0.0
2040,current_policy,United States,0.95,target_region,Hydro,95317.88670152129,100.0
2040,current_policy,United States,0.95,target_region,Pyro,0.0,0.0
2040,current_policy,United States,0.99,global,Direct,50117.48517270089,7.3224547506940505
2040,current_policy,United States,0.99,global,Hydro,634318.0884025481,92.67754524930596
2040,current_policy,United States,0.99,global,Pyro,0.0,0.0
2040,current_policy,United States,0.99,target_region,Direct,50117.48517270089,52.015404035607126
2040,current_policy,United States,0.99,target_region,Hydro,46233.751738566745,47.98459596439287
2040,current_policy,United States,0.99,target_region,Pyro,0.0,0.0
2040,current_policy,United States,1.0,global,Direct,97319.85881104933,14.198804596545783
2040,current_policy,United States,1.0,global,Hydro,588088.9595814851,85.80119540345422
