,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Direct,0.0
11,Afghanistan,NCA,Direct,0.0
7,Afghanistan,NMC111,Direct,0.0
10,Afghanistan,NMC523,Direct,0.0
8,Afghanistan,NMC622,Direct,0.0
9,Afghanistan,NMC811,Direct,0.0
18,Albania,LFP,Direct,-599.7495083522302
23,Albania,NCA,Direct,-34.188795487330815
19,Albania,NMC111,Direct,-52.557599753781695
22,Albania,NMC523,Direct,-54.77582908139779
20,Albania,NMC622,Direct,-66.99552249253051
21,Albania,NMC811,Direct,-83.47758562385268
264,Algeria,LFP,Direct,0.0
269,Algeria,NCA,Direct,-21.54191351770626
265,Algeria,NMC111,Direct,-51.505294450714096
268,Algeria,NMC523,Direct,-56.01608113156868
266,Algeria,NMC622,Direct,-72.55169058149463
267,Algeria,NMC811,Direct,-82.70223490207376
24,Andorra,LFP,Direct,0.0
29,Andorra,NCA,Direct,-258.2589565493732
25,Andorra,NMC111,Direct,-443.3624909983644
28,Andorra,NMC523,Direct,-460.62492148267825
26,Andorra,NMC622,Direct,-643.0677242863358
27,Andorra,NMC811,Direct,-735.4122731652261
12,Angola,LFP,Direct,0.0
17,Angola,NCA,Direct,-95.49796763159877
13,Angola,NMC111,Direct,-173.1485387545401
16,Angola,NMC523,Direct,-189.84489432340837
14,Angola,NMC622,Direct,-269.7105241052388
15,Angola,NMC811,Direct,-359.18758930386497
36,Argentina,LFP,Direct,0.0
41,Argentina,NCA,Direct,-3.046682406015291
37,Argentina,NMC111,Direct,-19.621628223711543
40,Argentina,NMC523,Direct,-23.610610497591313
38,Argentina,NMC622,Direct,-24.753041754736813
39,Argentina,NMC811,Direct,-27.245353973084978
42,Armenia,LFP,Direct,0.0
47,Armenia,NCA,Direct,0.0
43,Armenia,NMC111,Direct,-253.08572610094652
46,Armenia,NMC523,Direct,0.0
44,Armenia,NMC622,Direct,0.0
45,Armenia,NMC811,Direct,-76.65681393467389
0,Aruba,LFP,Direct,0.0
5,Aruba,NCA,Direct,-134.10483992941263
1,Aruba,NMC111,Direct,-266.1817377762969
4,Aruba,NMC523,Direct,-250.24965812226162
2,Aruba,NMC622,Direct,0.0
3,Aruba,NMC811,Direct,-51.3842312389274
48,Australia,LFP,Direct,0.0
53,Australia,NCA,Direct,-10.755623337937985
49,Australia,NMC111,Direct,-33.72470879159726
52,Australia,NMC523,Direct,-35.39835432161509
50,Australia,NMC622,Direct,-39.870420780654264
51,Australia,NMC811,Direct,-43.3425277986205
54,Austria,LFP,Direct,-67.58559845899602
59,Austria,NCA,Direct,5.008222610849597
55,Austria,NMC111,Direct,-1.75672139908515
58,Austria,NMC523,Direct,-6.628229905040582
56,Austria,NMC622,Direct,-0.5961175857181324
57,Austria,NMC811,Direct,-1.013413620791851
60,Azerbaijan,LFP,Direct,0.0
65,Azerbaijan,NCA,Direct,-19.846617571605655
61,Azerbaijan,NMC111,Direct,-51.582095795438654
64,Azerbaijan,NMC523,Direct,-51.55699955289732
62,Azerbaijan,NMC622,Direct,-62.8505763358204
63,Azerbaijan,NMC811,Direct,-69.39542888788914
108,Bahamas,LFP,Direct,0.0
113,Bahamas,NCA,Direct,-4344.073177874244
109,Bahamas,NMC111,Direct,0.0
112,Bahamas,NMC523,Direct,0.0
110,Bahamas,NMC622,Direct,0.0
111,Bahamas,NMC811,Direct,0.0
102,Bahrain,LFP,Direct,0.0
107,Bahrain,NCA,Direct,-198.9253155712752
103,Bahrain,NMC111,Direct,-263.8735203911016
106,Bahrain,NMC523,Direct,-323.64525237597894
104,Bahrain,NMC622,Direct,0.0
105,Bahrain,NMC811,Direct,0.0
90,Bangladesh,LFP,Direct,0.0
95,Bangladesh,NCA,Direct,-1512.5766715902012
91,Bangladesh,NMC111,Direct,-3059.1857862767492
94,Bangladesh,NMC523,Direct,-3755.7388377551956
92,Bangladesh,NMC622,Direct,-6221.765135989359
93,Bangladesh,NMC811,Direct,-7243.656288412966
144,Barbados,LFP,Direct,0.0
149,Barbados,NCA,Direct,-45.79777613751493
145,Barbados,NMC111,Direct,-103.66833722833069
148,Barbados,NMC523,Direct,-98.170233891801
146,Barbados,NMC622,Direct,-129.19876638287383
147,Barbados,NMC811,Direct,-140.76547901734125
120,Belarus,LFP,Direct,0.0
125,Belarus,NCA,Direct,-7.594847754775341
121,Belarus,NMC111,Direct,-29.74926602715753
124,Belarus,NMC523,Direct,-31.574333038007225
122,Belarus,NMC622,Direct,-35.92947900053688
123,Belarus,NMC811,Direct,-39.59514511425546
72,Belgium,LFP,Direct,-59.94708375269662
77,Belgium,NCA,Direct,5.373924602444827
73,Belgium,NMC111,Direct,-1.2488170373761125
76,Belgium,NMC523,Direct,-6.149295729129279
74,Belgium,NMC622,Direct,0.11492690573750547
75,Belgium,NMC811,Direct,-0.09271024195556393
78,Benin,LFP,Direct,0.0
