,country,type,recycling_m,net_profit
6,Afghanistan,LFP,Hydro,0.0
11,Afghanistan,NCA,Hydro,0.0
7,Afghanistan,NMC111,Hydro,0.0
10,Afghanistan,NMC523,Hydro,0.0
8,Afghanistan,NMC622,Hydro,0.0
9,Afghanistan,NMC811,Hydro,0.0
18,Albania,LFP,Hydro,-3986.3525319016603
23,Albania,NCA,Hydro,-86.82783058076778
19,Albania,NMC111,Hydro,-129.86062500123703
22,Albania,NMC523,Hydro,-120.27092207802043
20,Albania,NMC622,Hydro,-194.32112462633793
21,Albania,NMC811,Hydro,-268.0672621116898
264,Algeria,LFP,Hydro,0.0
269,Algeria,NCA,Hydro,-51.659976956780845
265,Algeria,NMC111,Hydro,-128.32069063122574
268,Algeria,NMC523,Hydro,-126.44889009162527
266,Algeria,NMC622,Hydro,-219.23397740724232
267,Algeria,NMC811,Hydro,-268.6371801523423
24,Andorra,LFP,Hydro,0.0
29,Andorra,NCA,Hydro,-1242.128695286681
25,Andorra,NMC111,Hydro,-2601.0367902183016
28,Andorra,NMC523,Hydro,-2702.6640137623785
26,Andorra,NMC622,Hydro,-4449.700821087163
27,Andorra,NMC811,Hydro,-5401.935367490741
12,Angola,LFP,Hydro,0.0
17,Angola,NCA,Hydro,-325.0642713513505
13,Angola,NMC111,Hydro,-695.3699055240736
16,Angola,NMC523,Hydro,-761.6519678270244
14,Angola,NMC622,Hydro,-1321.78994514684
15,Angola,NMC811,Hydro,-1988.7323602661554
36,Argentina,LFP,Hydro,0.0
41,Argentina,NCA,Hydro,-9.01994298955539
37,Argentina,NMC111,Hydro,-34.83068245601095
40,Argentina,NMC523,Hydro,-32.30128234600834
38,Argentina,NMC622,Hydro,-57.921971471004525
39,Argentina,NMC811,Hydro,-70.87174482381448
42,Armenia,LFP,Hydro,0.0
47,Armenia,NCA,Hydro,0.0
43,Armenia,NMC111,Hydro,-1210.3312053528232
46,Armenia,NMC523,Hydro,0.0
44,Armenia,NMC622,Hydro,0.0
45,Armenia,NMC811,Hydro,-244.8101470849211
0,Aruba,LFP,Hydro,0.0
5,Aruba,NCA,Hydro,-569.9783339181776
1,Aruba,NMC111,Hydro,-1460.7039720039727
4,Aruba,NMC523,Hydro,-1295.1134694313387
2,Aruba,NMC622,Hydro,0.0
3,Aruba,NMC811,Hydro,-156.17157065523006
48,Australia,LFP,Hydro,0.0
53,Australia,NCA,Hydro,-17.054522079308057
49,Australia,NMC111,Hydro,-55.27101751459242
52,Australia,NMC523,Hydro,-47.40209582695115
50,Australia,NMC622,Hydro,-79.61082503278287
51,Australia,NMC811,Hydro,-94.33161815958732
54,Austria,LFP,Hydro,-180.29311866920702
59,Austria,NCA,Hydro,3.7340335558599826
55,Austria,NMC111,Hydro,1.3872056606298637
58,Austria,NMC523,Hydro,1.2790771485698138
56,Austria,NMC622,Hydro,-1.7438304837472307
57,Austria,NMC811,Hydro,-5.381413340122456
60,Azerbaijan,LFP,Hydro,0.0
65,Azerbaijan,NCA,Hydro,-46.8294926144823
61,Azerbaijan,NMC111,Hydro,-128.75996223688531
64,Azerbaijan,NMC523,Hydro,-111.47747770150008
62,Azerbaijan,NMC622,Hydro,-182.06430331433646
63,Azerbaijan,NMC811,Hydro,-214.9139292341657
108,Bahamas,LFP,Hydro,0.0
113,Bahamas,NCA,Hydro,-89213.44520914395
109,Bahamas,NMC111,Hydro,0.0
112,Bahamas,NMC523,Hydro,0.0
110,Bahamas,NMC622,Hydro,0.0
111,Bahamas,NMC811,Hydro,0.0
102,Bahrain,LFP,Hydro,0.0
107,Bahrain,NCA,Hydro,-891.0620461916506
103,Bahrain,NMC111,Hydro,-1284.510017551156
106,Bahrain,NMC523,Hydro,-1680.0305861639665
104,Bahrain,NMC622,Hydro,0.0
105,Bahrain,NMC811,Hydro,0.0
90,Bangladesh,LFP,Hydro,0.0
95,Bangladesh,NCA,Hydro,-13119.01102147657
91,Bangladesh,NMC111,Hydro,-34651.061661820684
94,Bangladesh,NMC523,Hydro,-45965.21413131461
92,Bangladesh,NMC622,Hydro,-92831.96924849063
93,Bangladesh,NMC811,Hydro,-114668.99716372624
144,Barbados,LFP,Hydro,0.0
149,Barbados,NCA,Hydro,-134.86162399067805
145,Barbados,NMC111,Hydro,-372.4390204036662
148,Barbados,NMC523,Hydro,-318.94770602650607
146,Barbados,NMC622,Hydro,-530.2669593980283
147,Barbados,NMC811,Hydro,-609.1374191768228
120,Belarus,LFP,Hydro,0.0
125,Belarus,NCA,Hydro,-18.02258469199786
121,Belarus,NMC111,Hydro,-60.00337040092481
124,Belarus,NMC523,Hydro,-51.32877025195403
122,Belarus,NMC622,Hydro,-87.80622283810027
123,Belarus,NMC811,Hydro,-105.09771203639497
72,Belgium,LFP,Hydro,-11.477428382410881
77,Belgium,NCA,Hydro,8.006935651173857
73,Belgium,NMC111,Hydro,7.517827743855744
76,Belgium,NMC523,Hydro,6.971801288317254
74,Belgium,NMC622,Hydro,7.1881235613969015
75,Belgium,NMC811,Hydro,6.750013566929558
78,Benin,LFP,Hydro,0.0
83,Benin,NCA,Hydro,-54.56995319686512
79,Benin,NMC111,Hydro,-156.2398892448376
82,Benin,NMC523,Hydro,-133.8914655018459
80,Benin,NMC622,Hydro,-223.08408433494583
81,Benin,NMC811,Hydro,-264.29777964054693
126,Bermuda,LFP,Hydro,0.0
131,Bermuda,NCA,Hydro,0.0
127,Bermuda,NMC111,Hydro,-1016.0370549771831
130,Bermuda,NMC523,Hydro,0.0
128,Bermuda,NMC622,Hydro,0.0
129,Bermuda,NMC811,Hydro,0.0
132,Bolivia (Plurinational State of),LFP,Hydro,0.0
137,Bolivia (Plurinational State of),NCA,Hydro,-24.872265135861056
133,Bolivia (Plurinational State of),NMC111,Hydro,-80.11797161837117
136,Bolivia (Plurinational State of),NMC523,Hydro,-68.34409478446153
134,Bolivia (Plurinational State of),NMC622,Hydro,-117.21203288704879
135,Bolivia (Plurinational State of),NMC811,Hydro,-141.1919061167336
114,Bosnia Herzegovina,LFP,Hydro,0.0
119,Bosnia Herzegovina,NCA,Hydro,-121.96835626427168
115,Bosnia Herzegovina,NMC111,Hydro,-311.25969806171526
118,Bosnia Herzegovina,NMC523,Hydro,-270.3704752414224
116,Bosnia Herzegovina,NMC622,Hydro,-432.1341813160114
117,Bosnia Herzegovina,NMC811,Hydro,-507.30592998634233
156,Botswana,LFP,Hydro,0.0
161,Botswana,NCA,Hydro,-72.69821006677117
157,Botswana,NMC111,Hydro,-201.79675789139358
160,Botswana,NMC523,Hydro,-174.11793583743383
158,Botswana,NMC622,Hydro,-289.52131234415083
159,Botswana,NMC811,Hydro,-346.68650303057024
138,Brazil,LFP,Hydro,0.0
143,Brazil,NCA,Hydro,8.451346447385655
139,Brazil,NMC111,Hydro,8.114883766913572
142,Brazil,NMC523,Hydro,7.531408898919115
140,Brazil,NMC622,Hydro,7.989314409308372
141,Brazil,NMC811,Hydro,7.7847107933564095
150,Brunei Darussalam,LFP,Hydro,0.0
155,Brunei Darussalam,NCA,Hydro,-1712.855544092179
151,Brunei Darussalam,NMC111,Hydro,-5811.932705397918
154,Brunei Darussalam,NMC523,Hydro,-5018.892673482305
152,Brunei Darussalam,NMC622,Hydro,-9763.394591234583
153,Brunei Darussalam,NMC811,Hydro,-12346.808655655777
96,Bulgaria,LFP,Hydro,-1902.6938884618455
101,Bulgaria,NCA,Hydro,-28.22761826338555
97,Bulgaria,NMC111,Hydro,-46.15358007467222
100,Bulgaria,NMC523,Hydro,-42.51334541972496
98,Bulgaria,NMC622,Hydro,-73.36266975992315
99,Bulgaria,NMC811,Hydro,-105.1411769728556
84,Burkina Faso,LFP,Hydro,0.0
89,Burkina Faso,NCA,Hydro,-55.848391742572815
85,Burkina Faso,NMC111,Hydro,-158.6995328013258
88,Burkina Faso,NMC523,Hydro,-136.5693914986397
86,Burkina Faso,NMC622,Hydro,-227.72514329143496
87,Burkina Faso,NMC811,Hydro,-269.386112333587
66,Burundi,LFP,Hydro,0.0
71,Burundi,NCA,Hydro,-121.07180401383556
67,Burundi,NMC111,Hydro,-302.67191978893334
70,Burundi,NMC523,Hydro,-274.1536166639623
68,Burundi,NMC622,Hydro,-465.958467548752
69,Burundi,NMC811,Hydro,-560.74996418566
186,C?te d'Ivoire,LFP,Hydro,0.0
191,C?te d'Ivoire,NCA,Hydro,-113.55574416518648
187,C?te d'Ivoire,NMC111,Hydro,-286.4835745375374
190,C?te d'Ivoire,NMC523,Hydro,-267.26547385471474
188,C?te d'Ivoire,NMC622,Hydro,-449.3968024694549
189,C?te d'Ivoire,NMC811,Hydro,-546.0160380085836
216,Cabo Verde,LFP,Hydro,0.0
221,Cabo Verde,NCA,Hydro,-1603.4171526246325
217,Cabo Verde,NMC111,Hydro,-4048.367782885858
220,Cabo Verde,NMC523,Hydro,-3578.1895463904875
218,Cabo Verde,NMC622,Hydro,-5918.622267965513
219,Cabo Verde,NMC811,Hydro,-7108.008194624111
468,Cambodia,LFP,Hydro,0.0
473,Cambodia,NCA,Hydro,-72.3546537031704
469,Cambodia,NMC111,Hydro,-275.0439282240189
472,Cambodia,NMC523,Hydro,-227.49169773965212
470,Cambodia,NMC622,Hydro,-445.494164403591
471,Cambodia,NMC811,Hydro,-565.134850725709
192,Cameroon,LFP,Hydro,0.0
197,Cameroon,NCA,Hydro,-1901.875774688636
193,Cameroon,NMC111,Hydro,-2320.502077983081
196,Cameroon,NMC523,Hydro,-4354.9952893590535
194,Cameroon,NMC622,Hydro,-10404.025868110442
195,Cameroon,NMC811,Hydro,-54019.17376404064
162,Canada,LFP,Hydro,0.0
167,Canada,NCA,Hydro,6.838451831761965
163,Canada,NMC111,Hydro,4.176139399696188
166,Canada,NMC523,Hydro,4.117466602410428
164,Canada,NMC622,Hydro,2.54172811649753
165,Canada,NMC811,Hydro,1.4234891110657748
228,Cayman Isds,LFP,Hydro,0.0
233,Cayman Isds,NCA,Hydro,-1083.3370759317643
229,Cayman Isds,NMC111,Hydro,-2891.0249878590544
232,Cayman Isds,NMC523,Hydro,-2479.655317627562
230,Cayman Isds,NMC622,Hydro,-4092.5604567670257
231,Cayman Isds,NMC811,Hydro,-4815.074738544522
174,Chile,LFP,Hydro,0.0
179,Chile,NCA,Hydro,-49.728183310121786
175,Chile,NMC111,Hydro,-146.16382256278294
178,Chile,NMC523,Hydro,-124.93941345100546
176,Chile,NMC622,Hydro,-210.49515019919764
177,Chile,NMC811,Hydro,-249.91544740112667
180,China,LFP,Hydro,1.536018210853568
185,China,NCA,Hydro,8.072435586985156
181,China,NMC111,Hydro,7.991568141457828
184,China,NMC523,Hydro,7.242442143812677
182,China,NMC622,Hydro,7.870916629189848
183,China,NMC811,Hydro,7.6099351306731755
204,Colombia,LFP,Hydro,0.0
209,Colombia,NCA,Hydro,-9.942022764591261
205,Colombia,NMC111,Hydro,-40.36096280507081
208,Colombia,NMC523,Hydro,-34.31829068794257
206,Colombia,NMC622,Hydro,-61.11665485822768
207,Colombia,NMC811,Hydro,-74.22269069649946
210,Comoros,LFP,Hydro,0.0
215,Comoros,NCA,Hydro,-3682.2932403885275
211,Comoros,NMC111,Hydro,-9619.227020234983
214,Comoros,NMC523,Hydro,-8277.416776253931
212,Comoros,NMC622,Hydro,-13527.58389115822
213,Comoros,NMC811,Hydro,-16129.60195572637
198,Congo,LFP,Hydro,0.0
203,Congo,NCA,Hydro,0.0
199,Congo,NMC111,Hydro,-1425.202459050852
202,Congo,NMC523,Hydro,0.0
200,Congo,NMC622,Hydro,0.0
201,Congo,NMC811,Hydro,-505.5206344671658
222,Costa Rica,LFP,Hydro,0.0
227,Costa Rica,NCA,Hydro,-39.60345708451547
223,Costa Rica,NMC111,Hydro,-113.49334064038074
226,Costa Rica,NMC523,Hydro,-101.6493081997304
224,Costa Rica,NMC622,Hydro,-173.9403594865523
225,Costa Rica,NMC811,Hydro,-211.86796454699544
378,Croatia,LFP,Hydro,-1673.7723523312886
383,Croatia,NCA,Hydro,-31.559852869975884
379,Croatia,NMC111,Hydro,-49.83447047541134
382,Croatia,NMC523,Hydro,-46.14400271477137
380,Croatia,NMC622,Hydro,-76.98674363784346
381,Croatia,NMC811,Hydro,-108.08382922070106
234,Cyprus,LFP,Hydro,-3362.93907305474
239,Cyprus,NCA,Hydro,-67.56049185542547
235,Cyprus,NMC111,Hydro,-102.59874774234284
238,Cyprus,NMC523,Hydro,-94.89975265035645
236,Cyprus,NMC622,Hydro,-155.34644348473475
237,Cyprus,NMC811,Hydro,-216.03677144432183
240,Czechia,LFP,Hydro,-49.00244234297876
