,country,total_costs,scrap,unit_cost
0,Afghanistan,21312844.99032893,0.0533955200458539,399150.43381965987
1,Albania,130196556.19300073,32541.804646119144,4.000901536004017
2,Algeria,41242636.54215558,1256.5052085943355,32.82329134814659
3,Andorra,6639794.367965273,7.343499547073731,904.1730479320485
4,Angola,31059132.83289879,489.7680692629732,63.416001944834996
5,Argentina,65935801.15965384,6086.550459041276,10.83303286539084
6,Armenia,9581680.531534903,20.30249185363444,471.94603502917516
7,Aruba,12249436.402607339,19.223913168855397,637.1978636718259
8,Australia,144017803.86018628,58254.36361617377,2.4722234510892696
9,Austria,108816181.12960513,18085.34662037306,6.016814795632626
10,Azerbaijan,63947963.756319635,5174.532835658241,12.35821006210408
11,Bahamas,1259937.5189546745,0.021545422036856,58478.200928225124
12,Bahrain,5100990.7432235265,3.2289295035899124,1579.7776747842474
13,Bangladesh,35103309.85852952,3.04268297761472,11536.959360139585
14,Barbados,9899780.410958607,8.459505688338867,1170.255186967379
15,Belarus,86773634.41404596,14382.018606214919,6.033480889570562
16,Belgium,117911638.25430204,24270.054139415577,4.858317891545559
17,Benin,108357359.17311242,31071.794945648602,3.4873221634814873
18,Bermuda,5404648.641942432,2.424590086089403,2229.0978887320025
19,Bolivia (Plurinational State of),68903738.03323194,7098.970019882563,9.70615988520146
20,Bosnia Herzegovina,32982620.93586752,754.6300535679349,43.70700687035159
21,Botswana,34186361.702250436,673.5228654509986,50.7575369090979
22,Brazil,-13795616.767282262,716428.9721361059,-0.019256084418458438
23,Brunei Darussalam,42047535.639364876,34.22468247647332,1228.5734328804697
24,Bulgaria,156284050.42395973,76016.2647431215,2.055929095596629
25,Burkina Faso,68725871.51710203,6848.606951760021,10.035014711924765
26,Burundi,39205816.44986364,1061.5065415617105,36.93412608855263
27,C?te d'Ivoire,33965627.81108941,659.1467956516849,51.52968661177863
28,Cabo Verde,14969429.680571757,43.36497943519787,345.19628224293785
29,Cambodia,62638009.96317998,8284.396559461184,7.560962287789607
30,Cameroon,4542662.843418109,1.3660540765286913,3325.390203410955
31,Canada,282415526.8357887,612265.6812873384,0.46126303574942684
32,Cayman Isds,4032181.855383886,0.3741899626775655,10775.7616653613
33,Chile,90514491.85615969,18297.103337793433,4.946930133427089
34,China,127466528.38156824,12589012.166949838,0.010125220842681242
35,Colombia,73115133.33042273,8721.04892021588,8.38375452302965
36,Comoros,14885117.282938037,42.55935216692948,349.74962082492505
