From Region,To Region,Amount Transported,Remaining Storage
Brazil,China,0.009000000000000001,241.136826917479
Czechia,China,0.003,241.145826917479
Romania,Germany,0.001,7.120169235245627
Serbia,Germany,0.005,7.116169235245627
Slovakia,China,0.003,241.15282691747902
Turkey,Germany,0.17200000000000013,6.9451692352456265
Viet Nam,China,0.4280000000000003,240.714826917479
