,country,total_netprofits,scrap_sum,net_profit
0,Australia,-41843401.5034016,1024.3653569847063,-40.848122418519395
1,Belgium,-63285452.33673855,3048.8930969081794,-20.75686169545106
2,Brazil,-55777611.11247773,2093.4158560581373,-26.644305263602007
3,Canada,-60947402.36107561,3505.7381588067774,-17.385041209643518
4,Czechia,-19533471.684300892,91.89390260039775,-212.5654818387955
5,Finland,-45331155.6946345,1071.9731617768803,-42.287584531962096
6,France,-81166771.57670352,12176.170837676873,-6.666034228556336
7,Germany,-73241792.1388964,23788.978010101135,-3.0788120493363316
8,Hungary,-45840011.17774615,1015.5583217870785,-45.137743637491404
9,India,-52959920.0315259,2196.5668166026717,-24.110315985487098
10,Italy,-75600872.53652917,4677.706364323373,-16.161953455037953
11,Japan,-59975005.342507794,3420.554434922119,-17.53370878422326
12,Korea,-63540417.34314069,3746.267685980484,-16.960992291321197
13,Netherlands,-72761424.4771182,6069.47176797184,-11.988098348372741
14,Norway,-66801491.82676408,6878.497549666876,-9.71163998306567
15,Poland,-51457334.35462464,1479.1872833731163,-34.78757215738234
16,Romania,-33133660.053788107,344.7626776658467,-96.10570459109307
17,Russian Federation,-50242807.97392699,1951.6468446163167,-25.7438009917232
18,Serbia,-18299506.375498958,101.16051785261413,-180.8957364389972
19,Slovakia,-45707736.76006886,999.8184614207577,-45.716035984290045
20,Spain,-72843856.10840316,5267.413442669967,-13.829151043719818
21,Sweden,-72915984.6858827,5683.02634317722,-12.830485076568804
22,Switzerland,-48467891.05832389,1596.1952306055778,-30.364638440835172
23,Thailand,-63072826.66803366,13720.167021887264,-4.5970888377244945
24,Turkey,-64892052.88411272,5218.625663600909,-12.434701599067463
25,USA,21071580.77036444,42065.71066494052,0.5009205939298788
26,United Kingdom,-70520359.6638397,9015.910236445023,-7.821768164768897
27,Viet Nam,-55711657.02957967,3000.0,-18.570552343193224
