,country,type,recycling_m,scrap_sum,unit_cost,net_profit
0,Aruba,LFP,Direct,0.0,0.0,0.0
1,Aruba,LFP,Hydro,0.0,0.0,0.0
2,Aruba,LFP,Pyro,0.0,0.0,0.0
3,Aruba,NMC111,Direct,2.807974758271661,190.51274468371935,-185.17612566606735
4,Aruba,NMC111,Hydro,2.807974758271661,869.447980537159,-861.347412981737
5,Aruba,NMC111,Pyro,2.807974758271661,858.0137225903555,-853.4656558491156
6,Aruba,NMC622,Direct,0.5476565769509383,418.206428197361,-409.62356075135597
7,Aruba,NMC622,Hydro,0.5476565769509383,2783.436774435938,-2775.467708849989
8,Aruba,NMC622,Pyro,0.5476565769509383,2518.924166707782,-2514.343174531902
9,Aruba,NMC811,Direct,0.2186477659289724,650.4330420187093,-640.1134617388093
10,Aruba,NMC811,Hydro,0.2186477659289724,5351.117299889784,-5343.356404827275
11,Aruba,NMC811,Pyro,0.2186477659289724,4612.620056016344,-4608.081209096444
12,Aruba,NMC523,Direct,1.763450860099916,238.2888993636248,-238.1780765422448
13,Aruba,NMC523,Hydro,1.763450860099916,1210.7662498558693,-1203.2471228770157
14,Aruba,NMC523,Pyro,1.763450860099916,1165.7497962132657,-1161.5524906659116
15,Aruba,NCA,Direct,3.786287659246765,164.99782411650423,-154.45093640602923
16,Aruba,NCA,Hydro,3.786287659246765,702.7968614820988,-694.3509063708789
17,Aruba,NCA,Pyro,3.786287659246765,704.6275918642925,-699.5968280697285
18,Afghanistan,LFP,Direct,0.0,0.0,0.0
19,Afghanistan,LFP,Hydro,0.0,0.0,0.0
20,Afghanistan,LFP,Pyro,0.0,0.0,0.0
21,Afghanistan,NMC111,Direct,0.06031600239462776,1016.7274618891646,-1011.3908428715126
22,Afghanistan,NMC111,Hydro,0.06031600239462776,8663.384489283631,-8655.283921728209
23,Afghanistan,NMC111,Pyro,0.06031600239462776,7206.6265857920225,-7202.078519050782
24,Afghanistan,NMC622,Direct,0.03706054170699569,1273.042674898934,-1264.459807452929
25,Afghanistan,NMC622,Hydro,0.03706054170699569,11977.043023335118,-11969.07395774917
26,Afghanistan,NMC622,Pyro,0.03706054170699569,9724.303407304677,-9719.722415128797
27,Afghanistan,NMC811,Direct,0.007362275009835715,2684.3630186697756,-2674.0434383898755
28,Afghanistan,NMC811,Hydro,0.007362275009835715,35084.49595652766,-35076.73506146515
29,Afghanistan,NMC811,Pyro,0.007362275009835715,26282.310411544473,-26277.77156462457
30,Afghanistan,NMC523,Direct,0.07480581228549309,920.5417327588086,-920.4309099374286
31,Afghanistan,NMC523,Hydro,0.07480581228549309,7507.717514128813,-7500.198387149959
32,Afghanistan,NMC523,Pyro,0.07480581228549309,6312.619176224936,-6308.421870677583
33,Afghanistan,NCA,Direct,0.23781537645136405,539.7326655125976,-529.1857778021226
34,Afghanistan,NCA,Hydro,0.23781537645136405,3479.1545126468695,-3470.7085575356496
35,Afghanistan,NCA,Pyro,0.23781537645136405,3098.806339393408,-3093.775575598844
36,Angola,LFP,Direct,0.0,0.0,0.0
37,Angola,LFP,Hydro,0.0,0.0,0.0
38,Angola,LFP,Pyro,0.0,0.0,0.0
39,Angola,NMC111,Direct,9.490515094458598,98.4307885128761,-93.09416949522411
40,Angola,NMC111,Hydro,9.490515094458598,299.75765822259956,-291.65709066717756
41,Angola,NMC111,Pyro,9.490515094458598,320.8019085926072,-316.2538418513672
42,Angola,NMC622,Direct,2.194843008045785,193.48946891712714,-184.90660147112214
43,Angola,NMC622,Hydro,2.194843008045785,793.6641942313088,-785.69512864536
44,Angola,NMC622,Pyro,2.194843008045785,789.6431675784513,-785.0621754025713
45,Angola,NMC811,Direct,0.2841938507732278,497.1212976398768,-486.8017173599768
46,Angola,NMC811,Hydro,0.2841938507732278,3090.4324547451897,-3082.6715596826807
47,Angola,NMC811,Pyro,0.2841938507732278,2777.1152117251436,-2772.5763648052425
48,Angola,NMC523,Direct,5.759026882066097,123.95704228207023,-123.84621946069024
49,Angola,NMC523,Hydro,5.759026882066097,417.8655359325455,-410.34640895369193
50,Angola,NMC523,Pyro,5.759026882066097,436.21210556235695,-432.01480001500295
51,Angola,NCA,Direct,17.941966820848037,73.36027889228605,-62.81339118181104
52,Angola,NCA,Hydro,17.941966820848037,196.2652895977137,-187.8193344864937
53,Angola,NCA,Pyro,17.941966820848037,216.81344573171594,-211.78268193715195
54,Albania,LFP,Direct,0.11400693551771005,721.6946874595696,-718.4389067137641
55,Albania,LFP,Hydro,0.11400693551771005,5161.181486180698,-5159.61845816119
56,Albania,LFP,Pyro,0.11400693551771005,4447.261641181438,-4446.504153488791
57,Albania,NMC111,Direct,0.5383472045674382,355.7758828062423,-350.47279407416715
58,Albania,NMC111,Hydro,0.5383472045674382,1870.014691851752,-1861.9457791811014
59,Albania,NMC111,Pyro,0.5383472045674382,1740.0229924250884,-1735.4968493928288
60,Albania,NMC622,Direct,0.2569780758575795,498.33376977798196,-489.78340286201905
61,Albania,NMC622,Hydro,0.2569780758575795,3033.181984274501,-3025.243572820971
62,Albania,NMC622,Pyro,0.2569780758575795,2720.897396640156,-2716.339402169086
63,Albania,NMC811,Direct,0.12076243713228793,703.0102350578084,-692.7220894904726
64,Albania,NMC811,Hydro,0.12076243713228793,4970.475217984311,-4962.743973879913
65,Albania,NMC811,Pyro,0.12076243713228793,4295.155368588012,-4290.640548866177
66,Albania,NMC523,Direct,0.5630317971826349,348.58165398607787,-348.50355729368454
67,Albania,NMC523,Hydro,0.5630317971826349,1815.9784616182462,-1808.490249914539
68,Albania,NMC523,Pyro,0.5630317971826349,1693.4967231790247,-1689.322053588832
69,Albania,NCA,Direct,0.8313154938335603,291.8711977297169,-281.35646550539656
70,Albania,NCA,Hydro,0.8313154938335603,1407.4297949413003,-1399.0133337166494
71,Albania,NCA,Pyro,0.8313154938335603,1338.0633247144447,-1333.0563145660296
72,Andorra,LFP,Direct,0.0,0.0,0.0
73,Andorra,LFP,Hydro,0.0,0.0,0.0
74,Andorra,LFP,Pyro,0.0,0.0,0.0
75,Andorra,NMC111,Direct,0.5204585562297626,361.2966744579615,-355.9600554403095
76,Andorra,NMC111,Hydro,0.5204585562297626,1911.805958732558,-1903.705391177136
77,Andorra,NMC111,Pyro,0.5204585562297626,1775.936237288911,-1771.3881705476708
78,Andorra,NMC622,Direct,0.06143242670001394,956.5649842183881,-947.982116772383
79,Andorra,NMC622,Hydro,0.06143242670001394,7733.551718209117,-7725.5826526231685
80,Andorra,NMC622,Pyro,0.06143242670001394,6462.958331041679,-6458.377338865799
81,Andorra,NMC811,Direct,0.003690561982619376,3445.2339099676874,-3434.9143296877874
82,Andorra,NMC811,Hydro,0.003690561982619376,48657.859380614595,-48650.09848555209
83,Andorra,NMC811,Pyro,0.003690561982619376,35379.877623379056,-35375.33877645915
84,Andorra,NMC523,Direct,0.2268787824683628,527.4395760632909,-527.3287532419109
85,Andorra,NMC523,Hydro,0.2268787824683628,3290.6605970116384,-3283.1414700327846
86,Andorra,NMC523,Pyro,0.2268787824683628,2933.722128192685,-2929.524822645331
87,Andorra,NCA,Direct,0.6756244559812016,320.7956956640786,-310.2488079536036
88,Andorra,NCA,Hydro,0.6756244559812016,1611.8673464926023,-1603.4213913813824
89,Andorra,NCA,Pyro,0.6756244559812016,1516.7766674355883,-1511.7459036410241
90,United Arab Emirates,LFP,Direct,0.0,0.0,0.0
91,United Arab Emirates,LFP,Hydro,0.0,0.0,0.0
92,United Arab Emirates,LFP,Pyro,0.0,0.0,0.0
93,United Arab Emirates,NMC111,Direct,377.0700372707177,17.982870392054316,-12.646251374402317
94,United Arab Emirates,NMC111,Hydro,377.0700372707177,25.892147906750026,-17.791580351328022
95,United Arab Emirates,NMC111,Pyro,377.0700372707177,33.22763140443109,-28.679564663191087
96,United Arab Emirates,NMC622,Direct,100.93375139591534,32.9577835423651,-24.374916096360096
97,United Arab Emirates,NMC622,Hydro,100.93375139591534,62.139247928413404,-54.17018234246461
98,United Arab Emirates,NMC622,Pyro,100.93375139591534,74.26249236601629,-69.68150019013629
99,United Arab Emirates,NMC811,Direct,30.676389483770148,56.9777789314293,-46.6581986515293
100,United Arab Emirates,NMC811,Hydro,30.676389483770148,137.06580611706661,-129.3049110545578
101,United Arab Emirates,NMC811,Pyro,30.676389483770148,153.59779733209535,-149.05895041219435
102,United Arab Emirates,NMC523,Direct,281.87005061979403,20.556389262131322,-20.44556644075132
103,United Arab Emirates,NMC523,Hydro,281.87005061979403,31.412996599472518,-23.893869620618915
104,United Arab Emirates,NMC523,Pyro,281.87005061979403,39.68371670657388,-35.486411159219884
105,United Arab Emirates,NCA,Direct,681.5372396717489,13.699257742646562,-3.152370032171561
106,United Arab Emirates,NCA,Hydro,681.5372396717489,17.474915802257623,-9.028960691037621
107,United Arab Emirates,NCA,Pyro,681.5372396717489,23.15456135409676,-18.12379755953276
108,Argentina,LFP,Direct,0.5333896736474601,423.5502476848971,-420.27278513136247
109,Argentina,LFP,Hydro,0.5333896736474601,2836.23295291859,-2834.6622056614738
110,Argentina,LFP,Pyro,0.5333896736474601,2563.1154448857105,-2562.343386191982
111,Argentina,NMC111,Direct,200.99431547273,24.419587100498013,-19.091880405522726
112,Argentina,NMC111,Hydro,200.99431547273,41.580981777644425,-33.48882806488804
113,Argentina,NMC111,Pyro,200.99431547273,51.455402366651604,-46.913162929454586
114,Argentina,NMC622,Direct,39.53894284652014,53.38418727560909,-44.809958444095905
115,Argentina,NMC622,Hydro,39.53894284652014,132.3061372348069,-124.34521949236125
116,Argentina,NMC622,Pyro,39.53894284652014,150.2092858283892,-145.63440642377154
117,Argentina,NMC811,Direct,9.4895323912837,106.0565365760153,-95.74531161718707
118,Argentina,NMC811,Hydro,9.4895323912837,365.4062449404463,-357.65323107852436
119,Argentina,NMC811,Pyro,9.4895323912837,384.6365193598391,-380.1040588496716
120,Argentina,NMC523,Direct,118.18098069247479,31.526679540998025,-31.424555298126094
121,Argentina,NMC523,Hydro,118.18098069247479,60.68412878680069,-53.17321906297495
122,Argentina,NMC523,Pyro,118.18098069247479,73.01127243193599,-68.81998350361302
123,Argentina,NCA,Direct,274.76640944092884,21.009992607795827,-10.471651799427567
124,Argentina,NCA,Hydro,274.76640944092884,33.28424100450419,-24.84612534438255
125,Argentina,NCA,Pyro,274.76640944092884,41.87645317580104,-36.852003081093365
126,Armenia,LFP,Direct,0.0,0.0,0.0
127,Armenia,LFP,Hydro,0.0,0.0,0.0
128,Armenia,LFP,Pyro,0.0,0.0,0.0
129,Armenia,NMC111,Direct,3.886351305155997,147.2770639904357,-141.9404449727837
130,Armenia,NMC111,Hydro,3.886351305155997,540.6560510085677,-532.5554834531457
131,Armenia,NMC111,Pyro,3.886351305155997,541.8699420120548,-537.3218752708149
132,Armenia,NMC622,Direct,1.1612066889397406,256.6162976906544,-248.0334302446494
133,Armenia,NMC622,Hydro,1.1612066889397406,1206.1456825598073,-1198.1766169738585
134,Armenia,NMC622,Pyro,1.1612066889397406,1132.468759868006,-1127.8877676921259
135,Armenia,NMC811,Direct,0.3862766074491805,425.60200443443404,-415.28242415453406
136,Armenia,NMC811,Hydro,0.3862766074491805,2505.5954251351227,-2497.8345300726137
137,Armenia,NMC811,Pyro,0.3862766074491805,2216.710517676085,-2212.171670756184
138,Armenia,NMC523,Direct,2.876337783784832,169.12694828757054,-169.01612546619054
139,Armenia,NMC523,Hydro,2.876337783784832,660.2948000858183,-652.7756731069647
140,Armenia,NMC523,Pyro,2.876337783784832,651.1028928843963,-646.9055873370423
141,Armenia,NCA,Direct,8.347346245870433,103.63996669842267,-93.09307898794766
142,Armenia,NCA,Hydro,8.347346245870433,325.3802490959985,-316.9342939847785
143,Armenia,NCA,Pyro,8.347346245870433,339.8634944729847,-334.8327306784207
144,Australia,LFP,Direct,3.2329102510179317,147.75893370512838,-144.52295638107668
145,Australia,LFP,Hydro,3.2329102510179317,612.189884774131,-610.6339072422892
146,Australia,LFP,Pyro,3.2329102510179317,553.5094110432414,-552.7652320047164
147,Australia,NMC111,Direct,100.0654448771035,32.3073930780316,-27.026789551439347
148,Australia,NMC111,Hydro,100.0654448771035,62.54023273368344,-54.492547636147044
149,Australia,NMC111,Pyro,100.0654448771035,72.39035290031023,-67.87891177389172
150,Australia,NMC622,Direct,41.67456105323253,47.620424279684705,-39.09185202140889
151,Australia,NMC622,Hydro,41.67456105323253,111.9400634690396,-104.0222084901865
152,Australia,NMC622,Pyro,41.67456105323253,121.6547571387562,-117.11218478859577
153,Australia,NMC811,Direct,21.620313250489286,63.68373888244994,-53.41667324208603
154,Australia,NMC811,Hydro,21.620313250489286,173.14310283002337,-165.43174247771583
155,Australia,NMC811,Pyro,21.620313250489286,179.48871531304815,-174.99000808403466
156,Australia,NMC523,Direct,94.81400318733084,33.08806171155171,-33.03191096212492
157,Australia,NMC523,Hydro,94.81400318733084,64.82150197214263,-57.35402186383508
158,Australia,NMC523,Pyro,94.81400318733084,74.74039624313701,-70.58090618808146
159,Australia,NCA,Direct,277.9581243655324,20.548581467865933,-10.055412516901255
160,Australia,NCA,Hydro,277.9581243655324,31.715790405187356,-23.31910760140535
161,Australia,NCA,Pyro,277.9581243655324,39.5119712121339,-34.52089011429049
162,Austria,LFP,Direct,39.40644769250936,49.176374164665226,-46.00000883676174
163,Austria,LFP,Hydro,39.40644769250936,108.02249615162378,-106.48774190375924
164,Austria,LFP,Pyro,39.40644769250936,125.60394105709828,-124.8998235517821
165,Austria,NMC111,Direct,466.54465898233576,16.32988270177494,-11.116963840959341
166,Austria,NMC111,Hydro,466.54465898233576,22.306491890906624,-14.32270575095712
167,Austria,NMC111,Pyro,466.54465898233576,29.06668123876581,-24.599495593307243
168,Austria,NMC622,Direct,191.7577718839433,24.278778036381237,-15.815811766113477
169,Austria,NMC622,Hydro,191.7577718839433,39.34567821843999,-31.489702065602987
170,Austria,NMC622,Pyro,191.7577718839433,49.21098048183203,-44.71483159442861
171,Austria,NMC811,Direct,80.25133468899108,35.80747019697432,-25.603859071747866
172,Austria,NMC811,Hydro,80.25133468899108,68.60550637977036,-60.95399983291715
173,Austria,NMC811,Pyro,80.25133468899108,82.43015757381097,-77.97995195588223
174,Austria,NMC523,Direct,446.47750535245865,16.653291143625825,-16.663201779138486
175,Austria,NMC523,Hydro,446.47750535245865,22.941318313523283,-15.536244177299272
176,Austria,NMC523,Pyro,446.47750535245865,29.83337724978288,-25.719580429026927
177,Austria,NCA,Direct,655.4723822012303,14.0319019294136,-3.6036424564273415
178,Austria,NCA,Hydro,655.4723822012303,17.9548605640408,-9.617714499076781
179,Austria,NCA,Pyro,655.4723822012303,23.765812876803633,-18.822681194627847
180,Azerbaijan,LFP,Direct,0.09578818187683033,807.9110340738586,-804.6257221597785
181,Azerbaijan,LFP,Hydro,0.09578818187683033,6326.478014635727,-6324.904472820155
182,Azerbaijan,LFP,Pyro,0.09578818187683033,5190.848029221025,-5190.070695457874
183,Azerbaijan,NMC111,Direct,10.891105806470973,91.7120654727621,-86.37544645511011
184,Azerbaijan,NMC111,Hydro,10.891105806470973,272.6820386559579,-264.5814711005359
185,Azerbaijan,NMC111,Pyro,10.891105806470973,288.9428555978043,-284.3947888565643
186,Azerbaijan,NMC622,Direct,3.100699462085313,163.38757112903068,-154.80470368302568
187,Azerbaijan,NMC622,Hydro,3.100699462085313,628.1606235766994,-620.1915579907507
188,Azerbaijan,NMC622,Pyro,3.100699462085313,621.9350110178178,-617.3540188419378
189,Azerbaijan,NMC811,Direct,1.0053565573015817,274.1913001896562,-263.8717199097562
190,Azerbaijan,NMC811,Hydro,1.0053565573015817,1327.3143075886112,-1319.5534125261024
