,country,total_costs,scrap_sum,unit_cost
0,Afghanistan,2197724.8568265773,0.4173600078483163,5265.7773037643565
1,Albania,4727504.8699186295,2.424441944091211,1949.9352753900278
2,Algeria,20761281.110715404,158.16291161141902,131.26516766283711
3,Andorra,3142278.7705850345,1.4880847833619604,2111.6261692333355
4,Angola,11969174.098949485,35.67054565619175,335.54782745163465
5,Argentina,41433306.22029616,643.5035705175849,64.38706499634553
6,Armenia,8986940.790434683,16.657518631200183,539.5125762370027
7,Aruba,9520990.568583868,9.124017620498254,1043.508568768408
8,Australia,36052839.54629674,539.3653569847065,66.84307599555193
9,Austria,63459993.98489934,1879.9101008014686,33.7569301626946
10,Azerbaijan,13729004.563587505,44.6568151992819,307.4335798986461
11,Bahamas,280606.75332638546,0.005141181921914389,54580.20307165044
12,Bahrain,9093573.304367239,18.459846014763414,492.6137139548498
13,Bangladesh,2529004.3187283827,1.282465451895625,1971.986313541808
14,Barbados,5224767.641600905,1.4960261340764724,3492.430728709336
15,Belarus,20420662.779804446,125.19235746812711,163.11429222030083
16,Belgium,76751095.70178887,3037.8930969081784,25.264580830675854
17,Benin,7848715.595314142,10.833743482589426,724.4693958212662
18,Bermuda,9867885.565023541,14.168776431169945,696.4529091810032
19,Bolivia (Plurinational State of),23729516.745975666,116.55735103500754,203.586616676357
20,Bosnia Herzegovina,8618232.444829788,14.672694051628156,587.3653750637202
21,Botswana,14376284.865093015,48.67789775597712,295.3349575029206
22,Brazil,41051038.37884709,470.415856058137,87.26542239208396
23,Brunei Darussalam,5551960.584446579,3.9901755232090013,1391.4076090521328
24,Bulgaria,8764784.802992046,11.16818758532142,784.7992107969053
25,Burkina Faso,11478150.859121246,25.698316311192933,446.64991745478375
26,Burundi,11019782.349162955,26.164111588300106,421.1793055526757
27,C?te d'Ivoire,12063233.897977162,34.821414437336514,346.4314730720019
28,Cabo Verde,2374672.7992794025,0.5084949390680316,4670.002819756078
29,Cambodia,13771977.812650511,42.57803392718292,323.4526478184359
30,Cameroon,6808119.526086525,8.808404082970037,772.9118080821455
31,Canada,77107787.58140497,3505.7381588067765,21.994736654162903
32,Cayman Isds,1689265.0576205212,0.05431661728115847,31100.33618029632
33,Chile,12773614.285750128,17.83245421187815,716.3127483171473
34,Colombia,35037587.40760787,369.3532370170501,94.86200172652192
35,Comoros,989851.7212652231,0.06566316257324356,15074.688493127318
36,Congo,9636262.9011299,18.48557570645646,521.2855176462933
37,Costa Rica,22980054.000212234,115.0005629765125,199.8255782878701
38,Croatia,8000079.907389313,9.165092617790865,872.8858769915668
39,Cyprus,5951846.668886509,3.9339488076201965,1512.9446161977435
40,Czechia,19933331.15428016,91.89390260039775,216.916798505779
41,Denmark,62564863.46291101,1766.9203267584755,35.408989593599905
42,Dominican Rep.,19054863.35335222,59.91408996053303,318.0364312618977
43,Ecuador,19414386.558298755,65.48758225270048,296.4590520899582
44,Egypt,21611234.09551911,136.49767730482176,158.32675340883398
45,El Salvador,17352204.852319133,52.71952715280322,329.14189086000704
46,Estonia,5907653.53322017,4.870519501195384,1212.941151712921
47,Eswatini,3580975.6004318506,1.4032612696762468,2551.8951301620655
48,Ethiopia,16434267.068346817,70.4857933908464,233.15715519038258
49,Fiji,10467296.695302743,22.646718419711405,462.19926884383153
50,Finland,49924789.11563891,1062.97316177688,46.967121006314
51,France,135638697.99260935,12176.170837676877,11.139684207854643
52,French Polynesia,10576341.44233992,21.319554094386504,496.0864282393551
53,Georgia,7098287.894660721,8.20459414760277,865.16014893128
54,Germany,173699188.00813296,22022.97801010113,7.887179832285331
55,Ghana,19407232.298660815,121.85795759181363,159.26109941600222
56,Greece,31516092.370518222,276.14039254978053,114.13068577005349
57,Greenland,2433950.708229256,0.3696310259157996,6584.811711081038
58,Grenada,5315562.114537286,1.4015940359285493,3792.511938748192
59,Guatemala,27210157.13937908,176.4390927183738,154.2184145256915
60,Guinea,2437014.0151145793,1.6327260078529051,1492.6043949770499
61,Guyana,9381106.151946625,6.926572529391898,1354.364819272342
62,Honduras,15972484.850928493,40.11765871852426,398.1410022702353
63,Hungary,12179627.334053729,25.55832178707866,476.5425302772147
64,Iceland,27722798.051789593,297.47124103699645,93.19488484045324
65,India,32503751.591680028,356.5668166026719,91.1575336745356
66,Indonesia,79117820.39680783,3980.888255062526,19.87441378094276
67,Iran,27661434.50814245,346.3095093762395,79.87489156149726
68,Ireland,17025466.86344025,67.22288816826497,253.2688988432625
69,Israel,37942829.41352929,534.9349383763347,70.92980228342451
70,Italy,94570378.55376258,4597.7063643233705,20.569034005215382
71,Jamaica,14590377.56479938,33.6849491872422,433.14233557832773
72,Japan,76045118.76029994,3424.514038878059,22.206105128193276
73,Jordan,18982958.91173941,107.12198465406074,177.2088052050463
74,Kazakhstan,30436071.897476785,352.41184941163914,86.36506391113298
75,Kenya,22259743.233179137,140.85232858099977,158.03603289652577
76,Kiribati,1357112.630840985,0.17067509228294894,7951.439267957938
77,Korea,80831335.3976256,3730.2676859804833,21.669044208654277
78,Kuwait,16986267.693554997,89.21028030568266,190.40706559099308
79,Kyrgyzstan,9515548.314917233,20.190638132177632,471.28516952380977
80,Lao People's Dem. Rep.,10130687.111542188,16.96690863674749,597.085027593112
81,Latvia,6140146.097962452,5.357160692578734,1146.1567890745532
82,Lebanon,10882442.062776811,22.232744213498375,489.47813001733056
83,Lesotho,5758317.330204244,4.327291459912616,1330.697824158238
