,HUN,IND,JPN,KOR,NOR,RUS,YUG,SWE,CHE,THA,Virtual_Demand
ABW,0.0,0.0,2.830663210136197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGO,0.0,3202.6489364664667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALB,0.0,0.0,0.0,56937.236378455586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.271169683009887,0.0,0.0
ARE,0.0,354.1278129148603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30708.713531853347
ARM,0.0,4.719660904927395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,0.0,0.0,0.0,0.0,0.0,35273.9962216717,0.0,0.0,0.0,0.0,0.0
AZE,0.0,83666.63192031531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDI,0.0,14299.36762867702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEN,0.0,602.779532706423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFA,0.0,184578.04614662266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD,0.0,0.0,0.0,6.583523350451207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGR,0.0,0.0,0.0,124328.38715303116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHR,0.0,3.2061268653791313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIH,0.0,0.0,0.0,0.0,0.0,0.0,9316.02466277212,0.0,0.0,0.0,0.0
BLR,0.0,0.0,0.0,137294.7601083788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMU,0.0,0.0,0.0,2.417332947145023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOL,0.0,0.0,63374.40921825911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRN,0.0,0.0,0.0,123.61958803033572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWA,0.0,2902.9288418313286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHL,0.0,0.0,147782.30872054337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIV,0.0,5435.5857553000715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMR,0.0,1.6547124498262782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COG,0.0,4.25655329895275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL,0.0,0.0,66727.09928072363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COM,0.0,2158.288873928642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPV,0.0,0.0,0.0,0.0,831.9056858738584,0.0,0.0,0.0,0.0,0.0,0.0
