,country,total_costs,scrap,unit_cost
0,Angola,32404931.739606306,1992.4033691743202,16.26424259312278
1,Argentina,91769482.5283933,20512.17120271118,4.47390388962158
2,Aruba,973175.2458972225,2.315839287218082,420.2257260547022
3,Australia,184659460.30519852,122239.99411850984,1.51063047439428
4,Belgium,148917352.4947502,49997.01362808305,2.97852494956027
5,Benin,13303064.713972963,350.6018048559185,37.94351463604109
6,Bermuda,760758.5498317293,1.7870069999910487,425.71660314455397
7,Bolivia (Plurinational State of),109916488.88976958,35900.78814456242,3.061673421964071
8,Botswana,33434624.29248263,2117.653556610678,15.78852413706188
9,Brazil,303595525.98142755,1220136.7292294812,0.24882090564813072
10,Burkina Faso,133293397.00423294,61819.31273887104,2.156177270479749
11,C?te d'Ivoire,39365099.900440276,2912.4341218462037,13.516219853751261
12,Cabo Verde,12459634.39873903,308.5339540865084,40.38334917020359
13,Cameroon,732311.5762448924,1.462162963725874,500.8412840514172
14,Canada,360879146.2891228,1340328.982562032,0.26924669315088906
15,Chile,153408312.97765267,114178.70653911766,1.343580757109864
16,China,131341919.34885766,18491768.28512176,0.00710272361862406
17,Colombia,111440050.50177063,37658.34482821133,2.9592392074089924
18,Congo,1231987.557774152,3.4397920095690773,358.15757300061006
19,Costa Rica,75659665.7892183,12218.091749001727,6.192429009661025
20,Czechia,109544308.96597065,21740.644751049294,5.038687224797396
21,Dominican Rep.,125667782.21763194,57141.511701836615,2.199237970345695
22,Ecuador,109328165.59281042,35238.18259425357,3.102548359308377
23,El Salvador,2340876.4560470986,12.743340450105814,183.6941000840687
24,Eswatini,13791045.761377098,376.1373298718032,36.664921735041354
25,Finland,172678659.09215334,68574.76267376257,2.5181080088261396
26,France,288276767.5197736,274948.51496249443,1.0484754484274892
27,Germany,303373074.2174883,314107.4116936298,0.9658259019796341
28,Ghana,3000957.646933752,21.494222112413663,139.61694595128404
29,Grenada,21361582.125893436,894.0299175949488,23.893587569595812
30,Guatemala,136774695.30712092,76665.89199852892,1.784035791427893
31,Guinea,2276859.215516409,11.26873995564936,202.0509146965407
32,Guyana,54327783.42366246,5784.692519583673,9.391645837655076
33,Honduras,56912952.80872047,6427.327248905733,8.854839749821364
34,Hungary,216278249.0595791,157160.44506452157,1.3761621059980262
35,India,107561768.0692263,13348755.877144266,0.008057812208057045
36,Italy,253490625.25581294,215230.647192012,1.1777626865084336
37,Jamaica,1492860.4859591934,5.670336415904646,263.27547017702346
38,Japan,199074168.6377337,1825034.3040575727,0.10907968589693626
39,Korea,303632084.1980714,19933815.240521215,0.015232010557660425
40,Lesotho,86888191.5306941,16868.89113501228,5.150794491189349
41,Mali,63486110.36688633,8135.4257545286755,7.803661699149068
42,Mexico,164852658.94193625,146564.4614974404,1.124779208122122
43,Mozambique,7990361.814390317,137.39153565881904,58.15759883660215
44,Namibia,108771935.5945561,31675.407757971305,3.433955339286295
45,Netherlands,179551910.41402674,75227.99332281874,2.3867699041702823
46,Nicaragua,103691021.40251736,29401.440920510784,3.5267326415346303
47,Niger,125919437.09980065,51172.169534623434,2.4607015540860098
48,Nigeria,525287516.95202047,5878855.447153727,0.0893520042589822
49,Norway,109009218.76502922,22580.1000509976,4.8276676595245265
50,Panama,2302444.7932435507,12.374105064430784,186.06960109478143
51,Paraguay,75256674.26751412,12055.998112691115,6.242259957580193
52,Peru,143631808.991471,90852.03525909723,1.58094211738739
53,Poland,216417814.65535378,155389.4574463992,1.3927445156953844
54,Romania,108220836.68784174,21740.644751049294,4.977811740501328
55,Russian Federation,78703147.57225311,217507.82545522143,0.36184053335798627
56,Saint Lucia,13000683.403933132,343.39372441931454,37.85940883432725
57,Senegal,265127775.7164995,606791.645976223,0.4369337934604467
58,Serbia,64446767.35787939,7768.894243274965,8.29548779270188
59,Slovakia,109084953.82458597,21740.644751049298,5.017558360099741
60,South Africa,57183596.05927747,6421.257286988544,8.90535817263531
61,Spain,234022734.69516438,178190.15590217477,1.3133314436496781
62,Sweden,270017243.4791865,247552.6409818672,1.0907467696899456
63,Switzerland,133052560.59983048,35185.67019724559,3.781441702089452
64,Thailand,79706388.39096284,229828.04591130037,0.34680879818177046
65,Togo,77753254.5994285,12826.382442524568,6.061978500005231
66,Trinidad and Tobago,69823503.96002111,10179.878399419737,6.858972300101455
67,Turkey,224341611.62096167,217406.4475104929,1.0318995328330087
68,USA,678806052.8514674,11038665.96394733,0.06149348617563678
69,United Kingdom,261829433.2562401,280849.3772897177,0.9322770653186918
70,Uruguay,48635294.39284763,4495.8699364760205,10.817771661555057
71,Viet Nam,76539861.84162506,130443.86850629578,0.5867647342728948
72,Zambia,8850743.040570747,172.3334831608712,51.35823218003832
73,Zimbabwe,2775449.3898174632,16.668401254741976,166.50963385152963
