,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Australia,181786594.42179394,116655.39146521642,1.5583214126541072,high_collection,baseline
1,Belgium,145903545.82099754,47156.99191770066,3.0939960308670953,high_collection,baseline
2,Brazil,145766744.70169386,95625.28779139444,1.5243535268587374,high_collection,baseline
3,Canada,343580328.1609061,1145595.4605979312,0.2999141843505368,high_collection,baseline
4,China,138893356.19938764,38266827.29217657,0.003629602086917292,high_collection,baseline
5,Czechia,78210619.24651054,9562.528779139446,8.178863672246003,high_collection,baseline
6,Finland,144087245.1200882,41615.97592561172,3.4623060475054865,high_collection,baseline
7,France,280323374.0371741,254663.73861082748,1.1007588892172797,high_collection,baseline
8,Germany,303254277.5349834,313785.00450354785,0.9664396742437531,high_collection,baseline
9,Hungary,139721200.29037204,43477.13419662696,3.21367088406696,high_collection,baseline
10,India,106557550.4425154,11742785.340783235,0.009074299440051597,high_collection,baseline
11,Italy,245996324.57422227,197854.5289553171,1.2433191490389255,high_collection,baseline
12,Japan,126046512.62121926,196895.68311141583,0.6401690003020244,high_collection,baseline
13,Korea,270516237.14171416,10975314.072385855,0.024647698950350704,high_collection,baseline
14,Netherlands,176812734.21533874,72072.28753755771,2.4532693529839684,high_collection,baseline
15,Norway,107091123.08962296,21610.904015367058,4.955420791905453,high_collection,baseline
16,Poland,209526576.451928,141532.5852294567,1.480412274758053,high_collection,baseline
17,Romania,77831917.13931628,9562.528779139444,8.139260956694404,high_collection,baseline
18,Russian Federation,84902191.15655676,639968.5190343368,0.1326661994009762,high_collection,baseline
19,Serbia,38331130.92881607,2731.4005119115577,14.033507997693905,high_collection,baseline
20,Slovakia,78039166.93102208,9562.528779139446,8.160934072299337,high_collection,baseline
21,Spain,227616138.7179433,164730.86934169012,1.381745507855085,high_collection,baseline
22,Sweden,152003728.3381651,47400.1552933355,3.206819205496083,high_collection,baseline
23,Switzerland,127613104.75487223,31695.77887844814,4.026186112802675,high_collection,baseline
24,Thailand,85909087.38380414,645762.5501994013,0.1330351030069439,high_collection,baseline
25,Turkey,170276953.0259073,95625.28779139442,1.78066865950108,high_collection,baseline
26,USA,588739225.9658446,7057146.239004909,0.08342454669734314,high_collection,baseline
27,United Kingdom,251161506.36617494,249487.6080210343,1.0067093446380693,high_collection,baseline
28,Viet Nam,75832641.04581521,114750.34534967331,0.6608489134802513,high_collection,baseline
