,country,type,recycling_m,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,LFP,Direct,0.0,high_collection,baseline
1,Afghanistan,NCA,Direct,-6624.158988726742,high_collection,baseline
2,Afghanistan,NMC111,Direct,-16570.4991771287,high_collection,baseline
3,Afghanistan,NMC523,Direct,-14357.090880499722,high_collection,baseline
4,Afghanistan,NMC622,Direct,-22934.33438527823,high_collection,baseline
5,Afghanistan,NMC811,Direct,0.0,high_collection,baseline
6,Albania,LFP,Direct,-59.00352259490866,high_collection,baseline
7,Albania,NCA,Direct,6.0044429545549125,high_collection,baseline
8,Albania,NMC111,Direct,-0.5350917718521963,high_collection,baseline
9,Albania,NMC523,Direct,-5.456572311435679,high_collection,baseline
10,Albania,NMC622,Direct,0.9281774497439624,high_collection,baseline
11,Albania,NMC811,Direct,0.8302328222873281,high_collection,baseline
12,Algeria,LFP,Direct,0.0,high_collection,baseline
13,Algeria,NCA,Direct,-5.916723591610715,high_collection,baseline
14,Algeria,NMC111,Direct,-26.48806750512658,high_collection,baseline
15,Algeria,NMC523,Direct,-28.841001739412974,high_collection,baseline
16,Algeria,NMC622,Direct,-32.27746254109081,high_collection,baseline
17,Algeria,NMC811,Direct,-35.43796350991771,high_collection,baseline
18,Andorra,LFP,Direct,0.0,high_collection,baseline
19,Andorra,NCA,Direct,-158.03163438382285,high_collection,baseline
20,Andorra,NMC111,Direct,-305.67243833248045,high_collection,baseline
21,Andorra,NMC523,Direct,-285.8335063847166,high_collection,baseline
22,Andorra,NMC622,Direct,-386.21418838377684,high_collection,baseline
23,Andorra,NMC811,Direct,-428.8605132543342,high_collection,baseline
24,Angola,LFP,Direct,0.0,high_collection,baseline
25,Angola,NCA,Direct,-16.05418656338649,high_collection,baseline
26,Angola,NMC111,Direct,-46.50584831973673,high_collection,baseline
27,Angola,NMC523,Direct,-46.63098419907163,high_collection,baseline
28,Angola,NMC622,Direct,-57.272255057771325,high_collection,baseline
29,Angola,NMC811,Direct,-63.364476587271525,high_collection,baseline
30,Argentina,LFP,Direct,0.0,high_collection,baseline
31,Argentina,NCA,Direct,2.8631910076811597,high_collection,baseline
32,Argentina,NMC111,Direct,-9.46675631694634,high_collection,baseline
33,Argentina,NMC523,Direct,-13.264719703207865,high_collection,baseline
34,Argentina,NMC622,Direct,-10.147829229112311,high_collection,baseline
35,Argentina,NMC811,Direct,-10.56385531100004,high_collection,baseline
36,Armenia,LFP,Direct,0.0,high_collection,baseline
37,Armenia,NCA,Direct,0.0,high_collection,baseline
38,Armenia,NMC111,Direct,-348.73601479888964,high_collection,baseline
39,Armenia,NMC523,Direct,-481.69451827032975,high_collection,baseline
40,Armenia,NMC622,Direct,0.0,high_collection,baseline
41,Armenia,NMC811,Direct,0.0,high_collection,baseline
42,Aruba,LFP,Direct,0.0,high_collection,baseline
43,Aruba,NCA,Direct,0.0,high_collection,baseline
44,Aruba,NMC111,Direct,-437.7815595282564,high_collection,baseline
45,Aruba,NMC523,Direct,0.0,high_collection,baseline
46,Aruba,NMC622,Direct,0.0,high_collection,baseline
47,Aruba,NMC811,Direct,0.0,high_collection,baseline
48,Australia,LFP,Direct,0.0,high_collection,baseline
49,Australia,NCA,Direct,7.966738288813757,high_collection,baseline
50,Australia,NMC111,Direct,0.6410973657156714,high_collection,baseline
51,Australia,NMC523,Direct,-4.160698731017455,high_collection,baseline
52,Australia,NMC622,Direct,2.7732420494021413,high_collection,baseline
53,Australia,NMC811,Direct,3.901084991784797,high_collection,baseline
54,Austria,LFP,Direct,-65.98342362418761,high_collection,baseline
55,Austria,NCA,Direct,5.3499201440104445,high_collection,baseline
56,Austria,NMC111,Direct,-1.3285196863956839,high_collection,baseline
57,Austria,NMC523,Direct,-6.213065347463392,high_collection,baseline
58,Austria,NMC622,Direct,-0.020892876250834733,high_collection,baseline
59,Austria,NMC811,Direct,-0.27533055075961893,high_collection,baseline
60,Azerbaijan,LFP,Direct,0.0,high_collection,baseline
61,Azerbaijan,NCA,Direct,1.3890512655691971,high_collection,baseline
62,Azerbaijan,NMC111,Direct,-11.871910981443586,high_collection,baseline
63,Azerbaijan,NMC523,Direct,-15.473254415917712,high_collection,baseline
64,Azerbaijan,NMC622,Direct,-12.938352697970119,high_collection,baseline
65,Azerbaijan,NMC811,Direct,-13.577839808350085,high_collection,baseline
66,Bahamas,LFP,Direct,0.0,high_collection,baseline
67,Bahamas,NCA,Direct,-2876.599763602959,high_collection,baseline
68,Bahamas,NMC111,Direct,0.0,high_collection,baseline
69,Bahamas,NMC523,Direct,0.0,high_collection,baseline
70,Bahamas,NMC622,Direct,0.0,high_collection,baseline
71,Bahamas,NMC811,Direct,0.0,high_collection,baseline
72,Bahrain,LFP,Direct,0.0,high_collection,baseline
73,Bahrain,NCA,Direct,-240.2904392651389,high_collection,baseline
74,Bahrain,NMC111,Direct,-323.9447830898064,high_collection,baseline
75,Bahrain,NMC523,Direct,-378.45375784834226,high_collection,baseline
76,Bahrain,NMC622,Direct,-597.6185454662572,high_collection,baseline
77,Bahrain,NMC811,Direct,-1468.8605003753141,high_collection,baseline
78,Bangladesh,LFP,Direct,0.0,high_collection,baseline
79,Bangladesh,NCA,Direct,-888.2157579563044,high_collection,baseline
80,Bangladesh,NMC111,Direct,-2100.5781414017,high_collection,baseline
81,Bangladesh,NMC523,Direct,-2007.796124040498,high_collection,baseline
82,Bangladesh,NMC622,Direct,-3227.1944687605283,high_collection,baseline
83,Bangladesh,NMC811,Direct,-3757.08646194488,high_collection,baseline
84,Barbados,LFP,Direct,0.0,high_collection,baseline
85,Barbados,NCA,Direct,0.0,high_collection,baseline
86,Barbados,NMC111,Direct,0.0,high_collection,baseline
87,Barbados,NMC523,Direct,0.0,high_collection,baseline
88,Barbados,NMC622,Direct,0.0,high_collection,baseline
89,Barbados,NMC811,Direct,0.0,high_collection,baseline
90,Belarus,LFP,Direct,0.0,high_collection,baseline
91,Belarus,NCA,Direct,5.179309495648901,high_collection,baseline
92,Belarus,NMC111,Direct,-5.074368694880004,high_collection,baseline
93,Belarus,NMC523,Direct,-9.270269461501888,high_collection,baseline
94,Belarus,NMC622,Direct,-4.584091595868257,high_collection,baseline
95,Belarus,NMC811,Direct,-4.378460201583367,high_collection,baseline
96,Belgium,LFP,Direct,-56.04880938853437,high_collection,baseline
97,Belgium,NCA,Direct,5.856942080001611,high_collection,baseline
98,Belgium,NMC111,Direct,-0.6444978356723253,high_collection,baseline
99,Belgium,NMC523,Direct,-5.568849002737823,high_collection,baseline
100,Belgium,NMC622,Direct,0.9139840316377739,high_collection,baseline
101,Belgium,NMC811,Direct,0.9257062683042387,high_collection,baseline
102,Benin,LFP,Direct,0.0,high_collection,baseline
103,Benin,NCA,Direct,6.596108866236525,high_collection,baseline
104,Benin,NMC111,Direct,-2.3754656592332397,high_collection,baseline
105,Benin,NMC523,Direct,-6.832760831720734,high_collection,baseline
106,Benin,NMC622,Direct,-1.1962415166748297,high_collection,baseline
107,Benin,NMC811,Direct,-0.6089123637717258,high_collection,baseline
108,Bermuda,LFP,Direct,0.0,high_collection,baseline
109,Bermuda,NCA,Direct,-292.6860589023791,high_collection,baseline
110,Bermuda,NMC111,Direct,-371.8134549965131,high_collection,baseline
111,Bermuda,NMC523,Direct,-448.86025782485007,high_collection,baseline
112,Bermuda,NMC622,Direct,-749.077633924824,high_collection,baseline
113,Bermuda,NMC811,Direct,-1777.5178154570342,high_collection,baseline
114,Bolivia (Plurinational State of),LFP,Direct,0.0,high_collection,baseline
115,Bolivia (Plurinational State of),NCA,Direct,3.1018318906688993,high_collection,baseline
116,Bolivia (Plurinational State of),NMC111,Direct,-9.07280584213923,high_collection,baseline
117,Bolivia (Plurinational State of),NMC523,Direct,-12.873553432259945,high_collection,baseline
118,Bolivia (Plurinational State of),NMC622,Direct,-9.618816225214877,high_collection,baseline
