,country,type,recycling_m,net_profit
0,Afghanistan,LFP,Direct,0.0
3,Afghanistan,NCA,Direct,-6624.158988726742
6,Afghanistan,NMC111,Direct,-16570.4991771287
9,Afghanistan,NMC523,Direct,-14357.090880499722
12,Afghanistan,NMC622,Direct,-22934.33438527823
15,Afghanistan,NMC811,Direct,0.0
18,Albania,LFP,Direct,-59.00352259490866
21,Albania,NCA,Direct,6.0044429545549125
25,Albania,NMC111,Hydro,2.9414299906740347
28,Albania,NMC523,Hydro,2.738966946685266
30,Albania,NMC622,Direct,0.9281774497439624
33,Albania,NMC811,Direct,0.8302328222873281
36,Algeria,LFP,Direct,0.0
39,Algeria,NCA,Direct,-5.916723591610715
42,Algeria,NMC111,Direct,-26.48806750512658
45,Algeria,NMC523,Direct,-28.841001739412974
48,Algeria,NMC622,Direct,-32.27746254109081
51,Algeria,NMC811,Direct,-35.43796350991771
54,Andorra,LFP,Direct,0.0
57,Andorra,NCA,Direct,-158.03163438382285
60,Andorra,NMC111,Direct,-305.67243833248045
63,Andorra,NMC523,Direct,-285.8335063847166
66,Andorra,NMC622,Direct,-386.21418838377684
69,Andorra,NMC811,Direct,-428.8605132543342
72,Angola,LFP,Direct,0.0
75,Angola,NCA,Direct,-16.05418656338649
78,Angola,NMC111,Direct,-46.50584831973673
81,Angola,NMC523,Direct,-46.63098419907163
84,Angola,NMC622,Direct,-57.272255057771325
87,Angola,NMC811,Direct,-63.364476587271525
90,Argentina,LFP,Direct,0.0
93,Argentina,NCA,Direct,2.8631910076811597
96,Argentina,NMC111,Direct,-9.46675631694634
100,Argentina,NMC523,Hydro,-9.533815150276078
102,Argentina,NMC622,Direct,-10.147829229112311
105,Argentina,NMC811,Direct,-10.56385531100004
108,Armenia,LFP,Direct,0.0
111,Armenia,NCA,Direct,0.0
114,Armenia,NMC111,Direct,-348.73601479888964
117,Armenia,NMC523,Direct,-481.69451827032975
120,Armenia,NMC622,Direct,0.0
123,Armenia,NMC811,Direct,0.0
126,Aruba,LFP,Direct,0.0
129,Aruba,NCA,Direct,0.0
132,Aruba,NMC111,Direct,-437.7815595282564
135,Aruba,NMC523,Direct,0.0
138,Aruba,NMC622,Direct,0.0
141,Aruba,NMC811,Direct,0.0
144,Australia,LFP,Direct,0.0
147,Australia,NCA,Direct,7.966738288813757
151,Australia,NMC111,Hydro,4.647763806132356
154,Australia,NMC523,Hydro,4.521556664186714
157,Australia,NMC622,Hydro,3.21982200933609
159,Australia,NMC811,Direct,3.901084991784797
162,Austria,LFP,Direct,-65.98342362418761
165,Austria,NCA,Direct,5.3499201440104445
