,country,type,recycling_m,scrap,unit_cost,net_profit,collection_scenario,recovery_efficiency_scenario
0,China,LFP,Direct,17118828.81401339,0.01511209269848419,3.1884718941044836,high_collection,baseline
1,China,LFP,Hydro,17118828.81401339,0.0014865239040963028,1.508563994082671,high_collection,baseline
2,China,LFP,Pyro,17118828.81401339,0.0035301609557410324,0.7013631589937502,high_collection,baseline
3,China,NCA,Direct,1738998.0560302304,0.0694568022966336,10.393186402225647,high_collection,baseline
4,China,NCA,Hydro,1738998.0560302304,0.012346070062242991,8.351916865016548,high_collection,baseline
5,China,NCA,Pyro,1738998.0560302304,0.025615977965451314,4.9289602200449885,high_collection,baseline
6,China,NMC111,Direct,6321295.07122094,0.029368995899338956,5.221687157633189,high_collection,baseline
7,China,NMC111,Hydro,6321295.07122094,0.0037383647046509475,8.01306473437125,high_collection,baseline
8,China,NMC111,Pyro,6321295.07122094,0.008370629070010844,4.465263326225066,high_collection,baseline
9,China,NMC523,Direct,1995709.3642546711,0.06336257957644184,-0.03733147971071104,high_collection,baseline
10,China,NMC523,Hydro,1995709.3642546711,0.010868636469089065,7.425203131600978,high_collection,baseline
11,China,NMC523,Pyro,1995709.3642546711,0.022734633341900116,4.099455120647532,high_collection,baseline
12,China,NMC622,Direct,7208288.243489073,0.026906425428379174,8.471385636228439,high_collection,baseline
13,China,NMC622,Hydro,7208288.243489073,0.0033105036547857324,7.882950293238164,high_collection,baseline
14,China,NMC622,Pyro,7208288.243489073,0.0074702908993989165,4.4980591952182385,high_collection,baseline
15,China,NMC811,Direct,3883707.74316826,0.04064312079948945,10.195383835973301,high_collection,baseline
16,China,NMC811,Hydro,3883707.74316826,0.005868362681168497,7.67318390058637,high_collection,baseline
17,China,NMC811,Pyro,3883707.74316826,0.012767391828368526,4.449629610050861,high_collection,baseline
18,India,LFP,Direct,0.0,0.0,0.0,high_collection,baseline
19,India,LFP,Hydro,0.0,0.0,0.0,high_collection,baseline
20,India,LFP,Pyro,0.0,0.0,0.0,high_collection,baseline
21,India,NCA,Direct,6354006.939053926,0.02913906467930797,10.497248645795693,high_collection,baseline
22,India,NCA,Hydro,6354006.939053926,0.003682081231315075,8.421773029988687,high_collection,baseline
23,India,NCA,Pyro,6354006.939053926,0.008283812870035616,5.001979981693965,high_collection,baseline
24,India,NMC111,Direct,1611524.4287365014,0.07280004441032895,5.243318973241671,high_collection,baseline
25,India,NMC111,Hydro,1611524.4287365014,0.013131212766492376,8.06693634265551,high_collection,baseline
26,India,NMC111,Pyro,1611524.4287365014,0.027225060957333194,4.500341680282667,high_collection,baseline
27,India,NMC523,Direct,1998676.9077006024,0.0630556590481185,0.027267162331881496,high_collection,baseline
28,India,NMC523,Hydro,1998676.9077006024,0.010755771123463964,7.487871207730136,high_collection,baseline
29,India,NMC523,Pyro,1998676.9077006024,0.022587732715361835,4.154217814638638,high_collection,baseline
30,India,NMC622,Direct,990193.2950699544,0.10076327189403884,8.461604174110963,high_collection,baseline
31,India,NMC622,Hydro,990193.2950699544,0.020622613078141887,7.927942972870658,high_collection,baseline
32,India,NMC622,Pyro,990193.2950699544,0.04153503650944827,4.518957139370551,high_collection,baseline
33,India,NMC811,Direct,788383.7702222499,0.11731810286981018,10.181762177030189,high_collection,baseline
34,India,NMC811,Hydro,788383.7702222499,0.02547316014001693,7.714921902368783,high_collection,baseline
35,India,NMC811,Pyro,788383.7702222499,0.05061282771749144,4.467734092183509,high_collection,baseline
36,Japan,LFP,Direct,0.0,0.0,0.0,high_collection,baseline
37,Japan,LFP,Hydro,0.0,0.0,0.0,high_collection,baseline
38,Japan,LFP,Pyro,0.0,0.0,0.0,high_collection,baseline
39,Japan,NCA,Direct,106572.80858991391,0.8166082003733456,9.718707327978555,high_collection,baseline
40,Japan,NCA,Hydro,106572.80858991391,0.3021458139493815,8.132623844738315,high_collection,baseline
41,Japan,NCA,Pyro,106572.80858991391,0.553090788079103,4.467321609097756,high_collection,baseline
42,Japan,NMC111,Direct,26887.24546994851,1.745807972653777,3.5790391049472654,high_collection,baseline
43,Japan,NMC111,Hydro,26887.24546994851,0.9127266594162264,7.176341451107735,high_collection,baseline
44,Japan,NMC111,Pyro,26887.24546994851,1.5262635029844194,3.0117177301690874,high_collection,baseline
45,Japan,NMC523,Direct,33536.0577421577,1.5454339443273106,-1.4462662192961682,high_collection,baseline
46,Japan,NMC523,Hydro,33536.0577421577,0.7643713230867637,6.743363675916986,high_collection,baseline
47,Japan,NMC523,Pyro,33536.0577421577,1.2968730173125596,2.890243532516114,high_collection,baseline
48,Japan,NMC622,Direct,16635.171527444218,2.2753081616280255,6.295936967484495,high_collection,baseline
49,Japan,NMC622,Hydro,16635.171527444218,1.3419277752693017,6.615783774786512,high_collection,baseline
50,Japan,NMC622,Pyro,16635.171527444218,2.174300973743939,2.3964496427900155,high_collection,baseline
51,Japan,NMC811,Direct,13264.399781951477,2.5780778072749424,7.730035018680136,high_collection,baseline
52,Japan,NMC811,Hydro,13264.399781951477,1.609426712905024,6.140260074625256,high_collection,baseline
53,Japan,NMC811,Pyro,13264.399781951477,2.569221120510124,1.9592346549954915,high_collection,baseline
54,Korea,LFP,Direct,1681.5879264088412,8.031473633610796,-5.0727121713625785,high_collection,baseline
55,Korea,LFP,Hydro,1681.5879264088412,8.394468326805361,-7.138335603704536,high_collection,baseline
56,Korea,LFP,Pyro,1681.5879264088412,11.730700527612422,-11.27526173822877,high_collection,baseline
57,Korea,NCA,Direct,7012718.02400633,0.07899503526692363,10.140080753991738,high_collection,baseline
58,Korea,NCA,Hydro,7012718.02400633,0.009812110468378649,8.109610469664277,high_collection,baseline
59,Korea,NCA,Pyro,7012718.02400633,0.02436399504497508,4.682626514026407,high_collection,baseline
60,Korea,NMC111,Direct,1208327.516712667,0.20942712794779197,4.798719123475827,high_collection,baseline
61,Korea,NMC111,Hydro,1208327.516712667,0.04076982091827346,7.732226444700057,high_collection,baseline
62,Korea,NMC111,Pyro,1208327.516712667,0.08967227525298001,4.13550080324567,high_collection,baseline
63,Korea,NMC523,Direct,1392705.3338049953,0.19356978721721674,-0.4108331863172018,high_collection,baseline
64,Korea,NMC523,Hydro,1392705.3338049953,0.03633993758236024,7.155571270479135,high_collection,baseline
65,Korea,NMC523,Pyro,1392705.3338049953,0.08071547146432845,3.7933540463637545,high_collection,baseline
66,Korea,NMC622,Direct,690187.5049469423,0.28568307676434235,7.969206590715775,high_collection,baseline
67,Korea,NMC622,Hydro,690187.5049469423,0.06417088487909704,7.577804457584076,high_collection,baseline
68,Korea,NMC622,Pyro,690187.5049469423,0.13579524112813632,4.121787018675266,high_collection,baseline
69,Korea,NMC811,Direct,669694.1049885111,0.2904976242654883,9.701617199236434,high_collection,baseline
70,Korea,NMC811,Hydro,669694.1049885111,0.06575685748457642,7.368530172053643,high_collection,baseline
71,Korea,NMC811,Pyro,669694.1049885111,0.13886244655800115,4.076079695636664,high_collection,baseline
72,Thailand,LFP,Direct,0.0,0.0,0.0,high_collection,baseline
73,Thailand,LFP,Hydro,0.0,0.0,0.0,high_collection,baseline
74,Thailand,LFP,Pyro,0.0,0.0,0.0,high_collection,baseline
75,Thailand,NCA,Direct,349449.2473926954,0.20158717289148145,10.082675146784874,high_collection,baseline
76,Thailand,NCA,Hydro,349449.2473926954,0.05393373099794827,8.129395989423406,high_collection,baseline
77,Thailand,NCA,Pyro,349449.2473926954,0.10226652538004878,4.665871878385305,high_collection,baseline
78,Thailand,NMC111,Direct,88506.28246139392,0.5042878705515371,4.569705756301816,high_collection,baseline
79,Thailand,NMC111,Hydro,88506.28246139392,0.19275758006445237,7.645184584558902,high_collection,baseline
80,Thailand,NMC111,Pyro,88506.28246139392,0.3366748377869654,3.948766512654388,high_collection,baseline
81,Thailand,NMC523,Direct,109924.92326836532,0.43634938955639546,-0.5881519589750425,high_collection,baseline
82,Thailand,NMC523,Hydro,109924.92326836532,0.1576580995317263,7.098843488523228,high_collection,baseline
83,Thailand,NMC523,Pyro,109924.92326836532,0.2789621786906547,3.6557179778646987,high_collection,baseline
84,Thailand,NMC622,Direct,54478.54025022795,0.6972568592688564,7.622985195937499,high_collection,baseline
85,Thailand,NMC622,Hydro,54478.54025022795,0.3023249657539999,7.404115229396153,high_collection,baseline
86,Thailand,NMC622,Pyro,54478.54025022795,0.5129410142977646,3.805425770783588,high_collection,baseline
87,Thailand,NMC811,Direct,43403.55682671876,0.8115096077891139,9.245445281312238,high_collection,baseline
88,Thailand,NMC811,Hydro,43403.55682671876,0.3732632236862981,7.125006448023854,high_collection,baseline
