,country,total_netprofits,scrap,net_profit
0,Australia,962136089.6877787,130768.35266470698,7.357560679491906
1,Belgium,255054145.6383589,48137.79819259899,5.298417360467736
2,Brazil,2063166359.2976015,249779.74221997132,8.259942703762785
3,Canada,12371404557.441591,1403175.3700929824,8.816720148545503
4,China,540936859760.9401,70274732.98454186,7.6974587705645
5,Czechia,97413773.25386892,24977.97422199713,3.8999869400169533
6,Finland,570141483.635064,90148.18117351356,6.3244923659377985
7,France,1969629027.8564546,263787.20255883527,7.4667345828391625
8,Germany,2250603387.5710354,297977.1738769626,7.552938898938377
9,Hungary,190546361.44014537,38102.12745445451,5.000937589847589
10,India,290657683472.66736,30672952.344612475,9.476025659581468
11,Italy,1390180437.0042837,192569.09975238584,7.219125180477248
12,Japan,4658405877.852032,522020.9404975634,8.923791205410037
13,Korea,152007773612.64343,16191630.256743442,9.388046243789175
14,Netherlands,440751042.20028806,73452.42901524386,6.000496486083766
15,Norway,98730273.28819178,24177.888545446054,4.083494433461924
16,Poland,1011555088.0016038,141941.6146583191,7.126557566902507
17,Romania,98582361.7805023,24977.97422199713,3.946771699911703
18,Russian Federation,17174875407.3913,1880885.7524767325,9.13126987366223
19,Serbia,40304426.15575977,14352.628951205164,2.8081563518978507
20,Slovakia,73105613.33869399,21178.412629423565,3.451892954296631
21,Spain,1208706750.0472622,167539.59702030307,7.214454203926411
22,Sweden,246285647.60430697,48237.784468119775,5.105658361384249
23,Switzerland,170796292.3944869,35070.96988135103,4.870019077667645
24,Thailand,17510445330.107872,1878214.1468161864,9.32292271346711
25,Turkey,1981444233.605511,249779.7422199713,7.9327659480909
26,USA,111446875385.82945,11515432.659504289,9.678044992416895
27,United Kingdom,2265385855.135314,281317.5411254553,8.052771420055358
28,Viet Nam,2705943176.798184,299735.69066396554,9.027764330647644
