,country,type,recycling_m,net_profit
0,Afghanistan,LFP,Direct,0.0
3,Afghanistan,NCA,Direct,-11716.974885524305
6,Afghanistan,NMC111,Direct,-29294.149873556198
9,Afghanistan,NMC523,Direct,-25377.712808576372
12,Afghanistan,NMC622,Direct,-40545.37184189751
15,Afghanistan,NMC811,Direct,0.0
18,Albania,LFP,Direct,-60.568152083087185
21,Albania,NCA,Direct,6.31303825865816
25,Albania,NMC111,Hydro,3.437385624798857
28,Albania,NMC523,Hydro,3.1983355746780133
30,Albania,NMC622,Direct,1.4496887447650095
33,Albania,NMC811,Direct,1.477342633976805
36,Algeria,LFP,Direct,0.0
39,Algeria,NCA,Direct,1.8937626161593801
42,Algeria,NMC111,Direct,-11.508466046114469
46,Algeria,NMC523,Hydro,-13.09254726131075
48,Algeria,NMC622,Direct,-12.850366574639407
51,Algeria,NMC811,Direct,-13.646824762451072
54,Andorra,LFP,Direct,0.0
57,Andorra,NCA,Direct,-103.84246513500435
60,Andorra,NMC111,Direct,-207.17757437166665
63,Andorra,NMC523,Direct,-193.74641197659653
66,Andorra,NMC622,Direct,-258.70842273580007
69,Andorra,NMC811,Direct,-286.59198024531617
72,Angola,LFP,Direct,0.0
75,Angola,NCA,Direct,-2.320695140095056
78,Angola,NMC111,Direct,-19.766887432592533
81,Angola,NMC523,Direct,-22.505295906997603
84,Angola,NMC622,Direct,-23.272648456714748
87,Angola,NMC811,Direct,-25.290766402882763
90,Argentina,LFP,Direct,0.0
93,Argentina,NCA,Direct,6.187305846417182
97,Argentina,NMC111,Hydro,-0.48406826317307927
100,Argentina,NMC523,Hydro,0.13809416011876208
102,Argentina,NMC622,Direct,-2.0642675055054043
105,Argentina,NMC811,Direct,-1.5627604167620797
108,Armenia,LFP,Direct,0.0
111,Armenia,NCA,Direct,-272.9580208871043
114,Armenia,NMC111,Direct,-452.913370916545
117,Armenia,NMC523,Direct,-468.16259918679634
120,Armenia,NMC622,Direct,-669.407986234419
123,Armenia,NMC811,Direct,-909.9969917149419
126,Aruba,LFP,Direct,0.0
129,Aruba,NCA,Direct,-388.04148711132194
132,Aruba,NMC111,Direct,-579.8751255735293
135,Aruba,NMC523,Direct,-642.2721505420678
138,Aruba,NMC622,Direct,-974.3345975314422
141,Aruba,NMC811,Direct,-1188.2643861362035
144,Australia,LFP,Direct,0.0
