,country,type,recycling_m,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,LFP,Direct,0.0,high_collection,baseline
1,Afghanistan,NCA,Direct,-11716.974885524305,high_collection,baseline
2,Afghanistan,NMC111,Direct,-29294.149873556198,high_collection,baseline
3,Afghanistan,NMC523,Direct,-25377.712808576372,high_collection,baseline
4,Afghanistan,NMC622,Direct,-40545.37184189751,high_collection,baseline
5,Afghanistan,NMC811,Direct,0.0,high_collection,baseline
6,Albania,LFP,Direct,-60.568152083087185,high_collection,baseline
7,Albania,NCA,Direct,6.31303825865816,high_collection,baseline
8,Albania,NMC111,Direct,-0.13564006648934013,high_collection,baseline
9,Albania,NMC523,Direct,-5.077888674350304,high_collection,baseline
10,Albania,NMC622,Direct,1.4496887447650095,high_collection,baseline
11,Albania,NMC811,Direct,1.477342633976805,high_collection,baseline
12,Algeria,LFP,Direct,0.0,high_collection,baseline
13,Algeria,NCA,Direct,1.8937626161593801,high_collection,baseline
14,Algeria,NMC111,Direct,-11.508466046114469,high_collection,baseline
15,Algeria,NMC523,Direct,-15.098635079512409,high_collection,baseline
16,Algeria,NMC622,Direct,-12.850366574639407,high_collection,baseline
17,Algeria,NMC811,Direct,-13.646824762451072,high_collection,baseline
18,Andorra,LFP,Direct,0.0,high_collection,baseline
19,Andorra,NCA,Direct,-103.84246513500435,high_collection,baseline
20,Andorra,NMC111,Direct,-207.17757437166665,high_collection,baseline
21,Andorra,NMC523,Direct,-193.74641197659653,high_collection,baseline
22,Andorra,NMC622,Direct,-258.70842273580007,high_collection,baseline
23,Andorra,NMC811,Direct,-286.59198024531617,high_collection,baseline
24,Angola,LFP,Direct,0.0,high_collection,baseline
25,Angola,NCA,Direct,-2.320695140095056,high_collection,baseline
26,Angola,NMC111,Direct,-19.766887432592533,high_collection,baseline
27,Angola,NMC523,Direct,-22.505295906997603,high_collection,baseline
28,Angola,NMC622,Direct,-23.272648456714748,high_collection,baseline
29,Angola,NMC811,Direct,-25.290766402882763,high_collection,baseline
30,Argentina,LFP,Direct,0.0,high_collection,baseline
31,Argentina,NCA,Direct,6.187305846417182,high_collection,baseline
32,Argentina,NMC111,Direct,-3.075900839327294,high_collection,baseline
33,Argentina,NMC523,Direct,-7.485332375718774,high_collection,baseline
34,Argentina,NMC622,Direct,-2.0642675055054043,high_collection,baseline
35,Argentina,NMC811,Direct,-1.5627604167620797,high_collection,baseline
36,Armenia,LFP,Direct,0.0,high_collection,baseline
37,Armenia,NCA,Direct,-272.9580208871043,high_collection,baseline
38,Armenia,NMC111,Direct,-452.913370916545,high_collection,baseline
39,Armenia,NMC523,Direct,-468.16259918679634,high_collection,baseline
40,Armenia,NMC622,Direct,-669.407986234419,high_collection,baseline
41,Armenia,NMC811,Direct,-909.9969917149419,high_collection,baseline
42,Aruba,LFP,Direct,0.0,high_collection,baseline
43,Aruba,NCA,Direct,-388.04148711132194,high_collection,baseline
44,Aruba,NMC111,Direct,-579.8751255735293,high_collection,baseline
45,Aruba,NMC523,Direct,-642.2721505420678,high_collection,baseline
46,Aruba,NMC622,Direct,-974.3345975314422,high_collection,baseline
47,Aruba,NMC811,Direct,-1188.2643861362035,high_collection,baseline
48,Australia,LFP,Direct,0.0,high_collection,baseline
49,Australia,NCA,Direct,8.09132191633963,high_collection,baseline
50,Australia,NMC111,Direct,0.8707070836351926,high_collection,baseline
51,Australia,NMC523,Direct,-3.952712018862323,high_collection,baseline
52,Australia,NMC622,Direct,3.056844307375687,high_collection,baseline
53,Australia,NMC811,Direct,4.213979235105272,high_collection,baseline
54,Austria,LFP,Direct,-65.09385342345121,high_collection,baseline
55,Austria,NCA,Direct,5.458351079974234,high_collection,baseline
56,Austria,NMC111,Direct,-1.1838628516986458,high_collection,baseline
57,Austria,NMC523,Direct,-6.081682578101893,high_collection,baseline
58,Austria,NMC622,Direct,0.156075945265514,high_collection,baseline
59,Austria,NMC811,Direct,-0.060849513700357336,high_collection,baseline
60,Azerbaijan,LFP,Direct,0.0,high_collection,baseline
