,country,type,recycling_m,scrap,unit_cost,net_profit,collection_scenario,recovery_efficiency_scenario
0,China,LFP,Direct,16485883.717092045,0.015496620341168166,3.09963493701716,high_collection,baseline
1,China,LFP,Hydro,16485883.717092045,0.0015392799616103427,1.4200588085805175,high_collection,baseline
2,China,LFP,Pyro,16485883.717092045,0.0036473225250405325,0.6127935679798113,high_collection,baseline
3,China,NCA,Direct,35098798.62479384,0.009361812225709918,10.36482896285193,high_collection,baseline
4,China,NCA,Hydro,35098798.62479384,0.0007647679926157094,8.275045737641538,high_collection,baseline
5,China,NCA,Pyro,35098798.62479384,0.0018947988565861948,4.864228969709214,high_collection,baseline
6,China,NMC111,Direct,15181271.676453859,0.01637254681965804,5.146231177268231,high_collection,baseline
7,China,NMC111,Hydro,15181271.676453859,0.0016613477347376799,7.926689321896524,high_collection,baseline
8,China,NMC111,Pyro,15181271.676453859,0.003917446758432573,4.381264079092005,high_collection,baseline
9,China,NMC523,Direct,12603131.740345947,0.01853638128335579,-0.0809577108622644,high_collection,baseline
10,China,NMC523,Hydro,12603131.740345947,0.0019737062799739112,7.345645632345454,high_collection,baseline
11,China,NMC523,Pyro,12603131.740345947,0.004603123476359213,4.029134201068434,high_collection,baseline
12,China,NMC622,Direct,12861716.255829336,0.018286989933841674,8.391552642278338,high_collection,baseline
13,China,NMC622,Hydro,12861716.255829336,0.0019369466450017152,7.795871420803308,high_collection,baseline
14,China,NMC622,Pyro,12861716.255829336,0.004522812134890187,4.412554244538108,high_collection,baseline
15,China,NMC811,Direct,8261661.595936021,0.024566852517923468,10.123007674810228,high_collection,baseline
16,China,NMC811,Hydro,8261661.595936021,0.0029178401631074786,7.587681993659792,high_collection,baseline
17,China,NMC811,Pyro,8261661.595936021,0.0066374672306791825,4.367307105203911,high_collection,baseline
18,India,LFP,Direct,0.0,0.0,0.0,high_collection,baseline
19,India,LFP,Hydro,0.0,0.0,0.0,high_collection,baseline
20,India,LFP,Pyro,0.0,0.0,0.0,high_collection,baseline
21,India,NCA,Direct,16597082.733750999,0.015352252259767902,10.511035458215233,high_collection,baseline
22,India,NCA,Hydro,16597082.733750999,0.0015122469088790574,8.423942864311122,high_collection,baseline
23,India,NCA,Pyro,16597082.733750999,0.003602348074401692,5.006661446489598,high_collection,baseline
24,India,NMC111,Direct,4209440.683412025,0.03835534094574113,5.277763676706258,high_collection,baseline
25,India,NMC111,Hydro,4209440.683412025,0.00539300722905933,8.074674548192942,high_collection,baseline
26,India,NMC111,Pyro,4209440.683412025,0.011839170719607064,4.515727570520393,high_collection,baseline
27,India,NMC523,Direct,5220681.3078878205,0.03322157488813489,0.0571012464918651,high_collection,baseline
28,India,NMC523,Hydro,5220681.3078878205,0.004417437522348285,7.494209541331252,high_collection,baseline
29,India,NMC523,Pyro,5220681.3078878205,0.009822625547438717,4.166982921806562,high_collection,baseline
30,India,NMC622,Direct,2586447.0742064146,0.05308832928460827,8.509279116720394,high_collection,baseline
31,India,NMC622,Hydro,2586447.0742064146,0.008469805931848338,7.940095780016951,high_collection,baseline
32,India,NMC622,Pyro,2586447.0742064146,0.01806218928413189,4.5424299865958675,high_collection,baseline
