,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Australia,188883635.58920798,130768.35266470698,1.4444139712726205,high_collection,baseline
1,Belgium,149555590.20259482,48137.79819259899,3.1068224102029753,high_collection,baseline
2,Brazil,192224558.23276517,249779.74221997132,0.7695762535597481,high_collection,baseline
3,Canada,366090566.6240071,1403175.3700929824,0.26090150556145225,high_collection,baseline
4,China,151333745.96535528,100492463.61045104,0.0015059213450272786,high_collection,baseline
5,Czechia,118422877.0658685,24977.97422199713,4.741092132346668,high_collection,baseline
6,Finland,193401420.9510473,90148.18117351356,2.145372412769994,high_collection,baseline
7,France,286788639.3247507,263787.20255883527,1.087196939589157,high_collection,baseline
8,Germany,300394817.0287173,297977.1738769626,1.0081135179594425,high_collection,baseline
9,Hungary,135988879.2746246,38102.12745445451,3.569062631402388,high_collection,baseline
10,India,114313537.82689832,30672952.344612475,0.003726851479524332,high_collection,baseline
11,Italy,246505592.17946556,192569.09975238584,1.2800890303607055,high_collection,baseline
12,Japan,152771962.1397104,522020.9404975634,0.29265485402577157,high_collection,baseline
13,Korea,290654117.07573485,16384054.880002685,0.017740060028148978,high_collection,baseline
14,Netherlands,180571755.42341292,73452.42901524386,2.4583496807973253,high_collection,baseline
15,Norway,114088727.46070284,24177.888545446054,4.718721705009747,high_collection,baseline
16,Poland,212752785.35531226,141941.6146583191,1.498875335943228,high_collection,baseline
17,Romania,116960460.11852276,24977.97422199713,4.682543871613105,high_collection,baseline
18,Russian Federation,100484829.58889142,1880885.7524767322,0.05342420689644438,high_collection,baseline
19,Serbia,90170030.2945722,14352.628951205164,6.282474841447133,high_collection,baseline
20,Slovakia,111475082.7444316,21178.412629423565,5.2636184163093125,high_collection,baseline
21,Spain,231923860.75328988,167539.59702030307,1.384292817208964,high_collection,baseline
22,Sweden,155348832.83191848,48237.784468119775,3.2204802634455176,high_collection,baseline
23,Switzerland,133158774.98253524,35070.96988135103,3.7968375392247804,high_collection,baseline
24,Thailand,92825581.47405574,1878214.1468161864,0.04942225657889277,high_collection,baseline
25,Turkey,235045719.25253886,249779.7422199713,0.9410119378117672,high_collection,baseline
26,USA,689617103.2194941,11515432.659504289,0.05988633893406663,high_collection,baseline
27,United Kingdom,261982841.12549317,281317.5411254553,0.9312709050327591,high_collection,baseline
28,Viet Nam,81311742.02060395,299735.69066396554,0.27127814455624094,high_collection,baseline
