,country,total_costs,scrap_sum,unit_cost
0,Afghanistan,240159.69464183445,0.2372896350489819,1012.0951747102654
1,Albania,12517748.321167916,274.09602442445254,45.669207889653684
2,Algeria,15188505.461295776,434.1606516426566,34.98360665304358
3,Andorra,1117502.1822983837,3.7027771582160414,301.80108997884827
4,Angola,3896807.167541608,36.73628898553917,106.07514463628982
5,Argentina,39137029.24496881,2522.1263966665547,15.517473389396923
6,Armenia,2368836.0095848194,15.872193920785701,149.2443969250319
7,Aruba,2865368.6131510516,18.594312590579925,154.09919561117187
8,Australia,303516349.72952294,17069.841698260352,17.780853220241365
9,Austria,141367372.3075589,29465.77752580706,4.797680026727442
10,Azerbaijan,15339652.205751324,442.3993949291337,34.67376398244967
11,Bahamas,25623.531605951674,0.008045952602463645,3184.648589416973
12,Bahrain,1537165.422711148,7.654789646062766,200.81092933778888
13,Bangladesh,811431.0743129146,1.9511892539345919,415.864874551075
14,Barbados,1349772.848556048,4.371202834108376,308.78751222061976
15,Belarus,28204886.699110508,1370.918721853072,20.573711810563022
16,Belgium,557578884.4584609,38961.86347182623,14.310888514396972
17,Benin,1916845.194032235,10.61584218519841,180.56459022204362
18,Bermuda,1397923.793908634,5.6096586517498785,249.19943987546642
19,Bolivia (Plurinational State of),24373661.00127746,1006.6807710864307,24.21190679441796
20,Bosnia Herzegovina,7324643.301766707,115.84948351381148,63.22551538085596
21,Botswana,11931108.585270828,277.2259703355455,43.037485163564554
22,Brazil,2817866158.915915,323675.9582989685,8.705824719651089
23,Brunei Darussalam,2723095.936859986,17.90210375984466,152.11038732598738
24,Bulgaria,28624745.05079244,1249.9808796967461,22.900146326827812
25,Burkina Faso,14328808.459493972,387.9141812498346,36.93808876315754
26,Burundi,8470560.271258345,145.29987290156805,58.297093466810125
27,C?te d'Ivoire,8748055.473161329,155.62621294198183,56.211966530488304
28,Cabo Verde,1202429.93466342,3.8779710641259078,310.06676294900285
29,Cambodia,16182538.074311556,484.55279749985004,33.396852020685245
30,Cameroon,984919.8418945268,3.542381903547504,278.038864445469
31,Canada,167482556.26115185,80292.50766710058,2.0859051626030722
32,Cayman Isds,277365.3471670054,0.20711071131025827,1339.2129523977326
33,Chile,16305637.552184846,461.4111262729874,35.33863104665977
34,Colombia,37490915.89197574,2323.35822839669,16.136519729825558
35,Comoros,633276.5765218394,1.1771589530677613,537.9703181728132
36,Congo,2150378.1266033505,13.083735852528916,164.35505507302872
37,Costa Rica,18717304.586939007,605.2144842183709,30.926729407529365
38,Croatia,25765972.926243916,1032.4515826229872,24.956107734160632
39,Cyprus,15499322.391800912,400.423092070588,38.70736403251348
40,Czechia,338771919.7315612,9748.602597215024,34.750818525348585
41,Denmark,125871473.02661714,22099.732394706614,5.695610733131149
42,Dominican Rep.,21409212.506000236,780.5991008813078,27.426642538825526
43,Ecuador,18949367.63024486,618.9359937078864,30.616037559431746
44,Egypt,39173485.886744544,2500.742696176038,15.664740697491956
45,El Salvador,5423370.239782883,63.83147829861674,84.96388277913987
46,Estonia,16768627.837321715,477.09676643600494,35.14722592355059
47,Eswatini,1935050.2342032783,9.411364885408192,205.60782179463342
48,Ethiopia,14750232.12121541,409.9083624188385,35.98421860480083
49,Fiji,3301577.4110833597,28.83245882880942,114.50904796868801
50,Finland,259557483.09436345,10313.159741096799,25.16760038730474
51,France,897106631.4359322,202855.76585386097,4.422386653195826
52,French Polynesia,9993888.325792806,198.1584922157301,50.433812924417666
53,Georgia,4673089.730205749,49.367590915273226,94.65905958882834
54,Germany,1062541668.5865903,314979.75871543214,3.373364920082187
55,Ghana,4728254.662674743,61.387433261572774,77.02316926214489
56,Greece,145869838.7647937,35023.64278879352,4.16489625720679
57,Greenland,586959.6493803834,0.911578509155216,643.8936893371198
58,Grenada,3790711.0674404115,27.765475213074485,136.52606477469558
59,Guatemala,30850506.621401723,1579.3224477906901,19.534013883332317
60,Guinea,1051042.8250647562,3.1898557169478936,329.4954124352719
61,Guyana,18055977.317920707,559.7123167395687,32.259388935909485
62,Honduras,11002196.303639004,217.3590484410687,50.617613495036835
63,Hungary,43089661.34129962,2656.055699812172,16.223176849923288
64,Iceland,23746681.916148894,1039.8122670613118,22.837470443834153
65,India,109735774.57827146,21098.025877693304,5.20123423937468
66,Indonesia,123328517.1800725,28803.681961788436,4.28169278301582
67,Iran,7258935.445138995,149.43201947635674,48.57684096471379
68,Ireland,62354370.7904796,5195.350987438111,12.001955390742
69,Israel,117097692.47065127,24655.61182143959,4.749332254202166
70,Italy,903866615.0085834,220002.42721065186,4.108439286186298
