,country,total_netprofits,scrap_sum,net_profit
0,Australia,-5778650.78194651,11000.000000000002,-0.5253318892678644
1,Belgium,-31247315.64000064,9000.000000000002,-3.4719239600000704
2,Brazil,-4242476.131691594,10000.0,-0.4242476131691594
3,Canada,419385372.95395947,93999.5076671006,4.461569888634028
4,Czechia,-19387078.106601205,1000.0000000000001,-19.3870781066012
5,Finland,-30846905.78197714,7000.0,-4.406700825996734
6,France,240873504.63716105,89000.00000000001,2.7064438723276516
7,Germany,681186419.129225,185000.0,3.682088752049865
8,Hungary,313523267.5057813,104999.05569981216,2.9859627347709776
9,India,1374721593.4325964,259999.02587769332,5.28741055391216
10,Italy,241768649.4797688,90000.0,2.686318327552987
11,Japan,233473267.7149656,53308.93061447758,4.37962767258286
12,Korea,4289413059.1432257,711533.4430015389,6.0284068181654655
13,Netherlands,11789088.956444107,28000.0,0.42103889130157524
14,Norway,675349719.8188531,147999.07990220515,4.563202151426284
15,Poland,176551940.8738688,71000.0,2.4866470545615327
16,Romania,-19449166.802271917,1000.0,-19.449166802271918
17,Russian Federation,104950104.53128664,47999.14588360227,2.186499417839438
18,Serbia,-17822133.99870505,999.0382489039442,-17.839290956335166
19,Slovakia,-19406384.75195589,999.9999999999998,-19.406384751955894
20,Spain,261546301.8373798,92000.0,2.8428945851889114
21,Sweden,413390465.4602263,134999.46505862233,3.0621637299134123
22,Switzerland,160461841.59395242,64999.16524739065,2.4686754204184806
23,Thailand,173363030.63431796,47999.686414123156,3.611753400607813
24,Turkey,-6986472.310504124,10000.0,-0.6986472310504123
25,USA,3290558954.3764496,538999.245167625,6.104941674553011
26,United Kingdom,633625035.0727959,127000.0,4.989173504510204
27,Viet Nam,-18235924.350071404,5000.0,-3.647184870014281
