,country,total_netprofits,scrap_sum,net_profit
0,Argentina,-15470199.545105847,806.0,-19.193795961669785
1,Australia,10094197.398346089,11000.000000000002,0.9176543089405534
2,Belgium,-15070823.192486957,9000.000000000002,-1.6745359102763282
3,Brazil,9214045.865479685,9999.999999999998,0.9214045865479688
4,Canada,513016451.395275,80292.50766710061,6.389343991126591
5,Czechia,-19387078.106601205,1000.0000000000001,-19.3870781066012
6,Finland,-20280019.116226956,7000.0,-2.8971455880324224
7,France,448152966.23377687,89000.00000000003,5.035426586896367
8,Germany,1114177452.320922,185000.00000000003,6.022580823356334
9,Hungary,564492797.8816046,104996.05569981872,5.376323844921149
10,India,73485506.34148163,21098.025877693308,3.4830512943477325
11,Italy,448545593.92714787,90000.0,4.983839932523865
12,Japan,1690528461.11592,232000.93061447307,7.28673137921654
13,Korea,6471166316.242591,819951.4430015102,7.89213357873275
14,Netherlands,74881578.8756086,28000.0,2.6743421027003067
15,Norway,34027242.26462388,15053.079902205158,2.2604837339393353
16,Poland,338217945.1474425,71000.0,4.763633030245669
17,Romania,-19449166.802271917,1000.0,-19.449166802271918
18,Russian Federation,6661029.00148469,9838.145883602265,0.6770614179026319
19,Serbia,-11055623.524704726,368.03824890394424,-30.03933302484052
20,Slovakia,-19406384.75195589,999.9999999999999,-19.40638475195589
21,Spain,473103078.7018508,92000.0,5.142424768498379
22,Sweden,804780541.7222284,134997.46505862544,5.961449286271678
23,Switzerland,68188621.3686769,22082.16524739064,3.0879499634545335
24,Thailand,8102307.022744669,10061.686414123153,0.8052633216010203
25,Turkey,6366070.726560306,10000.0,0.6366070726560306
26,USA,3718419292.1607037,538990.245167625,6.898861946943551
27,United Kingdom,875701195.6431196,127000.0,6.895285005063934
28,Uruguay,-8497790.650591688,172.0,-49.4057595964633
29,Viet Nam,-14473207.184654675,5000.0,-2.894641436930935
