,country,total_costs,scrap,unit_cost
0,Angola,38831089.7126655,564.8619408575221,68.7443902729854
1,Argentina,99904301.99472484,8478.573478048947,11.783149872248838
2,Aruba,8064038.342338529,5.19497182475882,1552.2775896311828
3,Australia,257564926.84326068,74240.94567748978,3.469310964358521
4,Belgium,227965258.9619059,45118.233837043095,5.052619297671648
5,Benin,11963649.902891165,19.999211103687674,598.2060912735291
6,Bermuda,6680849.18272981,4.707232320657487,1419.2733070367465
7,Bolivia (Plurinational State of),95399888.15671512,7418.744113655345,12.859304310161727
8,Botswana,46860578.24552866,962.586565041363,48.68193671861089
9,Brazil,522093684.58247626,1082233.8137083857,0.48242226214820294
10,Burkina Faso,85435947.49624074,5290.887902744899,16.1477523369786
11,C?te d'Ivoire,43723415.13885409,790.7689793873091,55.29227407571192
12,Cabo Verde,15092654.417189261,38.66391799491761,390.3550183189711
13,Cameroon,5527258.545275549,2.8374036394315416,1947.9986803650204
14,Canada,499257165.46031475,759541.9827004722,0.6573134557819411
15,Chile,114544512.42728466,12681.675476552413,9.032285413632446
16,China,274305260.2608988,17560999.036993336,0.01562013981568234
17,Colombia,107466472.25305815,10515.969975693675,10.219358984616084
18,Congo,8586172.76158126,7.8283592724613404,1096.8036165363235
19,Costa Rica,73171344.29279308,3408.835128542227,21.465204837901467
20,Czechia,96015715.74096273,5710.841975191523,16.812882611367073
21,Dominican Rep.,105681232.56217618,10015.00855376936,10.55228580133372
22,Ecuador,86395887.91221395,5547.843216979271,15.572878420175579
23,El Salvador,14133961.538180731,27.73502600173036,509.60693302753447
24,Eswatini,18185048.77762496,65.60484216733698,277.19064899570543
25,Finland,197966077.37924716,33988.78831887084,5.824452331810101
26,France,442288569.1595687,246985.94674800348,1.790743866131096
27,Germany,474799888.4106359,293317.8058973514,1.6187216693445314
28,Ghana,15276225.709463885,44.72191026030321,341.5825849242316
29,Grenada,34757018.4122862,384.5074194500536,90.39362221409888
30,Guatemala,120595610.14302346,14746.796797106936,8.177749500602207
31,Guinea,8734964.010988377,8.363046005287764,1044.4715962898515
32,Guyana,87200306.39814395,5700.7705473040805,15.296231566341739
33,Honduras,53797320.18952395,1383.7165876762515,38.87885761337055
34,Hungary,359835121.19648504,167607.52360099295,2.1468912222169085
35,India,179898885.56324497,2352658.842611498,0.07646620168844949
36,Italy,388645700.15955526,189333.3210696772,2.052706295774152
37,Jamaica,10607592.517305408,12.76802671063145,830.793415279502
38,Japan,326983576.92255366,885723.0972268879,0.3691713335085278
39,Korea,521721154.0165079,5931084.777365051,0.0879638672520018
40,Lesotho,52415645.0647222,1322.8382058387533,39.62362504603332
41,Mali,41179993.319757,667.1391576671929,61.72624233863354
42,Mexico,189983646.2913475,55889.79753985443,3.399254508944538
43,Mozambique,32083525.84438893,363.4964717016621,88.2636513476844
44,Namibia,77456571.3066465,4006.1008457198473,19.334653392313317
45,Netherlands,265496029.54253238,69898.00565080659,3.7983348318818404
46,Nicaragua,84251787.76245347,5153.972679545134,16.34696049065769
47,Niger,70792133.79378761,3103.5528459822413,22.810030087108974
48,Nigeria,422506647.8076169,493481.0622939663,0.8561760117877228
49,Norway,152199062.84170467,20390.737504413984,7.464127416125
50,Panama,14022344.448864045,27.335709709460758,512.9680040467717
51,Paraguay,64365398.89759691,2340.8483186842186,27.49661239638818
52,Peru,130167349.36594748,18448.20147713753,7.055828695673189
53,Poland,346480102.1875651,150693.48382118612,2.299237454744232
54,Romania,95878199.35432129,5710.841975191523,16.78880273186089
55,Russian Federation,109008241.98384778,55686.25245090941,1.957543149091326
56,Saint Lucia,19794086.35894625,73.80975776238567,268.1770941813543
57,Senegal,208493942.52902454,66514.31583165328,3.134572458908238
58,Serbia,59649255.032735616,2009.8874816135008,29.677907633341885
59,Slovakia,95894147.61837842,5710.841975191522,16.791595361061006
60,South Africa,49173331.24553328,1103.56124220809,44.55876970374884
61,Spain,370007690.0084324,170386.3845502287,2.171580147000283
62,Sweden,427584161.3733441,243851.91338044914,1.7534582995305124
63,Switzerland,182000345.84089825,30848.120822708155,5.899884368545482
64,Thailand,110374140.85503423,59695.9616835538,1.848938148280845
65,Togo,57354478.68209231,1707.8265558419162,33.58331587355952
66,Trinidad and Tobago,77850267.13946879,4088.2355245077074,19.04251031350335
67,Turkey,219917248.10855007,57108.41975191521,3.8508725869826725
68,USA,869050749.4245949,4214601.3776913425,0.20619998703190287
69,United Kingdom,404249794.0340469,246976.3246172013,1.6367957319820439
70,Uruguay,48968518.21305974,1050.2208541961938,46.626876639712805
71,Viet Nam,102579224.12968916,34265.05185114913,2.9936982023346626
72,Zambia,30943968.519339144,308.0574264795706,100.44870163645041
73,Zimbabwe,15431432.84676363,41.39250974724766,372.80737362850346
